id_master,descripcion_master,tipo_master,diametro_master,largo_master,grado_master,acabado_master,id_proveedor,tipo_proveedor,diametro_proveedor,largo_proveedor,grado_proveedor,acabado_proveedor,precio_unitario,proveedor,descripcion_proveedor,score_atributos,score_descripcion,score_final
BHG5NC250125D,BULON HEXAGONAL G5 1-UNC-5 DICRO,bulón,1,5,G5,dicro,HEX-G5--1--100--500--RP--2--2,bulón,1,5,G5,,5548.5085,Borroni,BU HEX G5 UNC - 1  x 5 RP ZD,100.0,76.92,90.77
BHG5NC250300D,BULON HEXAGONAL G5 1-UNC-12 DICRO,bulón,1,12,G5,dicro,HEX-G5--1--100--512--RP--2--2,bulón,1,5 1/2,G5,,6002.7681,Borroni,BU HEX G5 UNC - 1  x 5 1/2 RP ZD,83.33,69.84,77.94
BHG5NC250155D,BULON HEXAGONAL G5 1-UNC-6 DICRO,bulón,1,6,G5,dicro,HEX-G5--1--100--600--RP--2--2,bulón,1,6,G5,,6455.9193,Borroni,BU HEX G5 UNC - 1  x 6 RP ZD,100.0,76.92,90.77
BHG5NC125025D,BULON HEXAGONAL G5 1/2-UNC-1 DICRO,bulón,1/2,1,G5,dicro,HEX-G5--1--102--100--RT--2--2,bulón,1/2,1,G5,,381.6389,Borroni,BU HEX G5 UNC - 1/2 x 1 RT ZD,100.0,79.07,91.63
BHG5WH125038D,"BULON HEXAGONAL G5 1/2-WHT-1,1/2 DICRO",bulón,1/2,,G5,dicro,HEX-G5--1--102--112--RT--2--2,bulón,1/2,1 1/2,G5,,434.3708,Borroni,BU HEX G5 UNC - 1/2 x 1 1/2 RT ZD,100.0,59.46,83.78
BHG5NC125025D,BULON HEXAGONAL G5 1/2-UNC-1 DICRO,bulón,1/2,1,G5,dicro,HEX-G5--1--102--114--RT--2--2,bulón,1/2,1 1/4,G5,,388.0311,Borroni,BU HEX G5 UNC - 1/2 x 1 1/4 RT ZD,83.33,72.34,78.94
BHG5WH125019D,BULON HEXAGONAL G5 1/2-WHT-3/4 DICRO,bulón,1/2,,G5,dicro,HEX-G5--1--102--134--RT--2--2,bulón,1/2,1 3/4,G5,,486.4965,Borroni,BU HEX G5 UNC - 1/2 x 1 3/4 RT ZD,100.0,66.67,86.67
BHG5NC125050D,BULON HEXAGONAL G5 1/2-UNC-2 DICRO,bulón,1/2,2,G5,dicro,HEX-G5--1--102--200--RT--2--2,bulón,1/2,2,G5,,530.3426,Borroni,BU HEX G5 UNC - 1/2 x 2 RT ZD,100.0,79.07,91.63
BHG5NC125050D,BULON HEXAGONAL G5 1/2-UNC-2 DICRO,bulón,1/2,2,G5,dicro,HEX-G5--1--102--212--RT--2--2,bulón,1/2,2 1/2,G5,,620.0783,Borroni,BU HEX G5 UNC - 1/2 x 2 1/2 RP ZD,83.33,79.07,81.63
BHG5NC125050D,BULON HEXAGONAL G5 1/2-UNC-2 DICRO,bulón,1/2,2,G5,dicro,HEX-G5--1--102--214--RT--2--2,bulón,1/2,2 1/4,G5,,581.6413,Borroni,BU HEX G5 UNC - 1/2 x 2 1/4 RP ZD,83.33,72.34,78.94
BHG5NC125076D,BULON HEXAGONAL G5 1/2-UNC-3 DICRO,bulón,1/2,3,G5,dicro,HEX-G5--1--102--300--RT--2--2,bulón,1/2,3,G5,,729.3582,Borroni,BU HEX G5 UNC - 1/2 x 3 RP ZD,100.0,79.07,91.63
BHG5NC125076D,BULON HEXAGONAL G5 1/2-UNC-3 DICRO,bulón,1/2,3,G5,dicro,HEX-G5--1--102--312--RT--2--2,bulón,1/2,3 1/2,G5,,830.546,Borroni,BU HEX G5 UNC - 1/2 x 3 1/2 RP ZD,83.33,79.07,81.63
BHG5NC125100D,BULON HEXAGONAL G5 1/2-UNC-4 DICRO,bulón,1/2,4,G5,dicro,HEX-G5--1--102--400--RT--2--2,bulón,1/2,4,G5,,932.5422,Borroni,BU HEX G5 UNC - 1/2 x 4 RP ZD,100.0,79.07,91.63
BHG5NC125100D,BULON HEXAGONAL G5 1/2-UNC-4 DICRO,bulón,1/2,4,G5,dicro,HEX-G5--1--102--412--RT--2--2,bulón,1/2,4 1/2,G5,,1244.481,Borroni,BU HEX G5 UNC - 1/2 x 4 1/2 RP ZD,83.33,79.07,81.63
BHG5NC125125D,BULON HEXAGONAL G5 1/2-UNC-5 DICRO,bulón,1/2,5,G5,dicro,HEX-G5--1--102--500--RT--2--2,bulón,1/2,5,G5,,1375.1005,Borroni,BU HEX G5 UNC - 1/2 x 5 RP ZD,100.0,79.07,91.63
BHG5NC065025D,BULON HEXAGONAL G5 1/4-UNC-1 DICRO,bulón,1/4,1,G5,dicro,HEX-G5--1--104--100--RT--2--2,bulón,1/4,1,G5,,67.8561,Borroni,BU HEX G5 UNC - 1/4 x 1 RT ZD,100.0,79.07,91.63
BHG5NC065012D,BULON HEXAGONAL G5 1/4-UNC-1/2 DICRO,bulón,1/4,1/2,G5,dicro,HEX-G5--1--104--102--RT--2--2,bulón,1/4,1/2,G5,,53.7677,Borroni,BU HEX G5 UNC - 1/4 x 1/2 RT ZD,100.0,80.85,92.34
BHG5NC065012D,BULON HEXAGONAL G5 1/4-UNC-1/2 DICRO,bulón,1/4,1/2,G5,dicro,HEX-G5--1--104--112--RT--2--2,bulón,1/4,1 1/2,G5,,96.9349,Borroni,BU HEX G5 UNC - 1/4 x 1 1/2 RT ZD,83.33,77.55,81.02
BHG5NC065025D,BULON HEXAGONAL G5 1/4-UNC-1 DICRO,bulón,1/4,1,G5,dicro,HEX-G5--1--104--114--RT--2--2,bulón,1/4,1 1/4,G5,,78.4296,Borroni,BU HEX G5 UNC - 1/4 x 1 1/4 RT ZD,83.33,79.07,81.63
BHG5NC065019D,BULON HEXAGONAL G5 1/4-UNC-3/4 DICRO,bulón,1/4,3/4,G5,dicro,HEX-G5--1--104--134--RT--2--2,bulón,1/4,1 3/4,G5,,111.0312,Borroni,BU HEX G5 UNC - 1/4 x 1 3/4 RT ZD,83.33,77.55,81.02
BHG5NC065050D,BULON HEXAGONAL G5 1/4-UNC-2 DICRO,bulón,1/4,2,G5,dicro,HEX-G5--1--104--200--RT--2--2,bulón,1/4,2,G5,,123.9986,Borroni,BU HEX G5 UNC - 1/4 x 2 RT ZD,100.0,79.07,91.63
BHG5NC065012D,BULON HEXAGONAL G5 1/4-UNC-1/2 DICRO,bulón,1/4,1/2,G5,dicro,HEX-G5--1--104--212--RT--2--2,bulón,1/4,2 1/2,G5,,152.4523,Borroni,BU HEX G5 UNC - 1/4 x 2 1/2 RP ZD,83.33,77.55,81.02
BHG5NC065050D,BULON HEXAGONAL G5 1/4-UNC-2 DICRO,bulón,1/4,2,G5,dicro,HEX-G5--1--104--214--RT--2--2,bulón,1/4,2 1/4,G5,,138.3545,Borroni,BU HEX G5 UNC - 1/4 x 2 1/4 RP ZD,83.33,79.07,81.63
BHG5NC065076D,BULON HEXAGONAL G5 1/4-UNC-3 DICRO,bulón,1/4,3,G5,dicro,HEX-G5--1--104--300--RT--2--2,bulón,1/4,3,G5,,179.7644,Borroni,BU HEX G5 UNC - 1/4 x 3 RP ZD,100.0,79.07,91.63
BHG5NC065019D,BULON HEXAGONAL G5 1/4-UNC-3/4 DICRO,bulón,1/4,3/4,G5,dicro,HEX-G5--1--104--304--RT--2--2,bulón,1/4,3/4,G5,,57.5058,Borroni,BU HEX G5 UNC - 1/4 x 3/4 RT ZD,100.0,80.85,92.34
BHG5NC065016D,BULON HEXAGONAL G5 1/4-UNC-5/8 DICRO,bulón,1/4,5/8,G5,dicro,HEX-G5--1--104--508--RT--2--2,bulón,1/4,5/8,G5,,52.595,Borroni,BU HEX G5 UNC - 1/4 x 5/8 RT ZD,100.0,80.85,92.34
BHG5NC065022D,BULON HEXAGONAL G5 1/4-UNC-7/8 DICRO,bulón,1/4,7/8,G5,dicro,HEX-G5--1--104--708--RT--2--2,bulón,1/4,7/8,G5,,63.5266,Borroni,BU HEX G5 UNC - 1/4 x 7/8 RT ZD,100.0,80.85,92.34
BHG5NC190025D,BULON HEXAGONAL G5 3/4-UNC-1 DICRO,bulón,3/4,1,G5,dicro,HEX-G5--1--304--112--RT--2--2,bulón,3/4,1 1/2,G5,,1101.7433,Borroni,BU HEX G5 UNC - 3/4 x 1 1/2 RT ZD,83.33,72.34,78.94
BHG5NC190025D,BULON HEXAGONAL G5 3/4-UNC-1 DICRO,bulón,3/4,1,G5,dicro,HEX-G5--1--304--134--RT--2--2,bulón,3/4,1 3/4,G5,,1198.3915,Borroni,BU HEX G5 UNC - 3/4 x 1 3/4 RT ZD,83.33,79.07,81.63
BHG5NC190050D,BULON HEXAGONAL G5 3/4-UNC-2 DICRO,bulón,3/4,2,G5,dicro,HEX-G5--1--304--200--RT--2--2,bulón,3/4,2,G5,,1304.883,Borroni,BU HEX G5 UNC - 3/4 x 2 RT ZD,100.0,79.07,91.63
BHG5NC190050D,BULON HEXAGONAL G5 3/4-UNC-2 DICRO,bulón,3/4,2,G5,dicro,HEX-G5--1--304--212--RT--2--2,bulón,3/4,2 1/2,G5,,1535.8811,Borroni,BU HEX G5 UNC - 3/4 x 2 1/2 RP ZD,83.33,72.34,78.94
BHG5NC190050D,BULON HEXAGONAL G5 3/4-UNC-2 DICRO,bulón,3/4,2,G5,dicro,HEX-G5--1--304--214--RT--2--2,bulón,3/4,2 1/4,G5,,1420.3822,Borroni,BU HEX G5 UNC - 3/4 x 2 1/4 RP ZD,83.33,72.34,78.94
BHG5NC190076D,BULON HEXAGONAL G5 3/4-UNC-3 DICRO,bulón,3/4,3,G5,dicro,HEX-G5--1--304--300--RT--2--2,bulón,3/4,3,G5,,1766.8837,Borroni,BU HEX G5 UNC - 3/4 x 3 RP ZD,100.0,79.07,91.63
BHG5NC190076D,BULON HEXAGONAL G5 3/4-UNC-3 DICRO,bulón,3/4,3,G5,dicro,HEX-G5--1--304--312--RT--2--2,bulón,3/4,3 1/2,G5,,1997.865,Borroni,BU HEX G5 UNC - 3/4 x 3 1/2 RP ZD,83.33,72.34,78.94
BHG5NC190100D,BULON HEXAGONAL G5 3/4-UNC-4 DICRO,bulón,3/4,4,G5,dicro,HEX-G5--1--304--400--RT--2--2,bulón,3/4,4,G5,,2229.6965,Borroni,BU HEX G5 UNC - 3/4 x 4 RP ZD,100.0,79.07,91.63
BHG5NC190100D,BULON HEXAGONAL G5 3/4-UNC-4 DICRO,bulón,3/4,4,G5,dicro,HEX-G5--1--304--412--RT--2--2,bulón,3/4,4 1/2,G5,,2623.1083,Borroni,BU HEX G5 UNC - 3/4 x 4 1/2 RP ZD,83.33,72.34,78.94
BHG5NC190125D,BULON HEXAGONAL G5 3/4-UNC-5 DICRO,bulón,3/4,5,G5,dicro,HEX-G5--1--304--500--RT--2--2,bulón,3/4,5,G5,,2894.6997,Borroni,BU HEX G5 UNC - 3/4 x 5 RP ZD,100.0,79.07,91.63
BHG5NC190155D,BULON HEXAGONAL G5 3/4-UNC-6 DICRO,bulón,3/4,6,G5,dicro,HEX-G5--1--304--600--RP--2--2,bulón,3/4,6,G5,,3890.7062,Borroni,BU HEX G5 UNC - 3/4  x 6 RP ZD,100.0,79.07,91.63
BHG5NC095025D,BULON HEXAGONAL G5 3/8-UNC-1 DICRO,bulón,3/8,1,G5,dicro,HEX-G5--1--308--100--RT--2--2,bulón,3/8,1,G5,,160.7432,Borroni,BU HEX G5 UNC - 3/8 x 1 RT ZD,100.0,79.07,91.63
BHG5NC095012D,BULON HEXAGONAL G5 3/8-UNC-1/2 DICRO,bulón,3/8,1/2,G5,dicro,HEX-G5--1--308--102--RT--2--2,bulón,3/8,1/2,G5,,124.0755,Borroni,BU HEX G5 UNC - 3/8 x 1/2 RT ZD,100.0,80.85,92.34
BHG5NC095012D,BULON HEXAGONAL G5 3/8-UNC-1/2 DICRO,bulón,3/8,1/2,G5,dicro,HEX-G5--1--308--112--RT--2--2,bulón,3/8,1 1/2,G5,,215.1032,Borroni,BU HEX G5 UNC - 3/8 x 1 1/2 RT ZD,83.33,77.55,81.02
BHG5NC095025D,BULON HEXAGONAL G5 3/8-UNC-1 DICRO,bulón,3/8,1,G5,dicro,HEX-G5--1--308--114--RT--2--2,bulón,3/8,1 1/4,G5,,184.5531,Borroni,BU HEX G5 UNC - 3/8 x 1 1/4 RT ZD,83.33,72.34,78.94
BHG5NC095019D,BULON HEXAGONAL G5 3/8-UNC-3/4 DICRO,bulón,3/8,3/4,G5,dicro,HEX-G5--1--308--134--RT--2--2,bulón,3/8,1 3/4,G5,,239.8021,Borroni,BU HEX G5 UNC - 3/8 x 1 3/4 RT ZD,83.33,77.55,81.02
BHG5NC095050D,BULON HEXAGONAL G5 3/8-UNC-2 DICRO,bulón,3/8,2,G5,dicro,HEX-G5--1--308--200--RT--2--2,bulón,3/8,2,G5,,273.9181,Borroni,BU HEX G5 UNC - 3/8 x 2 RT ZD,100.0,79.07,91.63
BHG5NC095012D,BULON HEXAGONAL G5 3/8-UNC-1/2 DICRO,bulón,3/8,1/2,G5,dicro,HEX-G5--1--308--212--RT--2--2,bulón,3/8,2 1/2,G5,,333.5755,Borroni,BU HEX G5 UNC - 3/8 x 2 1/2 RP ZD,83.33,77.55,81.02
BHG5NC095050D,BULON HEXAGONAL G5 3/8-UNC-2 DICRO,bulón,3/8,2,G5,dicro,HEX-G5--1--308--214--RT--2--2,bulón,3/8,2 1/4,G5,,303.3286,Borroni,BU HEX G5 UNC - 3/8 x 2 1/4 RP ZD,83.33,72.34,78.94
BHG5NC095076D,BULON HEXAGONAL G5 3/8-UNC-3 DICRO,bulón,3/8,3,G5,dicro,HEX-G5--1--308--300--RT--2--2,bulón,3/8,3,G5,,392.394,Borroni,BU HEX G5 UNC - 3/8 x 3 RP ZD,100.0,79.07,91.63
BHG5NC095019D,BULON HEXAGONAL G5 3/8-UNC-3/4 DICRO,bulón,3/8,3/4,G5,dicro,HEX-G5--1--308--304--RT--2--2,bulón,3/8,3/4,G5,,141.8746,Borroni,BU HEX G5 UNC - 3/8 x 3/4 RT ZD,100.0,80.85,92.34
BHG5NC095012D,BULON HEXAGONAL G5 3/8-UNC-1/2 DICRO,bulón,3/8,1/2,G5,dicro,HEX-G5--1--308--312--RT--2--2,bulón,3/8,3 1/2,G5,,451.2031,Borroni,BU HEX G5 UNC - 3/8 x 3 1/2 RP ZD,83.33,77.55,81.02
BHG5NC095100D,BULON HEXAGONAL G5 3/8-UNC-4 DICRO,bulón,3/8,4,G5,dicro,HEX-G5--1--308--400--RT--2--2,bulón,3/8,4,G5,,510.8684,Borroni,BU HEX G5 UNC - 3/8 x 4 RP ZD,100.0,79.07,91.63
BHG5NC095012D,BULON HEXAGONAL G5 3/8-UNC-1/2 DICRO,bulón,3/8,1/2,G5,dicro,HEX-G5--1--308--412--RP--2--2,bulón,3/8,4 1/2,G5,,685.2042,Borroni,BU HEX G5 UNC - 3/8  x 4 1/2 RP ZD,83.33,77.55,81.02
BHG5NC095125D,BULON HEXAGONAL G5 3/8-UNC-5 DICRO,bulón,3/8,5,G5,dicro,HEX-G5--1--308--500--RP--2--2,bulón,3/8,5,G5,,756.2288,Borroni,BU HEX G5 UNC - 3/8  x 5 RP ZD,100.0,79.07,91.63
BHG5NC095016D,BULON HEXAGONAL G5 3/8-UNC-5/8 DICRO,bulón,3/8,5/8,G5,dicro,HEX-G5--1--308--508--RT--2--2,bulón,3/8,5/8,G5,,136.5854,Borroni,BU HEX G5 UNC - 3/8 x 5/8 RT ZD,100.0,80.85,92.34
BHG5NC095022D,BULON HEXAGONAL G5 3/8-UNC-7/8 DICRO,bulón,3/8,7/8,G5,dicro,HEX-G5--1--308--708--RT--2--2,bulón,3/8,7/8,G5,,159.7744,Borroni,BU HEX G5 UNC - 3/8 x 7/8 RT ZD,100.0,80.85,92.34
BHG5NC160025D,BULON HEXAGONAL G5 5/8-UNC-1 DICRO,bulón,5/8,1,G5,dicro,HEX-G5--1--508--112--RT--2--2,bulón,5/8,1 1/2,G5,,694.6203,Borroni,BU HEX G5 UNC - 5/8 x 1 1/2 RT ZD,83.33,72.34,78.94
BHG5NC160025D,BULON HEXAGONAL G5 5/8-UNC-1 DICRO,bulón,5/8,1,G5,dicro,HEX-G5--1--508--134--RT--2--2,bulón,5/8,1 3/4,G5,,767.533,Borroni,BU HEX G5 UNC - 5/8 x 1 3/4 RT ZD,83.33,72.34,78.94
BHG5NC160050D,BULON HEXAGONAL G5 5/8-UNC-2 DICRO,bulón,5/8,2,G5,dicro,HEX-G5--1--508--200--RT--2--2,bulón,5/8,2,G5,,847.8073,Borroni,BU HEX G5 UNC - 5/8 x 2 RT ZD,100.0,79.07,91.63
BHG5NC160050D,BULON HEXAGONAL G5 5/8-UNC-2 DICRO,bulón,5/8,2,G5,dicro,HEX-G5--1--508--212--RT--2--2,bulón,5/8,2 1/2,G5,,1007.5381,Borroni,BU HEX G5 UNC - 5/8 x 2 1/2 RP ZD,83.33,72.34,78.94
BHG5NC160050D,BULON HEXAGONAL G5 5/8-UNC-2 DICRO,bulón,5/8,2,G5,dicro,HEX-G5--1--508--214--RT--2--2,bulón,5/8,2 1/4,G5,,928.0842,Borroni,BU HEX G5 UNC - 5/8 x 2 1/4   RP ZD,83.33,72.34,78.94
BHG5NC160076D,BULON HEXAGONAL G5 5/8-UNC-3 DICRO,bulón,5/8,3,G5,dicro,HEX-G5--1--508--300--RT--2--2,bulón,5/8,3,G5,,1168.0838,Borroni,BU HEX G5 UNC - 5/8 x 3 RP ZD,100.0,79.07,91.63
BHG5NC160076D,BULON HEXAGONAL G5 5/8-UNC-3 DICRO,bulón,5/8,3,G5,dicro,HEX-G5--1--508--312--RT--2--2,bulón,5/8,3 1/2,G5,,1327.8172,Borroni,BU HEX G5 UNC - 5/8 x 3 1/2 RP ZD,83.33,72.34,78.94
BHG5NC160100D,BULON HEXAGONAL G5 5/8-UNC-4 DICRO,bulón,5/8,4,G5,dicro,HEX-G5--1--508--400--RT--2--2,bulón,5/8,4,G5,,1488.3671,Borroni,BU HEX G5 UNC - 5/8 x 4 RP ZD,100.0,79.07,91.63
BHG5NC160100D,BULON HEXAGONAL G5 5/8-UNC-4 DICRO,bulón,5/8,4,G5,dicro,HEX-G5--1--508--412--RT--2--2,bulón,5/8,4 1/2,G5,,2033.9851,Borroni,BU HEX G5 UNC - 5/8 x 4 1/2 RP ZD,83.33,72.34,78.94
BHG5NC160125D,BULON HEXAGONAL G5 5/8-UNC-5 DICRO,bulón,5/8,5,G5,dicro,HEX-G5--1--508--500--RT--2--2,bulón,5/8,5,G5,,2231.2743,Borroni,BU HEX G5 UNC - 5/8 x 5 RP ZD,100.0,79.07,91.63
BHG5NC160155D,BULON HEXAGONAL G5 5/8-UNC-6 DICRO,bulón,5/8,6,G5,dicro,HEX-G5--1--508--600--RT--2--2,bulón,5/8,6,G5,,2626.4551,Borroni,BU HEX G5 UNC - 5/8 x 6 RP ZD,100.0,79.07,91.63
BHG5NC079025D,BULON HEXAGONAL G5 5/16-UNC-1/ DICRO,bulón,5/16,1,G5,dicro,HEX-G5--1--516--100--RT--2--2,bulón,5/16,1,G5,,107.55,Borroni,BU HEX G5 UNC - 5/16 x 1 RT ZD,100.0,74.42,89.77
BHG5NC079012D,BULON HEXAGONAL G5 5/16-UNC-1/2 DICRO,bulón,5/16,1/2,G5,dicro,HEX-G5--1--516--102--RT--2--2,bulón,5/16,1/2,G5,,78.7237,Borroni,BU HEX G5 UNC - 5/16 x 1/2 RT ZD,100.0,81.63,92.65
BHG5NC079012D,BULON HEXAGONAL G5 5/16-UNC-1/2 DICRO,bulón,5/16,1/2,G5,dicro,HEX-G5--1--516--112--RT--2--2,bulón,5/16,1 1/2,G5,,148.724,Borroni,BU HEX G5 UNC - 5/16 x 1 1/2 RT ZD,83.33,78.43,81.37
BHG5NC079032D,"BULON HEXAGONAL G5 5/16-UNC-1,1/4 DICRO",bulón,5/16,1.1/4,G5,dicro,HEX-G5--1--516--114--RT--2--2,bulón,5/16,1 1/4,G5,,124.3532,Borroni,BU HEX G5 UNC - 5/16 x 1 1/4 RT ZD,83.33,72.22,78.89
BHG5NC079019D,BULON HEXAGONAL G5 5/16-UNC-3/4 DICRO,bulón,5/16,3/4,G5,dicro,HEX-G5--1--516--134--RT--2--2,bulón,5/16,1 3/4,G5,,168.9824,Borroni,BU HEX G5 UNC - 5/16 x 1 3/4 RT ZD,83.33,78.43,81.37
BHG5NC079050D,BULON HEXAGONAL G5 5/16-UNC-2 DICRO,bulón,5/16,2,G5,dicro,HEX-G5--1--516--200--RT--2--2,bulón,5/16,2,G5,,190.0096,Borroni,BU HEX G5 UNC - 5/16 x 2 RT ZD,100.0,80.0,92.0
BHG5NC079012D,BULON HEXAGONAL G5 5/16-UNC-1/2 DICRO,bulón,5/16,1/2,G5,dicro,HEX-G5--1--516--212--RT--2--2,bulón,5/16,2 1/2,G5,,231.0662,Borroni,BU HEX G5 UNC - 5/16 x 2 1/2 RP ZD,83.33,78.43,81.37
BHG5NC079050D,BULON HEXAGONAL G5 5/16-UNC-2 DICRO,bulón,5/16,2,G5,dicro,HEX-G5--1--516--214--RT--2--2,bulón,5/16,2 1/4,G5,,210.0587,Borroni,BU HEX G5 UNC - 5/16 x 2 1/4 RP ZD,83.33,73.47,79.39
BHG5NC079076D,BULON HEXAGONAL G5 5/16-UNC-3 DICRO,bulón,5/16,3,G5,dicro,HEX-G5--1--516--300--RT--2--2,bulón,5/16,3,G5,,272.2295,Borroni,BU HEX G5 UNC - 5/16 x 3 RP ZD,100.0,80.0,92.0
BHG5NC079019D,BULON HEXAGONAL G5 5/16-UNC-3/4 DICRO,bulón,5/16,3/4,G5,dicro,HEX-G5--1--516--304--RT--2--2,bulón,5/16,3/4,G5,,91.5838,Borroni,BU HEX G5 UNC - 5/16 x 3/4 RT ZD,100.0,81.63,92.65
BHG5NC079012D,BULON HEXAGONAL G5 5/16-UNC-1/2 DICRO,bulón,5/16,1/2,G5,dicro,HEX-G5--1--516--312--RT--2--2,bulón,5/16,3 1/2,G5,,312.5742,Borroni,BU HEX G5 UNC - 5/16 x 3 1/2 RP ZD,83.33,78.43,81.37
BHG5NC079100D,BULON HEXAGONAL G5 5/16-UNC-4 DICRO,bulón,5/16,4,G5,dicro,HEX-G5--1--516--400--RT--2--2,bulón,5/16,4,G5,,353.7412,Borroni,BU HEX G5 UNC - 5/16 x 4 RP ZD,100.0,80.0,92.0
BHG5NC079016D,BULON HEXAGONAL G5 5/16-UNC-5/8 DICRO,bulón,5/16,5/8,G5,dicro,HEX-G5--1--516--508--RT--2--2,bulón,5/16,5/8,G5,,85.5599,Borroni,BU HEX G5 UNC - 5/16 x 5/8 RT ZD,100.0,81.63,92.65
BHG5NC079022D,BULON HEXAGONAL G5 5/16-UNC-7/8 DICRO,bulón,5/16,7/8,G5,dicro,HEX-G5--1--516--708--RT--2--2,bulón,5/16,7/8,G5,,100.9717,Borroni,BU HEX G5 UNC - 5/16 x 7/8 RT ZD,100.0,81.63,92.65
BHG5NC220050D,BULON HEXAGONAL G5 7/8-UNC-2 DICRO,bulón,7/8,2,G5,dicro,HEX-G5--1--708--212--RP--2--2,bulón,7/8,2 1/2,G5,,2430.9281,Borroni,BU HEX G5 UNC - 7/8  x 2 1/2 RP ZD,83.33,72.34,78.94
BHG5NC220076D,BULON HEXAGONAL G5 7/8-UNC-3 DICRO,bulón,7/8,3,G5,dicro,HEX-G5--1--708--300--RP--2--2,bulón,7/8,3,G5,,2778.1693,Borroni,BU HEX G5 UNC - 7/8  x 3 RP ZD,100.0,79.07,91.63
BHG5NC220076D,BULON HEXAGONAL G5 7/8-UNC-3 DICRO,bulón,7/8,3,G5,dicro,HEX-G5--1--708--312--RP--2--2,bulón,7/8,3 1/2,G5,,3125.3985,Borroni,BU HEX G5 UNC - 7/8  x 3 1/2 RP ZD,83.33,72.34,78.94
BHG5NC220100D,BULON HEXAGONAL G5 7/8-UNC-4 DICRO,bulón,7/8,4,G5,dicro,HEX-G5--1--708--400--RP--2--2,bulón,7/8,4,G5,,3472.9873,Borroni,BU HEX G5 UNC - 7/8  x 4 RP ZD,100.0,79.07,91.63
BHG5NC220100D,BULON HEXAGONAL G5 7/8-UNC-4 DICRO,bulón,7/8,4,G5,dicro,HEX-G5--1--708--412--RP--2--2,bulón,7/8,4 1/2,G5,,3837.742,Borroni,BU HEX G5 UNC - 7/8  x 4 1/2 RP ZD,83.33,72.34,78.94
BHG5NC220125D,BULON HEXAGONAL G5 7/8-UNC-5 DICRO,bulón,7/8,5,G5,dicro,HEX-G5--1--708--500--RP--2--2,bulón,7/8,5,G5,,4167.8141,Borroni,BU HEX G5 UNC - 7/8  x 5 RP ZD,100.0,79.07,91.63
BHG5NC220125D,BULON HEXAGONAL G5 7/8-UNC-5 DICRO,bulón,7/8,5,G5,dicro,HEX-G5--1--708--512--RP--2--2,bulón,7/8,5  1/2,G5,,4515.0342,Borroni,BU HEX G5 UNC - 7/8  x 5  1/2 RP ZD,83.33,72.34,78.94
BHG5NC220155D,BULON HEXAGONAL G5 7/8-UNC-6 DICRO,bulón,7/8,6,G5,dicro,HEX-G5--1--708--600--RP--2--2,bulón,7/8,6,G5,,4874.1968,Borroni,BU HEX G5 UNC - 7/8  x 6 RP ZD,100.0,79.07,91.63
BHG5NC125025D,BULON HEXAGONAL G5 1/2-UNC-1 DICRO,bulón,1/2,1,G5,dicro,HEX-G5--3--102--100--RT--2--2,bulón,1/2,1,G5,,381.6389,Borroni,BU HEX G5 BSW - 1/2 x 1 RT ZD,100.0,66.67,86.67
BHG5WH125025D,BULON HEXAGONAL G5 1/2-WHT-1 DICRO,bulón,1/2,,G5,dicro,HEX-G5--3--102--112--RT--2--2,bulón,1/2,1 1/2,G5,,434.3708,Borroni,BU HEX G5 BSW - 1/2 x 1 1/2 RT ZD,100.0,66.67,86.67
BHG5WH125038D,"BULON HEXAGONAL G5 1/2-WHT-1,1/2 DICRO",bulón,1/2,,G5,dicro,HEX-G5--3--102--114--RT--2--2,bulón,1/2,1 1/4,G5,,388.0311,Borroni,BU HEX G5 BSW - 1/2 x 1 1/4 RT ZD,100.0,62.86,85.14
BHG5WH125019D,BULON HEXAGONAL G5 1/2-WHT-3/4 DICRO,bulón,1/2,,G5,dicro,HEX-G5--3--102--134--RT--2--2,bulón,1/2,1 3/4,G5,,486.4965,Borroni,BU HEX G5 BSW - 1/2 x 1 3/4 RT ZD,100.0,66.67,86.67
BHG5NC125050D,BULON HEXAGONAL G5 1/2-UNC-2 DICRO,bulón,1/2,2,G5,dicro,HEX-G5--3--102--200--RT--2--2,bulón,1/2,2,G5,,530.3426,Borroni,BU HEX G5 BSW - 1/2 x 2 RT ZD,100.0,66.67,86.67
BHG5WH125038D,"BULON HEXAGONAL G5 1/2-WHT-1,1/2 DICRO",bulón,1/2,,G5,dicro,HEX-G5--3--102--212--RT--2--2,bulón,1/2,2 1/2,G5,,620.0783,Borroni,BU HEX G5 BSW - 1/2 x 2 1/2 RP ZD,100.0,60.61,84.24
BHG5WH125038D,"BULON HEXAGONAL G5 1/2-WHT-1,1/2 DICRO",bulón,1/2,,G5,dicro,HEX-G5--3--102--214--RT--2--2,bulón,1/2,2 1/4,G5,,581.6413,Borroni,BU HEX G5 BSW - 1/2 x 2 1/4 RP ZD,100.0,62.86,85.14
BHG5NC125076D,BULON HEXAGONAL G5 1/2-UNC-3 DICRO,bulón,1/2,3,G5,dicro,HEX-G5--3--102--300--RT--2--2,bulón,1/2,3,G5,,729.3582,Borroni,BU HEX G5 BSW - 1/2 x 3 RP ZD,100.0,66.67,86.67
