id_master,descripcion_master,tipo_master,diametro_master,largo_master,grado_master,acabado_master,id_proveedor,tipo_proveedor,diametro_proveedor,largo_proveedor,grado_proveedor,acabado_proveedor,precio_unitario,proveedor,descripcion_proveedor,score_atributos,score_descripcion,score_final
BHG5WH125090D,"BULON HEXAGONAL G5 1/2-WHT-3,1/2 DICRO",bulón,1/2,,G5,dicro,HEX-G5--3--102--312--RT--2--2,bulón,1/2,3 1/2,G5,,830.546,Borroni,BU HEX G5 BSW - 1/2 x 3 1/2 RP ZD,100.0,60.61,84.24
BHG5NC125100D,BULON HEXAGONAL G5 1/2-UNC-4 DICRO,bulón,1/2,4,G5,dicro,HEX-G5--3--102--400--RT--2--2,bulón,1/2,4,G5,,932.5422,Borroni,BU HEX G5 BSW - 1/2 x 4 RP ZD,100.0,66.67,86.67
BHG5WH125056D,"BULON HEXAGONAL G5 1/2-WHT-2,1/4 DICRO",bulón,1/2,,G5,dicro,HEX-G5--3--102--412--RT--2--2,bulón,1/2,4 1/2,G5,,1244.481,Borroni,BU HEX G5 BSW - 1/2 x 4 1/2 RP ZD,100.0,60.61,84.24
BHG5NC125125D,BULON HEXAGONAL G5 1/2-UNC-5 DICRO,bulón,1/2,5,G5,dicro,HEX-G5--3--102--500--RT--2--2,bulón,1/2,5,G5,,1375.1005,Borroni,BU HEX G5 BSW - 1/2 x 5 RP ZD,100.0,66.67,86.67
BHG5NC125155D,BULON HEXAGONAL G5 1/2-UNC-6 DICRO,bulón,1/2,6,G5,dicro,HEX-G5--3--102--600--RP--2--2,bulón,1/2,6,G5,,1658.5517,Borroni,BU HEX G5 BSW - 1/2 x 6 RP ZD,100.0,66.67,86.67
BHG5NC125022D,BULON HEXAGONAL G5 1/2-UNC-7/8 DICRO,bulón,1/2,7/8,G5,dicro,HEX-G5--3--102--708--RT--2--2,bulón,1/2,7/8,G5,,358.5352,Borroni,BU HEX G5 BSW - 1/2 x 7/8 RT ZD,100.0,69.77,87.91
BHG5MA06010D,BULON HEXAGONAL (8.8) M6-1-10 DICRO,bulón,M6,10,8.8,dicro,HEX-G8--0--M06--010--RT--2--2,bulón,M6,10,8.8,,37.1576,Borroni,"BU HEX G8,8 - M6 x 10 RT ZD",100.0,58.82,83.53
BHG5MA06016D,BULON HEXAGONAL (8.8) M6-1-16 DICRO,bulón,M6,16,8.8,dicro,HEX-G8--0--M06--016--RT--2--2,bulón,M6,16,8.8,,44.0665,Borroni,"BU HEX G8,8 - M6 x 16 RT ZD",100.0,58.82,83.53
BHG5MA06020D,BULON HEXAGONAL (8.8) M6-1-20 DICRO,bulón,M6,20,8.8,dicro,HEX-G8--0--M06--020--RT--2--2,bulón,M6,20,8.8,,51.9922,Borroni,"BU HEX G8,8 - M6 x 20 RT ZD",100.0,58.82,83.53
BHG5MA06025D,BULON HEXAGONAL (8.8) M6-1-25 DICRO,bulón,M6,25,8.8,dicro,HEX-G8--0--M06--025--RT--2--2,bulón,M6,25,8.8,,62.5694,Borroni,"BU HEX G8,8 - M6 x 25 RT ZD",100.0,58.82,83.53
BHG5MA06030D,BULON HEXAGONAL (8.8) M6-1-30 DICRO,bulón,M6,30,8.8,dicro,HEX-G8--0--M06--030--RT--2--2,bulón,M6,30,8.8,,71.3785,Borroni,"BU HEX G8,8 - M6 x 30 RT ZD",100.0,58.82,83.53
BHG5MA06035D,BULON HEXAGONAL (8.8) M6-1-35 DICRO,bulón,M6,35,8.8,dicro,HEX-G8--0--M06--035--RT--2--2,bulón,M6,35,8.8,,80.1857,Borroni,"BU HEX G8,8 - M6 x 35 RT ZD",100.0,58.82,83.53
BHG5MA06040D,BULON HEXAGONAL (8.8) M6-1-40 DICRO,bulón,M6,40,8.8,dicro,HEX-G8--0--M06--040--RT--2--2,bulón,M6,40,8.8,,89.0007,Borroni,"BU HEX G8,8 - M6 x 40 RT ZD",100.0,58.82,83.53
BHG5MA06045D,BULON HEXAGONAL (8.8) M6-1-45 DICRO,bulón,M6,45,8.8,dicro,HEX-G8--0--M06--045--RT--2--2,bulón,M6,45,8.8,,96.9349,Borroni,"BU HEX G8,8 - M6 x 45 RT ZD",100.0,58.82,83.53
BHG5MA06050D,BULON HEXAGONAL (8.8) M6-1-50 DICRO,bulón,M6,50,8.8,dicro,HEX-G8--0--M06--050--RT--2--2,bulón,M6,50,8.8,,105.7411,Borroni,"BU HEX G8,8 - M6 x 50 RT ZD",100.0,58.82,83.53
BHG5MA06055D,BULON HEXAGONAL (8.8) M6-1-55 DICRO,bulón,M6,55,8.8,dicro,HEX-G8--0--M06--055--RT--2--2,bulón,M6,55,8.8,,117.2028,Borroni,"BU HEX G8,8 - M6 x 55 RP ZD",100.0,58.82,83.53
BHG5MA06060D,BULON HEXAGONAL (8.8) M6-1-60 DICRO,bulón,M6,60,8.8,dicro,HEX-G8--0--M06--060--RT--2--2,bulón,M6,60,8.8,,126.9019,Borroni,"BU HEX G8,8 - M6 x 60 RP ZD",100.0,58.82,83.53
BHG5MA08012D,"BULON HEXAGONAL (8.8) M8-1,25-12 DICRO",bulón,M8,12,8.8,dicro,HEX-G8--0--M08--012--RT--2--2,bulón,M8,12,8.8,,80.6136,Borroni,"BU HEX G8,8 - M8 x 12 RT ZD",100.0,58.82,83.53
BHG5MA08016D,"BULON HEXAGONAL (8.8) M8-1,25-16 DICRO",bulón,M8,16,8.8,dicro,HEX-G8--0--M08--016--RT--2--2,bulón,M8,16,8.8,,97.2628,Borroni,"BU HEX G8,8 - M8 x 16 RT ZD",100.0,58.82,83.53
BHG5MA08020D,"BULON HEXAGONAL (8.8) M8-1,25-20 DICRO",bulón,M8,20,8.8,dicro,HEX-G8--0--M08--020--RT--2--2,bulón,M8,20,8.8,,106.711,Borroni,"BU HEX G8,8 - M8 x 20 RT ZD",100.0,58.82,83.53
BHG5MA08025D,"BULON HEXAGONAL (8.8) M8-1,25-25 DICRO",bulón,M8,25,8.8,dicro,HEX-G8--0--M08--025--RT--2--2,bulón,M8,25,8.8,,118.4796,Borroni,"BU HEX G8,8 - M8 x 25 RT ZD",100.0,58.82,83.53
BHG5MA08030D,"BULON HEXAGONAL (8.8) M8-1,25-30 DICRO",bulón,M8,30,8.8,dicro,HEX-G8--0--M08--030--RT--2--2,bulón,M8,30,8.8,,140.3198,Borroni,"BU HEX G8,8 - M8 x 30 RT ZD",100.0,58.82,83.53
BHG5MA08035D,"BULON HEXAGONAL (8.8) M8-1,25-35 DICRO",bulón,M8,35,8.8,dicro,HEX-G8--0--M08--035--RT--2--2,bulón,M8,35,8.8,,157.121,Borroni,"BU HEX G8,8 - M8 x 35 RT ZD",100.0,58.82,83.53
BHG5MA08040D,"BULON HEXAGONAL (8.8) M8-1,25-40 DICRO",bulón,M8,40,8.8,dicro,HEX-G8--0--M08--040--RT--2--2,bulón,M8,40,8.8,,173.9315,Borroni,"BU HEX G8,8 - M8 x 40 RT ZD",100.0,58.82,83.53
BHG5MA08045D,"BULON HEXAGONAL (8.8) M8-1,25-45 DICRO",bulón,M8,45,8.8,dicro,HEX-G8--0--M08--045--RT--2--2,bulón,M8,45,8.8,,186.5328,Borroni,"BU HEX G8,8 - M8 x 45 RT ZD",100.0,58.82,83.53
BHG5MA08050D,"BULON HEXAGONAL (8.8) M8-1,25-50 DICRO",bulón,M8,50,8.8,dicro,HEX-G8--0--M08--050--RT--2--2,bulón,M8,50,8.8,,207.5436,Borroni,"BU HEX G8,8 - M8 x 50 RT ZD",100.0,58.82,83.53
BHG5MA08055D,"BULON HEXAGONAL (8.8) M8-1,25-55 DICRO",bulón,M8,55,8.8,dicro,HEX-G8--0--M08--055--RT--2--2,bulón,M8,55,8.8,,216.7844,Borroni,"BU HEX G8,8 - M8 x 55 RP ZD",100.0,58.82,83.53
BHG5MA08060D,"BULON HEXAGONAL (8.8) M8-1,25-60 DICRO",bulón,M8,60,8.8,dicro,HEX-G8--0--M08--060--RT--2--2,bulón,M8,60,8.8,,236.9429,Borroni,"BU HEX G8,8 - M8 x 60 RP ZD",100.0,58.82,83.53
BHG5MA08070D,"BULON HEXAGONAL (8.8) M8-1,25-70 DICRO",bulón,M8,70,8.8,dicro,HEX-G8--0--M08--070--RT--2--2,bulón,M8,70,8.8,,268.039,Borroni,"BU HEX G8,8 - M8 x 70 RP ZD",100.0,58.82,83.53
BHG5MA08080D,"BULON HEXAGONAL (8.8) M8-1,25-80 DICRO",bulón,M8,80,8.8,dicro,HEX-G8--0--M08--080--RT--2--2,bulón,M8,80,8.8,,299.1273,Borroni,"BU HEX G8,8 - M8 x 80 RP ZD",100.0,58.82,83.53
BHG5MA08090D,"BULON HEXAGONAL (8.8) M8-1,25-90 DICRO",bulón,M8,90,8.8,dicro,HEX-G8--0--M08--090--RT--2--2,bulón,M8,90,8.8,,331.0549,Borroni,"BU HEX G8,8 - M8 x 90 RP ZD",100.0,58.82,83.53
BHG5MA08100D,"BULON HEXAGONAL (8.8) M8-1,25-100 DICRO",bulón,M8,100,8.8,dicro,HEX-G8--0--M08--100--RT--2--2,bulón,M8,100,8.8,,362.142,Borroni,"BU HEX G8,8 - M8 x 100 RP ZD",100.0,61.11,84.44
BHG5MA10016D,"BULON HEXAGONAL (8.8) M10-1,50-16 DICRO",bulón,M10,16,8.8,dicro,HEX-G8--0--M10--016--RT--2--2,bulón,M10,16,8.8,,191.2281,Borroni,"BU HEX G8,8 - M10 x 16 RT ZD",100.0,61.11,84.44
BHG5MA10020D,"BULON HEXAGONAL (8.8) M10-1,50-20 DICRO",bulón,M10,20,8.8,dicro,HEX-G8--0--M10--020--RT--2--2,bulón,M10,20,8.8,,199.1577,Borroni,"BU HEX G8,8 - M10 x 20 RT ZD",100.0,61.11,84.44
BHG5MA10025D,"BULON HEXAGONAL (8.8) M10-1,50-25 DICRO",bulón,M10,25,8.8,dicro,HEX-G8--0--M10--025--RT--2--2,bulón,M10,25,8.8,,210.0587,Borroni,"BU HEX G8,8 - M10 x 25 RT ZD",100.0,61.11,84.44
BHG5MA10030D,"BULON HEXAGONAL (8.8) M10-1,50-30 DICRO",bulón,M10,30,8.8,dicro,HEX-G8--0--M10--030--RT--2--2,bulón,M10,30,8.8,,236.9429,Borroni,"BU HEX G8,8 - M10 x 30 RT ZD",100.0,61.11,84.44
BHG5MA10035D,"BULON HEXAGONAL (8.8) M10-1,50-35 DICRO",bulón,M10,35,8.8,dicro,HEX-G8--0--M10--035--RT--2--2,bulón,M10,35,8.8,,262.1562,Borroni,"BU HEX G8,8 - M10 x 35 RT ZD",100.0,61.11,84.44
BHG5MA10040D,"BULON HEXAGONAL (8.8) M10-1,50-40 DICRO",bulón,M10,40,8.8,dicro,HEX-G8--0--M10--040--RT--2--2,bulón,M10,40,8.8,,286.5196,Borroni,"BU HEX G8,8 - M10 x 40 RT ZD",100.0,61.11,84.44
BHG5MA10045D,"BULON HEXAGONAL (8.8) M10-1,50-45 DICRO",bulón,M10,45,8.8,dicro,HEX-G8--0--M10--045--RT--2--2,bulón,M10,45,8.8,,311.7274,Borroni,"BU HEX G8,8 - M10 x 45 RT ZD",100.0,61.11,84.44
BHG5MA10050D,"BULON HEXAGONAL (8.8) m10-1,50-50 DICRO",bulón,M10,50,8.8,dicro,HEX-G8--0--M10--050--RT--2--2,bulón,M10,50,8.8,,336.0961,Borroni,"BU HEX G8,8 - M10 x 50 RT ZD",100.0,61.11,84.44
BHG5MA10055D,"BULON HEXAGONAL (8.8) M10-1,50-55 DICRO",bulón,M10,55,8.8,dicro,HEX-G8--0--M10--055--RT--2--2,bulón,M10,55,8.8,,352.065,Borroni,"BU HEX G8,8 - M10 x 55 RP ZD",100.0,61.11,84.44
BHG5MA10060D,"BULON HEXAGONAL (8.8) M10-1,50-60 DICRO",bulón,M10,60,8.8,dicro,HEX-G8--0--M10--060--RT--2--2,bulón,M10,60,8.8,,378.1037,Borroni,"BU HEX G8,8 - M10 x 60 RP ZD",100.0,61.11,84.44
BHG5MA10070D,"BULON HEXAGONAL (8.8) M10-1,50-70 DICRO",bulón,M10,70,8.8,dicro,HEX-G8--0--M10--070--RT--2--2,bulón,M10,70,8.8,,430.1993,Borroni,"BU HEX G8,8 - M10 x 70 RP ZD",100.0,61.11,84.44
BHG5MA10080D,"BULON HEXAGONAL (8.8) M10-1,50-80 DICRO",bulón,M10,80,8.8,dicro,HEX-G8--0--M10--080--RT--2--2,bulón,M10,80,8.8,,482.3012,Borroni,"BU HEX G8,8 - M10 x 80 RP ZD",100.0,61.11,84.44
BHG5MA10090D,"BULON HEXAGONAL (8.8) M10-1,50-90 DICRO",bulón,M10,90,8.8,dicro,HEX-G8--0--M10--090--RT--2--2,bulón,M10,90,8.8,,535.2336,Borroni,"BU HEX G8,8 - M10 x 90 RP ZD",100.0,61.11,84.44
BHG5MA10100D,"BULON HEXAGONAL (8.8) M10-1,50-100 DICRO",bulón,M10,100,8.8,dicro,HEX-G8--0--M10--100--RT--2--2,bulón,M10,100,8.8,,587.3304,Borroni,"BU HEX G8,8 - M10 x 100 RP ZD",100.0,63.16,85.26
BHG5MA10110D,"BULON HEXAGONAL (8.8) M10-1,50-110 DICRO",bulón,M10,110,8.8,dicro,HEX-G8--0--M10--110--RP--2--2,bulón,M10,110,8.8,,620.3758,Borroni,"BU HEX G8,8 - M10 x 110 RP ZD",100.0,63.16,85.26
BHG5MA10120D,"BULON HEXAGONAL (8.8) M10-1,50-120 DICRO",bulón,M10,120,8.8,dicro,HEX-G8--0--M10--120--RP--2--2,bulón,M10,120,8.8,,668.7543,Borroni,"BU HEX G8,8 - M10 x 120 RP ZD",100.0,63.16,85.26
BHG5MA10130D,"BULON HEXAGONAL (8.8) M10-1,50-130 DICRO",bulón,M10,130,8.8,dicro,HEX-G8--0--M10--130--RP--2--2,bulón,M10,130,8.8,,716.7364,Borroni,"BU HEX G8,8 - M10 x 130 RP ZD",100.0,63.16,85.26
BHG5MA10140D,"BULON HEXAGONAL (8.8) M10-1,50-140 DICRO",bulón,M10,140,8.8,dicro,HEX-G8--0--M10--140--RP--2--2,bulón,M10,140,8.8,,764.7406,Borroni,"BU HEX G8,8 - M10 x 140 RP ZD",100.0,63.16,85.26
BHG5MA12020D,"BULON HEXAGONAL (8.8) M12-1,75-20 DICRO",bulón,M12,20,8.8,dicro,HEX-G8--0--M12--020--RT--2--2,bulón,M12,20,8.8,,266.8288,Borroni,"BU HEX G8,8 - M12 x 20 RT ZD",100.0,61.11,84.44
BHG5MA12025D,"BULON HEXAGONAL (8.8) M12-1,75-25 DICRO",bulón,M12,25,8.8,dicro,HEX-G8--0--M12--025--RT--2--2,bulón,M12,25,8.8,,296.096,Borroni,"BU HEX G8,8 - M12 x 25 RT ZD",100.0,61.11,84.44
BHG5MA12030D,"BULON HEXAGONAL (8.8) M12-1,75-30 DICRO",bulón,M12,30,8.8,dicro,HEX-G8--0--M12--030--RT--2--2,bulón,M12,30,8.8,,317.6139,Borroni,"BU HEX G8,8 - M12 x 30 RT ZD",100.0,61.11,84.44
BHG5MA12035D,"BULON HEXAGONAL (8.8) M12-1,75-35 DICRO",bulón,M12,35,8.8,dicro,HEX-G8--0--M12--035--RT--2--2,bulón,M12,35,8.8,,359.6277,Borroni,"BU HEX G8,8 - M12 x 35 RT ZD",100.0,61.11,84.44
BHG5MA12040D,"BULON HEXAGONAL (8.8) M12-1,75-40 DICRO",bulón,M12,40,8.8,dicro,HEX-G8--0--M12--040--RT--2--2,bulón,M12,40,8.8,,398.2724,Borroni,"BU HEX G8,8 - M12 x 40 RT ZD",100.0,61.11,84.44
BHG5MA12045D,"BULON HEXAGONAL (8.8) M12-1,75-45 DICRO",bulón,M12,45,8.8,dicro,HEX-G8--0--M12--045--RT--2--2,bulón,M12,45,8.8,,435.2444,Borroni,"BU HEX G8,8 - M12 x 45 RT ZD",100.0,61.11,84.44
BHG5MA12050D,"BULON HEXAGONAL (8.8) M12-1,75-50 DICRO",bulón,M12,50,8.8,dicro,HEX-G8--0--M12--050--RT--2--2,bulón,M12,50,8.8,,469.6945,Borroni,"BU HEX G8,8 - M12 x 50 RT ZD",100.0,61.11,84.44
BHG5MA12055D,"BULON HEXAGONAL (8.8) M12-1,75-55 DICRO",bulón,M12,55,8.8,dicro,HEX-G8--0--M12--055--RT--2--2,bulón,M12,55,8.8,,508.3455,Borroni,"BU HEX G8,8 - M12 x 55 RP ZD",100.0,61.11,84.44
BHG5MA12060D,"BULON HEXAGONAL (8.8) M12-1,75-60 DICRO",bulón,M12,60,8.8,dicro,HEX-G8--0--M12--060--RT--2--2,bulón,M12,60,8.8,,544.4753,Borroni,"BU HEX G8,8 - M12 x 60 RP ZD",100.0,61.11,84.44
BHG5MA12070D,"BULON HEXAGONAL (8.8) M12-1,75-70 DICRO",bulón,M12,70,8.8,dicro,HEX-G8--0--M12--070--RT--2--2,bulón,M12,70,8.8,,610.0141,Borroni,"BU HEX G8,8 - M12 x 70 RP ZD",100.0,61.11,84.44
BHG5MA12080D,"BULON HEXAGONAL (8.8) M12-1,75-80 DICRO",bulón,M12,80,8.8,dicro,HEX-G8--0--M12--080--RT--2--2,bulón,M12,80,8.8,,682.2744,Borroni,"BU HEX G8,8 - M12 x 80 RP ZD",100.0,61.11,84.44
BHG5MA12090D,"BULON HEXAGONAL (8.8) M12-1,75-90 DICRO",bulón,M12,90,8.8,dicro,HEX-G8--0--M12--090--RT--2--2,bulón,M12,90,8.8,,754.5331,Borroni,"BU HEX G8,8 - M12 x 90 RP ZD",100.0,61.11,84.44
BHG5MA12100D,"BULON HEXAGONAL (8.8) M12-1,75-100 DICRO",bulón,M12,100,8.8,dicro,HEX-G8--0--M12--100--RT--2--2,bulón,M12,100,8.8,,830.1592,Borroni,"BU HEX G8,8 - M12 x 100 RP ZD",100.0,63.16,85.26
BHG5MA12110D,"BULON HEXAGONAL (8.8) M12-1,75-110 DICRO",bulón,M12,110,8.8,dicro,HEX-G8--0--M12--110--RP--2--2,bulón,M12,110,8.8,,932.0474,Borroni,"BU HEX G8,8 - M12 x 110 RP ZD",100.0,63.16,85.26
BHG5MA12120D,"BULON HEXAGONAL (8.8) M12-1,75-120 DICRO",bulón,M12,120,8.8,dicro,HEX-G8--0--M12--120--RP--2--2,bulón,M12,120,8.8,,1007.6467,Borroni,"BU HEX G8,8 - M12 x 120 RP ZD",100.0,63.16,85.26
BHG5MA12130D,"BULON HEXAGONAL (8.8) M12-1,75-130 DICRO",bulón,M12,130,8.8,dicro,HEX-G8--0--M12--130--RP--2--2,bulón,M12,130,8.8,,1091.579,Borroni,"BU HEX G8,8 - M12 x 130 RP ZD",100.0,63.16,85.26
BHG5MA12140D,"BULON HEXAGONAL (8.8) M12-1,75-140 DICRO",bulón,M12,140,8.8,dicro,HEX-G8--0--M12--140--RP--2--2,bulón,M12,140,8.8,,1150.3629,Borroni,"BU HEX G8,8 - M12 x 140 RP ZD",100.0,63.16,85.26
BHG5MA12150D,"BULON HEXAGONAL (8.8) M12-1,75-150 DICRO",bulón,M12,150,8.8,dicro,HEX-G8--0--M12--150--RP--2--2,bulón,M12,150,8.8,,1217.6083,Borroni,"BU HEX G8,8 - M12 x 150 RP ZD",100.0,63.16,85.26
BHG5MA16030D,BULON HEXAGONAL (8.8) M16-2-30 DICRO,bulón,M16,30,8.8,dicro,HEX-G8--0--M16--030--RT--2--2,bulón,M16,30,8.8,,661.5097,Borroni,"BU HEX G8,8 - M16 x 30 RT ZD",100.0,61.11,84.44
BHG5MA16035D,BULON HEXAGONAL (8.8) M16-2-35 DICRO,bulón,M16,35,8.8,dicro,HEX-G8--0--M16--035--RT--2--2,bulón,M16,35,8.8,,712.8704,Borroni,"BU HEX G8,8 - M16 x 35 RT ZD",100.0,61.11,84.44
BHG5MA16040D,BULON HEXAGONAL (8.8) M16-2-40 DICRO,bulón,M16,40,8.8,dicro,HEX-G8--0--M16--040--RT--2--2,bulón,M16,40,8.8,,769.1717,Borroni,"BU HEX G8,8 - M16 x 40 RT ZD",100.0,61.11,84.44
BHG5MA16045D,BULON HEXAGONAL (8.8) M16-2-45 DICRO,bulón,M16,45,8.8,dicro,HEX-G8--0--M16--045--RT--2--2,bulón,M16,45,8.8,,826.5031,Borroni,"BU HEX G8,8 - M16 x 45 RT ZD",100.0,61.11,84.44
BHG5MA16050D,BULON HEXAGONAL (8.8) M16-2-50 DICRO,bulón,M16,50,8.8,dicro,HEX-G8--0--M16--050--RT--2--2,bulón,M16,50,8.8,,892.0412,Borroni,"BU HEX G8,8 - M16 x 50 RT ZD",100.0,61.11,84.44
BHG5MA16055D,BULON HEXAGONAL (8.8) M16-2-55 DICRO,bulón,M16,55,8.8,dicro,HEX-G8--0--M16--055--RT--2--2,bulón,M16,55,8.8,,957.5724,Borroni,"BU HEX G8,8 - M16 x 55 RP ZD",100.0,61.11,84.44
BHG5MA16060D,BULON HEXAGONAL (8.8) M16-2-60 DICRO,bulón,M16,60,8.8,dicro,HEX-G8--0--M16--060--RT--2--2,bulón,M16,60,8.8,,1006.7163,Borroni,"BU HEX G8,8 - M16 x 60 RP ZD",100.0,61.11,84.44
BHG5MA16070D,BULON HEXAGONAL (8.8) M16-2-70 DICRO,bulón,M16,70,8.8,dicro,HEX-G8--0--M16--070--RT--2--2,bulón,M16,70,8.8,,1137.7781,Borroni,"BU HEX G8,8 - M16 x 70 RP ZD",100.0,61.11,84.44
BHG5MA16080D,BULON HEXAGONAL (8.8) M16-2-80 DICRO,bulón,M16,80,8.8,dicro,HEX-G8--0--M16--080--RT--2--2,bulón,M16,80,8.8,,1260.6457,Borroni,"BU HEX G8,8 - M16 x 80 RP ZD",100.0,61.11,84.44
BHG5MA16090D,BULON HEXAGONAL (8.8) M16-2-90 DICRO,bulón,M16,90,8.8,dicro,HEX-G8--0--M16--090--RT--2--2,bulón,M16,90,8.8,,1383.5151,Borroni,"BU HEX G8,8 - M16 x 90 RP ZD",100.0,61.11,84.44
BHG5MA16100D,BULON HEXAGONAL (8.8) M16-2-100 DICRO,bulón,M16,100,8.8,dicro,HEX-G8--0--M16--100--RT--2--2,bulón,M16,100,8.8,,1506.3941,Borroni,"BU HEX G8,8 - M16 x 100 RP ZD",100.0,63.16,85.26
BHG5MA20040D,"BULON HEXAGONAL (8.8) M20-2,5-40 DICRO",bulón,M20,40,8.8,dicro,HEX-G8--0--M20--040--RT--2--2,bulón,M20,40,8.8,,1344.5286,Borroni,"BU HEX G8,8 - M20 x 40 RT ZD",100.0,61.11,84.44
BHG5MA20045D,"BULON HEXAGONAL (8.8) M20-2,5-45 DICRO",bulón,M20,45,8.8,dicro,HEX-G8--0--M20--045--RT--2--2,bulón,M20,45,8.8,,1420.7631,Borroni,"BU HEX G8,8 - M20 x 45 RT ZD",100.0,61.11,84.44
BHG5MA20050D,"BULON HEXAGONAL (8.8) M20-2,5-50 DICRO",bulón,M20,50,8.8,dicro,HEX-G8--0--M20--050--RT--2--2,bulón,M20,50,8.8,,1506.3941,Borroni,"BU HEX G8,8 - M20 x 50 RT ZD",100.0,61.11,84.44
BHG5MA20055D,"BULON HEXAGONAL (8.8) M20-2,5-55 DICRO",bulón,M20,55,8.8,dicro,HEX-G8--0--M20--055--RT--2--2,bulón,M20,55,8.8,,1596.4875,Borroni,"BU HEX G8,8 - M20 x 55 RP ZD",100.0,61.11,84.44
BHG5MA20060D,"BULON HEXAGONAL (8.8) M20-2,5-60 DICRO",bulón,M20,60,8.8,dicro,HEX-G8--0--M20--060--RT--2--2,bulón,M20,60,8.8,,1686.5934,Borroni,"BU HEX G8,8 - M20 x 60 RP ZD",100.0,61.11,84.44
BHG5MA20070D,"BULON HEXAGONAL (8.8) M20-2,5-70 DICRO",bulón,M20,70,8.8,dicro,HEX-G8--0--M20--070--RT--2--2,bulón,M20,70,8.8,,1866.8267,Borroni,"BU HEX G8,8 - M20 x 70 RP ZD",100.0,61.11,84.44
BHG5MA20080D,"BULON HEXAGONAL (8.8) M20-2,5-80 DICRO",bulón,M20,80,8.8,dicro,HEX-G8--0--M20--080--RT--2--2,bulón,M20,80,8.8,,2047.0043,Borroni,"BU HEX G8,8 - M20 x 80 RP ZD",100.0,61.11,84.44
BHG5MA20090D,"BULON HEXAGONAL (8.8) M20-2,5-90 DICRO",bulón,M20,90,8.8,dicro,HEX-G8--0--M20--090--RT--2--2,bulón,M20,90,8.8,,2227.2195,Borroni,"BU HEX G8,8 - M20 x 90 RP ZD",100.0,61.11,84.44
BHG5MA20100D,"BULON HEXAGONAL (8.8) M20-2,5-100 DICRO",bulón,M20,100,8.8,dicro,HEX-G8--0--M20--100--RT--2--2,bulón,M20,100,8.8,,2423.8259,Borroni,"BU HEX G8,8 - M20 x 100 RP ZD",100.0,63.16,85.26
BHG5MA24140D,BULON HEXAGONAL (8.8) M24-3-140 DICRO,bulón,M24,140,8.8,dicro,HEX-G8--0--M24--040--RT--2--2,bulón,M24,40,8.8,,2355.897,Borroni,"BU HEX G8,8 - M24 x 40 RT ZD",83.33,53.12,71.25
BHG5MA24050D,BULON HEXAGONAL (8.8) M24-3-50 DICRO,bulón,M24,50,8.8,dicro,HEX-G8--0--M24--050--RT--2--2,bulón,M24,50,8.8,,2645.561,Borroni,"BU HEX G8,8 - M24 x 50 RT ZD",100.0,61.11,84.44
BHG5MA24060D,BULON HEXAGONAL (8.8) M24-3-60 DICRO,bulón,M24,60,8.8,dicro,HEX-G8--0--M24--060--RP--2--2,bulón,M24,60,8.8,,2935.2184,Borroni,"BU HEX G8,8 - M24 x 60 RP ZD",100.0,61.11,84.44
BHG5MA24070D,BULON HEXAGONAL (8.8) M24-3-70 DICRO,bulón,M24,70,8.8,dicro,HEX-G8--0--M24--070--RP--2--2,bulón,M24,70,8.8,,3224.8827,Borroni,"BU HEX G8,8 - M24 x 70 RP ZD",100.0,61.11,84.44
BHG5MA24080D,BULON HEXAGONAL (8.8) M24-3-80 DICRO,bulón,M24,80,8.8,dicro,HEX-G8--0--M24--080--RP--2--2,bulón,M24,80,8.8,,3504.8673,Borroni,"BU HEX G8,8 - M24 x 80 RP ZD",100.0,61.11,84.44
BHG5MA24090D,BULON HEXAGONAL (8.8) M24-3-90 DICRO,bulón,M24,90,8.8,dicro,HEX-G8--0--M24--090--RT--2--2,bulón,M24,90,8.8,,3794.5396,Borroni,"BU HEX G8,8 - M24 x 90 RP ZD",100.0,61.11,84.44
BHG5MA24100D,BULON HEXAGONAL (8.8) M24-3-100 DICRO,bulón,M24,100,8.8,dicro,HEX-G8--0--M24--100--RT--2--2,bulón,M24,100,8.8,,4084.2019,Borroni,"BU HEX G8,8 - M24 x 100 RP ZD",100.0,63.16,85.26
BHG5MA24110D,BULON HEXAGONAL (8.8) M24-3-110 DICRO,bulón,M24,110,8.8,dicro,HEX-G8--0--M24--110--RT--2--2,bulón,M24,110,8.8,,4373.8376,Borroni,"BU HEX G8,8 - M24 x 110 RP ZD",100.0,63.16,85.26
BHG5MA24120D,BULON HEXAGONAL (8.8) M24-3-120 DICRO,bulón,M24,120,8.8,dicro,HEX-G8--0--M24--120--RT--2--2,bulón,M24,120,8.8,,4663.5179,Borroni,"BU HEX G8,8 - M24 x 120 RP ZD",100.0,63.16,85.26
BHG5MA24130D,BULON HEXAGONAL (8.8) M24-3-130 DICRO,bulón,M24,130,8.8,dicro,HEX-G8--0--M24--130--RT--2--2,bulón,M24,130,8.8,,4953.1746,Borroni,"BU HEX G8,8 - M24 x 130 RP ZD",100.0,63.16,85.26
BHG5MA24140D,BULON HEXAGONAL (8.8) M24-3-140 DICRO,bulón,M24,140,8.8,dicro,HEX-G8--0--M24--140--RT--2--2,bulón,M24,140,8.8,,5242.8407,Borroni,"BU HEX G8,8 - M24 x 140 RP ZD",100.0,63.16,85.26
