id_proveedor,descripcion_proveedor,tipo_proveedor,score_final,proveedor
ACNC1/2X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 2,tornillo_allen,23.75,Trusoni
ACNC1/2X21/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 21/2,tornillo_allen,37.03,Trusoni
ACNC1/2X3,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 3,tornillo_allen,23.75,Trusoni
ACNC1/2X31/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 31/4,tornillo_allen,23.53,Trusoni
ACNC1/2X31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 31/2,tornillo_allen,37.03,Trusoni
ACNC1/2X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 4,tornillo_allen,23.75,Trusoni
ACNC1/2X41/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 41/2,tornillo_allen,37.03,Trusoni
ACNC1/2X5,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 5,tornillo_allen,23.75,Trusoni
ACNC1/2X6,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 6,tornillo_allen,23.75,Trusoni
ACNC1/2X7,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 7,tornillo_allen,24.38,Trusoni
ACNC1/2X8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 8,tornillo_allen,23.75,Trusoni
AC5/8X11/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 11/4,tornillo_allen,22.26,Trusoni
AC5/8X11/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 11/2,tornillo_allen,22.86,Trusoni
AC5/8X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 2,tornillo_allen,23.12,Trusoni
AC5/8X21/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 21/2,tornillo_allen,22.6,Trusoni
AC5/8X3,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 3,tornillo_allen,23.12,Trusoni
AC5/8X31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 31/2,tornillo_allen,22.6,Trusoni
AC5/8X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 4,tornillo_allen,23.12,Trusoni
AC5/8X41/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 41/2,tornillo_allen,22.6,Trusoni
AC5/8X5,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 5,tornillo_allen,23.12,Trusoni
AC5/8X6,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 6,tornillo_allen,23.12,Trusoni
AC5/8X7,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 7,tornillo_allen,23.75,Trusoni
AC5/8X8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 8,tornillo_allen,23.12,Trusoni
AC5/8X10,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 10,tornillo_allen,22.76,Trusoni
AC3/4X11/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 11/2,tornillo_allen,23.82,Trusoni
AC3/4X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 2,tornillo_allen,24.38,Trusoni
AC3/4X21/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 21/2,tornillo_allen,23.82,Trusoni
AC3/4X3,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 3,tornillo_allen,23.75,Trusoni
AC3/4X31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 31/2,tornillo_allen,23.21,Trusoni
AC3/4X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 4,tornillo_allen,23.75,Trusoni
AC3/4X41/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 41/2,tornillo_allen,23.21,Trusoni
AC3/4X5,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 5,tornillo_allen,23.75,Trusoni
AC3/4X6,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 6,tornillo_allen,23.75,Trusoni
AC3/4X7,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 7,tornillo_allen,24.38,Trusoni
AC3/4X8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 8,tornillo_allen,23.75,Trusoni
AC3/4X10,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 10,tornillo_allen,24.0,Trusoni
AC7/8X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 2,tornillo_allen,23.31,Trusoni
AC7/8x21/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 21/2,tornillo_allen,22.77,Trusoni
AC7/8x31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 31/2,tornillo_allen,22.77,Trusoni
AC7/8X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 4,tornillo_allen,23.31,Trusoni
AC7/8X41/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 41/2,tornillo_allen,22.77,Trusoni
AC7/8X5,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 5,tornillo_allen,23.31,Trusoni
AC7/8X6,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 6,tornillo_allen,23.06,Trusoni
AC7/8X7,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 7,tornillo_allen,22.68,Trusoni
AC7/8x8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 8,tornillo_allen,22.68,Trusoni
AC1X3,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1 - 8 x 3,tornillo_allen,23.68,Trusoni
AC1x31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1 - 8 x 31/2,tornillo_allen,23.12,Trusoni
AC1X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1 - 8 x 4,tornillo_allen,23.68,Trusoni
AC1x6,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1 - 8 x 6,tornillo_allen,23.04,Trusoni
AC1X8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1 - 8 x 8,tornillo_allen,23.06,Trusoni
AC11/4X8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 11/4 - 7 x 8,tornillo_allen,22.5,Trusoni
AF3X6,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 6 10.9",tornillo_allen,23.31,Trusoni
AF3X8,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 8 10.9",tornillo_allen,23.31,Trusoni
AF3X10,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 10 10.9",tornillo_allen,23.75,Trusoni
AF3X12,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 12 10.9",tornillo_allen,25.0,Trusoni
AF3X16,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 16 10.9",tornillo_allen,23.12,Trusoni
AF3X20,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 20 10.9",tornillo_allen,23.75,Trusoni
AF3X25,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 25 10.9",tornillo_allen,24.38,Trusoni
AF3X30,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 30 10.9",tornillo_allen,26.67,Trusoni
AF3X35,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 35 10.9",tornillo_allen,23.65,Trusoni
AF3X40,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 40 10.9",tornillo_allen,26.67,Trusoni
AF4X8,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 8 10.9",tornillo_allen,26.67,Trusoni
AF4X10,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 10 10.9",tornillo_allen,28.89,Trusoni
AF4X12,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 12 10.9",tornillo_allen,26.67,Trusoni
AF4X16,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 16 10.9",tornillo_allen,26.67,Trusoni
AF4X20,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 20 10.9",tornillo_allen,26.67,Trusoni
AF4X25,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 25 10.9",tornillo_allen,26.67,Trusoni
AF4X30,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 30 10.9",tornillo_allen,28.89,Trusoni
AF4X35,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 35 10.9",tornillo_allen,26.67,Trusoni
AF4X40,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 40 10.9",tornillo_allen,26.67,Trusoni
AF4x50,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 50 10.9",tornillo_allen,26.67,Trusoni
AF5X10,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 10 10.9",tornillo_allen,23.75,Trusoni
AF5X12,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 12 10.9",tornillo_allen,24.38,Trusoni
AF5X16,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 16 10.9",tornillo_allen,23.36,Trusoni
AF5X20,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 20 10.9",tornillo_allen,23.36,Trusoni
AF5X25,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 25 10.9",tornillo_allen,24.38,Trusoni
AF5X30,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 30 10.9",tornillo_allen,26.67,Trusoni
AF5X35,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 35 10.9",tornillo_allen,23.36,Trusoni
AF5X40,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 40 10.9",tornillo_allen,26.67,Trusoni
AF5X50,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 50 10.9",tornillo_allen,23.75,Trusoni
AF6X10,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 10 10.9",tornillo_allen,23.75,Trusoni
AF6X12,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 12 10.9",tornillo_allen,24.38,Trusoni
AF6X16,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 16 10.9",tornillo_allen,22.96,Trusoni
AF6X20,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 20 10.9",tornillo_allen,23.65,Trusoni
AF6X25,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 25 10.9",tornillo_allen,24.38,Trusoni
AF6X30,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 30 10.9",tornillo_allen,26.67,Trusoni
AF6X35,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 35 10.9",tornillo_allen,23.65,Trusoni
AF6X40,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 40 10.9",tornillo_allen,26.67,Trusoni
AF6X50,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 50 10.9",tornillo_allen,23.36,Trusoni
AF6X60,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 60 10.9",tornillo_allen,23.65,Trusoni
AF8X16,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 16 10.9",tornillo_allen,23.86,Trusoni
AF8X20,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 20 10.9",tornillo_allen,23.86,Trusoni
AF8X25,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 25 10.9",tornillo_allen,24.38,Trusoni
AF8X30,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 30 10.9",tornillo_allen,26.67,Trusoni
AF8X35,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 35 10.9",tornillo_allen,23.86,Trusoni
AF8X40,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 40 10.9",tornillo_allen,26.67,Trusoni
AF8X50,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 50 10.9",tornillo_allen,23.75,Trusoni
AF8X60,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 60 10.9",tornillo_allen,23.86,Trusoni
AF8X70,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 70 10.9",tornillo_allen,24.38,Trusoni
AF8X80,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 80 10.9",tornillo_allen,23.75,Trusoni
AF8X90,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 90 10.9",tornillo_allen,23.75,Trusoni
AF8X100,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 100 10.9",tornillo_allen,23.57,Trusoni
AF10X20,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 20 10.9",tornillo_allen,24.19,Trusoni
AF10X25,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 25 10.9",tornillo_allen,24.81,Trusoni
AF10X30,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 30 10.9",tornillo_allen,24.14,Trusoni
AF10X35,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 35 10.9",tornillo_allen,24.14,Trusoni
AF10X40,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 40 10.9",tornillo_allen,23.57,Trusoni
AF10X50,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 50 10.9",tornillo_allen,23.77,Trusoni
AF10X60,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 60 10.9",tornillo_allen,24.14,Trusoni
AF10X70,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 70 10.9",tornillo_allen,23.57,Trusoni
AF10X80,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 80 10.9",tornillo_allen,23.57,Trusoni
AF10X90,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 90 10.9",tornillo_allen,23.57,Trusoni
AF10X100,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 100 10.9",tornillo_allen,23.6,Trusoni
AF12X25,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 25 10.9",tornillo_allen,24.81,Trusoni
AF12X30,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 30 10.9",tornillo_allen,24.19,Trusoni
AF12X35,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 35 10.9",tornillo_allen,24.19,Trusoni
AF12X40,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 40 10.9",tornillo_allen,26.67,Trusoni
AF12X50,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 50 10.9",tornillo_allen,24.19,Trusoni
AF12X60,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 60 10.9",tornillo_allen,24.19,Trusoni
AF12X70,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 70 10.9",tornillo_allen,24.81,Trusoni
AF12X80,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 80 10.9",tornillo_allen,24.19,Trusoni
AF12x85,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 85 10.9",tornillo_allen,24.19,Trusoni
AF12X90,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 90 10.9",tornillo_allen,24.19,Trusoni
AF12X100,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 100 10.9",tornillo_allen,24.0,Trusoni
AF16X30,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 30 10.9",tornillo_allen,24.19,Trusoni
AF16X35,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 35 10.9",tornillo_allen,23.57,Trusoni
AF16X40,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 40 10.9",tornillo_allen,23.57,Trusoni
AF16X50,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 50 10.9",tornillo_allen,23.77,Trusoni
AF16X60,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 60 10.9",tornillo_allen,23.57,Trusoni
AF16X70,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 70 10.9",tornillo_allen,24.19,Trusoni
AF16X80,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 80 10.9",tornillo_allen,23.57,Trusoni
AF20X40,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 40 10.9",tornillo_allen,23.57,Trusoni
AF20X50,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 50 10.9",tornillo_allen,23.77,Trusoni
AF20X60,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 60 10.9",tornillo_allen,23.57,Trusoni
AF20X70,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 70 10.9",tornillo_allen,24.19,Trusoni
AF20X80,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 80 10.9",tornillo_allen,24.14,Trusoni
AF20X90,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 90 10.9",tornillo_allen,24.14,Trusoni
AF20X100,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 100 10.9",tornillo_allen,24.0,Trusoni
CÓDIGO,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 DESCRIPCIÓN,tornillo_allen,25.07,Trusoni
AF1/8X3/8,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/8 - 40 x 3/8,tornillo_allen,26.67,Trusoni
AF1/8X1/2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/8 - 40 x 1/2,tornillo_allen,35.73,Trusoni
AF1/8X5/8,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/8 - 40 x 5/8,tornillo_allen,26.67,Trusoni
AF1/8X3/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/8 - 40 x 3/4,tornillo_allen,26.67,Trusoni
AF3/16X3/8,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/16 - 24 x 3/8,tornillo_allen,26.67,Trusoni
AF3/16X1/2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/16 - 24 x 1/2,tornillo_allen,35.54,Trusoni
AF3/16X5/8,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/16 - 24 x 5/8,tornillo_allen,26.67,Trusoni
AF3/16X3/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/16 - 24 x 3/4,tornillo_allen,26.67,Trusoni
AF3/16X1,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/16 - 24 x 1,tornillo_allen,36.19,Trusoni
AF3/16X11/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/16 - 24 x 11/4,tornillo_allen,36.36,Trusoni
AF1/4X3/8,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 3/8,tornillo_allen,39.7,Trusoni
AF1/4X1/2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 1/2,tornillo_allen,55.56,Trusoni
AF1/4X5/8,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 5/8,tornillo_allen,39.7,Trusoni
AF1/4X3/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 3/4,tornillo_allen,41.03,Trusoni
AF1/4X1,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 1,tornillo_allen,52.88,Trusoni
AF1/4X11/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 11/4,tornillo_allen,40.83,Trusoni
AF1/4X11/2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 11/2,tornillo_allen,41.51,Trusoni
AF1/4X13/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 13/4,tornillo_allen,40.83,Trusoni
AF1/4X2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 2,tornillo_allen,26.67,Trusoni
AF5/16X1/2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 1/2,tornillo_allen,41.12,Trusoni
AF5/16X5/8,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 5/8,tornillo_allen,39.7,Trusoni
AF5/16X3/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 3/4,tornillo_allen,41.54,Trusoni
AF5/16X1,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 1,tornillo_allen,53.93,Trusoni
AF5/16X11/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 11/4,tornillo_allen,40.92,Trusoni
AF5/16X11/2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 11/2,tornillo_allen,40.92,Trusoni
AF5/16X13/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 13/4,tornillo_allen,40.92,Trusoni
AF5/16X2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 2,tornillo_allen,40.08,Trusoni
AF3/8X1/2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 1/2,tornillo_allen,28.89,Trusoni
AF3/8X5/8,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 5/8,tornillo_allen,28.89,Trusoni
