codigo,tipo,forma,diametro,paso,largo,grado,sistema,sistema_rosca,acabado,precio_granel,precio_fraccionado,proveedor,descripcion
107NC00000M0090,bulón,,1,,3 1/2,G5,imperial,UNC,,3527.071726686579,3738.6960302877737,efepe,Bulon G5 UNC. 5 1 3 1/2
107NC00000M0100,bulón,,5,,5 1 4,G5,imperial,UNC,,3703.425313020908,3925.6308318021615,efepe,Bulon G5 UNC. 5 1 4
107NC00000M0110,bulón,,1,,4 1/2,G5,imperial,UNC,,4185.273998789079,4436.390438716424,efepe,Bulon G5 UNC. 5 1 4 1/2
107NC00000M0125,bulón,,5,,5 1 5,G5,imperial,UNC,,4557.843699107723,4831.314321054187,efepe,Bulon G5 UNC. 5 1 5
107NC00000M0140,bulón,,1,,5 1/2,G5,imperial,UNC,,4930.413399426366,5226.238203391948,efepe,Bulon G5 UNC. 5 1 5 1/2
107NC00000M0155,bulón,,5,,5 1 6,G5,imperial,UNC,,5302.239447648566,5620.37381450748,efepe,Bulon G5 UNC. 5 1 6
107NC00000M0175,bulón,,5,,5 1 7,G5,imperial,UNC,,6052.807508589899,6415.975959105293,efepe,Bulon G5 UNC. 5 1 7
107NC00000M0200,bulón,,5,,5 1 8,G5,imperial,UNC,,5438.595496052613,5764.91122581577,efepe,Bulon G5 UNC. 5 1 8
107NC00000M0225,bulón,,5,,5 1 9,G5,imperial,UNC,,7543.681231541634,7996.302105434132,efepe,Bulon G5 UNC. 5 1 9
107NC00000M0250,bulón,,5,,5 1 10,G5,imperial,UNC,,6956.357929042134,7373.739404784662,efepe,Bulon G5 UNC. 5 1 10
107NC00000M0275,bulón,,5,,5 1 11,G5,imperial,UNC,,9831.721568125133,10421.62486221264,efepe,Bulon G5 UNC. 5 1 11
107NC00000M0300,bulón,,5,,5 1 12,G5,imperial,UNC,,10642.68948978209,11281.250859169017,efepe,Bulon G5 UNC. 5 1 12
107NC00000N0076,bulón,,5,,1 1/8,G5,imperial,UNC,,4989.052144998001,5288.395273697881,efepe,Bulon G5 UNC. 5 1 1/8 3
107NC00000N0100,bulón,,5,,1 1/8,G5,imperial,UNC,,6160.094109748799,6529.699756333727,efepe,Bulon G5 UNC. 5 1 1/8 4
107NC00000N0125,bulón,,5,,1 1/8,G5,imperial,UNC,,7335.2376568224,7775.351916231744,efepe,Bulon G5 UNC. 5 1 1/8 5
107NC00000N0155,bulón,,5,,1 1/8,G5,imperial,UNC,,8506.1991983904,9016.571150293825,efepe,Bulon G5 UNC. 5 1 1/8 6
107NC00000N0175,bulón,,5,,1 1/8,G5,imperial,UNC,,9685.6051741524,10266.741484601544,efepe,Bulon G5 UNC. 5 1 1/8 7
107NC00000N0200,bulón,,5,,1 1/8,G5,imperial,UNC,,10857.612217096796,11509.068950122604,efepe,Bulon G5 UNC. 5 1 1/8 8
107NC00000N0225,bulón,,5,,1 1/8,G5,imperial,UNC,,12029.699683224,12751.48166421744,efepe,Bulon G5 UNC. 5 1 1/8 9
107NC00000N0250,bulón,,5,,1 1/8,G5,imperial,UNC,,13201.7067261684,13993.809129738504,efepe,Bulon G5 UNC. 5 1 1/8 10
107NC00000N0275,bulón,,5,,1 1/8,G5,imperial,UNC,,14373.63334593,15236.0513466858,efepe,Bulon G5 UNC. 5 1 1/8 11
107NC00000N0300,bulón,,5,,1 1/8,G5,imperial,UNC,,15545.6403888744,16478.378812206865,efepe,Bulon G5 UNC. 5 1 1/8 12
107NC00000O0076,bulón,,5,,1 1/4,G5,imperial,UNC,,5806.955914074001,6155.373268918442,efepe,Bulon G5 UNC. 5 1 1/4 3
107NC00000O0100,bulón,,5,,1 1/4,G5,imperial,UNC,,7104.5035453692,7530.773758091352,efepe,Bulon G5 UNC. 5 1 1/4 4
107NC00000O0125,bulón,,5,,1 1/4,G5,imperial,UNC,,8405.750643073201,8910.095681657593,efepe,Bulon G5 UNC. 5 1 1/4 5
107NC00000O0155,bulón,,5,,1 1/4,G5,imperial,UNC,,10793.756209953604,11441.38158255082,efepe,Bulon G5 UNC. 5 1 1/4 6
107NC00000O0175,bulón,,5,,1 1/4,G5,imperial,UNC,,11018.1368899656,11679.225103363537,efepe,Bulon G5 UNC. 5 1 1/4 7
107NC00000O0200,bulón,,5,,1 1/4,G5,imperial,UNC,,12320.590335411602,13059.825755536298,efepe,Bulon G5 UNC. 5 1 1/4 8
107NC00000O0225,bulón,,5,,1 1/4,G5,imperial,UNC,,15148.189019476802,16057.08036064541,efepe,Bulon G5 UNC. 5 1 1/4 9
107NC00000O0250,bulón,,5,,1 1/4,G5,imperial,UNC,,16596.2888489736,17592.066179912017,efepe,Bulon G5 UNC. 5 1 1/4 10
107NC00000O0275,bulón,,5,,1 1/4,G5,imperial,UNC,,18043.9061393736,19126.54050773601,efepe,Bulon G5 UNC. 5 1 1/4 11
107NC00000O0300,bulón,,5,,1 1/4,G5,imperial,UNC,,19492.810200698405,20662.37881274031,efepe,Bulon G5 UNC. 5 1 1/4 12
107NC00000P0076,bulón,,5,,1 1/2,G5,imperial,UNC,,10153.9093675968,10763.143929652608,efepe,Bulon G5 UNC. 5 1 1/2 3
107NC00000P0100,bulón,,5,,1 1/2,G5,imperial,UNC,,12127.815966240005,12855.484924214405,efepe,Bulon G5 UNC. 5 1 1/2 4
107NC00000P0125,bulón,,5,,1 1/2,G5,imperial,UNC,,14214.6367135344,15067.514916346465,efepe,Bulon G5 UNC. 5 1 1/2 5
107NC00000P0155,bulón,,5,,1 1/2,G5,imperial,UNC,,14656.4816798376,15535.870580627858,efepe,Bulon G5 UNC. 5 1 1/2 6
107NC00000P0175,bulón,,5,,1 1/2,G5,imperial,UNC,,18404.443267866,19508.70986393796,efepe,Bulon G5 UNC. 5 1 1/2 7
107NC00000P0200,bulón,,5,,1 1/2,G5,imperial,UNC,,20493.1137483648,21722.70057326669,efepe,Bulon G5 UNC. 5 1 1/2 8
107NC00000P0225,bulón,,5,,1 1/2,G5,imperial,UNC,,22581.7038056808,23936.60603402165,efepe,Bulon G5 UNC. 5 1 1/2 9
107NC00000P0250,bulón,,5,,1 1/2,G5,imperial,UNC,,24670.4547093624,26150.681991924142,efepe,Bulon G5 UNC. 5 1 1/2 10
107NC00000P0275,bulón,,5,,1 1/2,G5,imperial,UNC,,26755.264877086804,28360.58076971201,efepe,Bulon G5 UNC. 5 1 1/2 11
107NC00000P0300,bulón,,5,,1 1/2,G5,imperial,UNC,,28847.7152471772,30578.57816200783,efepe,Bulon G5 UNC. 5 1 1/2 12
108NF00000D0012,bulón,,1/4,,1/2,G5,imperial,UNF,,45.89771956866573,48.65158274278567,efepe,Bulon G5 UNF. 5 1/4 1/2
108NF00000D0016,bulón,,1/4,,5/8,G5,imperial,UNF,,50.76954455081461,53.81571722386349,efepe,Bulon G5 UNF. 5 1/4 5/8
108NF00000D0019,bulón,,1/4,,3/4,G5,imperial,UNF,,44.649848608325854,47.328839524825405,efepe,Bulon G5 UNF. 5 1/4 3/4
108NF00000D0022,bulón,,1/4,,7/8,G5,imperial,UNF,,60.855076970000006,64.5063815882,efepe,Bulon G5 UNF. 5 1/4 7/8
108NF00000D0025,bulón,,1/4,,1,G5,imperial,UNF,,53.94905138126968,57.18599446414586,efepe,Bulon G5 UNF. 5 1/4 1
108NF00000D0032,bulón,,1/4,,1 1/4,G5,imperial,UNF,,64.479030991809,68.34777285131754,efepe,Bulon G5 UNF. 5 1/4 1 1/4
108NF00000D0038,bulón,,1/4,,1 1/2,G5,imperial,UNF,,75.35089305723595,79.8719466406701,efepe,Bulon G5 UNF. 5 1/4 1 1/2
108NF00000D0044,bulón,,1/4,,1 3/4,G5,imperial,UNF,,85.8808726677753,91.0337250278418,efepe,Bulon G5 UNF. 5 1/4 1 3/4
108NF00000D0050,bulón,,1/4,,2,G5,imperial,UNF,,96.75273473320227,102.55789881719444,efepe,Bulon G5 UNF. 5 1/4 2
108NF00000D0056,bulón,,1/4,,2 1/4,G5,imperial,UNF,,107.35109083471912,113.79215628480227,efepe,Bulon G5 UNF. 5 1/4 2 1/4
108NF00000D0063,bulón,,1/4,,2 1/2,G5,imperial,UNF,,118.15457640916856,125.24385099371868,efepe,Bulon G5 UNF. 5 1/4 2 1/2
108NF00000D0070,bulón,,1/4,,2 3/4,G5,imperial,UNF,,160.85569502463483,170.50703672611294,efepe,Bulon G5 UNF. 5 1/4 2 3/4
108NF00000D0076,bulón,,1/4,,3,G5,imperial,UNF,,139.48804159415732,147.85732408980675,efepe,Bulon G5 UNF. 5 1/4 3
108NF00000D0082,bulón,,1/4,,3 1/4,G5,imperial,UNF,,187.60799711959268,198.86447694676824,efepe,Bulon G5 UNF. 5 1/4 3 1/4
108NF00000D0090,bulón,,1/4,,3 1/2,G5,imperial,UNF,,160.95825976110115,170.61575534676723,efepe,Bulon G5 UNF. 5 1/4 3 1/2
108NF00000D0100,bulón,,1/4,,4,G5,imperial,UNF,,227.9501267963343,241.6271344041144,efepe,Bulon G5 UNF. 5 1/4 4
108NF00000D0110,bulón,,1/4,,4 1/2,G5,imperial,UNF,,203.76194311303377,215.9876596998158,efepe,Bulon G5 UNF. 5 1/4 4 1/2
108NF00000D0125,bulón,,1/4,,5,G5,imperial,UNF,,225.1637847890001,238.6736118763401,efepe,Bulon G5 UNF. 5 1/4 5
108NF00000D0140,bulón,,1/4,,5 1/2,G5,imperial,UNF,,308.2070330812079,326.6994550660804,efepe,Bulon G5 UNF. 5 1/4 5 1/2
108NF00000D0155,bulón,,1/4,,6,G5,imperial,UNF,,267.762338668,283.82807898808,efepe,Bulon G5 UNF. 5 1/4 6
108NF00000E0012,bulón,,5/16,,1/2,G5,imperial,UNF,,78.527505,83.23915530000001,efepe,Bulon G5 UNF. 5 5/16 1/2
108NF00000E0016,bulón,,5/16,,5/8,G5,imperial,UNF,,82.26691000000001,87.20292460000002,efepe,Bulon G5 UNF. 5 5/16 5/8
108NF00000E0019,bulón,,5/16,,3/4,G5,imperial,UNF,,86.006315,91.1666939,efepe,Bulon G5 UNF. 5 5/16 3/4
108NF00000E0022,bulón,,5/16,,7/8,G5,imperial,UNF,,77.779624,82.44640144,efepe,Bulon G5 UNF. 5 5/16 7/8
108NF00000E0025,bulón,,5/16,,1,G5,imperial,UNF,,104.70333999999998,110.98554039999998,efepe,Bulon G5 UNF. 5 5/16 1
108NF00000E0032,bulón,,5/16,,1 1/4,G5,imperial,UNF,,101.711816,107.81452496,efepe,Bulon G5 UNF. 5 5/16 1 1/4
108NF00000E0038,bulón,,5/16,,1 1/2,G5,imperial,UNF,,141.58434363400002,150.07940425204004,efepe,Bulon G5 UNF. 5 5/16 1 1/2
108NF00000E0044,bulón,,5/16,,1 3/4,G5,imperial,UNF,,128.91038998739393,136.64501338663757,efepe,Bulon G5 UNF. 5 5/16 1 3/4
108NF00000E0050,bulón,,5/16,,2,G5,imperial,UNF,,180.61182054325928,191.44852977585484,efepe,Bulon G5 UNF. 5 5/16 2
108NF00000E0056,bulón,,5/16,,2 1/4,G5,imperial,UNF,,159.8769769828798,169.46959560185255,efepe,Bulon G5 UNF. 5 5/16 2 1/4
108NF00000E0063,bulón,,5/16,,2 1/2,G5,imperial,UNF,,175.51989206307374,186.05108558685816,efepe,Bulon G5 UNF. 5 5/16 2 1/2
108NF00000E0070,bulón,,5/16,,2 3/4,G5,imperial,UNF,,238.6342657641827,252.9523217100337,efepe,Bulon G5 UNF. 5 5/16 2 3/4
108NF00000E0076,bulón,,5/16,,3,G5,imperial,UNF,,206.869570856442,219.2817451078285,efepe,Bulon G5 UNF. 5 5/16 3
108NF00000E0082,bulón,,5/16,,3 1/4,G5,imperial,UNF,,277.930528744,294.60636046864,efepe,Bulon G5 UNF. 5 5/16 3 1/4
108NF00000E0090,bulón,,5/16,,3 1/2,G5,imperial,UNF,,229.388294315688,243.15159197462924,efepe,Bulon G5 UNF. 5 5/16 3 1/2
108NF00000E0100,bulón,,5/16,,4,G5,imperial,UNF,,368.1875415185182,390.2787940096293,efepe,Bulon G5 UNF. 5 5/16 4
108NF00000E0110,bulón,,5/16,,4 1/2,G5,imperial,UNF,,329.1124361621111,348.8591823318378,efepe,Bulon G5 UNF. 5 5/16 4 1/2
108NF00000E0125,bulón,,5/16,,5,G5,imperial,UNF,,453.80644962935656,481.03483660711794,efepe,Bulon G5 UNF. 5 5/16 5
108NF00000F0019,bulón,,3/8,,3/4,G5,imperial,UNF,,128.41191558100002,136.11663051586,efepe,Bulon G5 UNF. 5 3/8 3/4
108NF00000F0022,bulón,,3/8,,7/8,G5,imperial,UNF,,139.57816910978264,147.9528592563696,efepe,Bulon G5 UNF. 5 3/8 7/8
108NF00000F0025,bulón,,3/8,,1,G5,imperial,UNF,,149.5762,158.550772,efepe,Bulon G5 UNF. 5 3/8 1
108NF00000F0032,bulón,,3/8,,1 1/4,G5,imperial,UNF,,175.86346926899998,186.41527742514,efepe,Bulon G5 UNF. 5 3/8 1 1/4
108NF00000F0038,bulón,,3/8,,1 1/2,G5,imperial,UNF,,209.988531418,222.58784330308,efepe,Bulon G5 UNF. 5 3/8 1 1/2
108NF00000F0044,bulón,,3/8,,1 3/4,G5,imperial,UNF,,191.10762358917285,202.5740810045232,efepe,Bulon G5 UNF. 5 3/8 1 3/4
108NF00000F0050,bulón,,3/8,,2,G5,imperial,UNF,,214.15874932106277,227.0082742803265,efepe,Bulon G5 UNF. 5 3/8 2
108NF00000F0056,bulón,,3/8,,2 1/4,G5,imperial,UNF,,237.40689322160125,251.6513068148973,efepe,Bulon G5 UNF. 5 3/8 2 1/4
108NF00000F0063,bulón,,3/8,,2 1/2,G5,imperial,UNF,,260.3266735077254,275.9462739181889,efepe,Bulon G5 UNF. 5 3/8 2 1/2
108NF00000F0070,bulón,,3/8,,2 3/4,G5,imperial,UNF,,354.4685217603299,375.7366330659497,efepe,Bulon G5 UNF. 5 3/8 2 3/4
108NF00000F0076,bulón,,3/8,,3,G5,imperial,UNF,,306.82296130880246,325.2323389873306,efepe,Bulon G5 UNF. 5 3/8 3
108NF00000F0082,bulón,,3/8,,3 1/4,G5,imperial,UNF,,412.1784269936584,436.9091326132779,efepe,Bulon G5 UNF. 5 3/8 3 1/4
108NF00000F0090,bulón,,3/8,,3 1/2,G5,imperial,UNF,,352.99088549546514,374.170338625193,efepe,Bulon G5 UNF. 5 3/8 3 1/2
108NF00000F0100,bulón,,3/8,,4,G5,imperial,UNF,,399.1588096821279,423.1083382630556,efepe,Bulon G5 UNF. 5 3/8 4
108NF00000F0110,bulón,,3/8,,4 1/2,G5,imperial,UNF,,445.32673386879054,472.046337900918,efepe,Bulon G5 UNF. 5 3/8 4 1/2
108NF00000F0125,bulón,,3/8,,5,G5,imperial,UNF,,537.4287382475516,569.6744625424046,efepe,Bulon G5 UNF. 5 3/8 5
108NF00000G0025,bulón,,7/16,,1,G5,imperial,UNF,,214.2036278388889,227.05584550922225,efepe,Bulon G5 UNF. 5 7/16 1
108NF00000G0032,bulón,,7/16,,1 1/4,G5,imperial,UNF,,244.575784025,259.2503310665,efepe,Bulon G5 UNF. 5 7/16 1 1/4
108NF00000G0038,bulón,,7/16,,1 1/2,G5,imperial,UNF,,283.7398801597222,300.7642729693055,efepe,Bulon G5 UNF. 5 7/16 1 1/2
108NF00000G0044,bulón,,7/16,,1 3/4,G5,imperial,UNF,,322.1047090263888,341.4309915679721,efepe,Bulon G5 UNF. 5 7/16 1 3/4
108NF00000G0050,bulón,,7/16,,2,G5,imperial,UNF,,360.4695378930557,382.0977101666391,efepe,Bulon G5 UNF. 5 7/16 2
108NF00000G0056,bulón,,7/16,,2 1/4,G5,imperial,UNF,,319.0674934077779,338.21154301224453,efepe,Bulon G5 UNF. 5 7/16 2 1/4
108NF00000G0063,bulón,,7/16,,2 1/2,G5,imperial,UNF,,437.1991956263889,463.4311473639723,efepe,Bulon G5 UNF. 5 7/16 2 1/2
108NF00000G0070,bulón,,7/16,,2 3/4,G5,imperial,UNF,,475.5640244930557,504.0978659626391,efepe,Bulon G5 UNF. 5 7/16 2 3/4
108NF00000G0076,bulón,,7/16,,3,G5,imperial,UNF,,490.307044195,519.7254668467,efepe,Bulon G5 UNF. 5 7/16 3
108NF00000G0082,bulón,,7/16,,3 1/4,G5,imperial,UNF,,528.4335639613297,560.1395777990094,efepe,Bulon G5 UNF. 5 7/16 3 1/4
108NF00000G0090,bulón,,7/16,,3 1/2,G5,imperial,UNF,,450.8079697170825,477.8564479001074,efepe,Bulon G5 UNF. 5 7/16 3 1/2
108NF00000G0100,bulón,,7/16,,4,G5,imperial,UNF,,666.170513464,706.14074427184,efepe,Bulon G5 UNF. 5 7/16 4
108NF00000G0110,bulón,,7/16,,4 1/2,G5,imperial,UNF,,837.4002696941927,887.6442858758443,efepe,Bulon G5 UNF. 5 7/16 4 1/2
108NF00000G0125,bulón,,7/16,,5,G5,imperial,UNF,,737.7020682390685,781.9641923334126,efepe,Bulon G5 UNF. 5 7/16 5
108NF00000G0140,bulón,,7/16,,5 1/2,G5,imperial,UNF,,1008.4704641247532,1068.9786919722385,efepe,Bulon G5 UNF. 5 7/16 5 1/2
108NF00000H0019,bulón,,1/2,,3/4,G5,imperial,UNF,,293.0981194643334,310.6840066321934,efepe,Bulon G5 UNF. 5 1/2 3/4
108NF00000H0022,bulón,,1/2,,7/8,G5,imperial,UNF,,319.1051926666667,338.2515042266667,efepe,Bulon G5 UNF. 5 1/2 7/8
108NF00000H0025,bulón,,1/2,,1,G5,imperial,UNF,,333.6244789330001,353.6419476689801,efepe,Bulon G5 UNF. 5 1/2 1
108NF00000H0032,bulón,,1/2,,1 1/4,G5,imperial,UNF,,374.1508384016667,396.5998887057667,efepe,Bulon G5 UNF. 5 1/2 1 1/4
108NF00000H0038,bulón,,1/2,,1 1/2,G5,imperial,UNF,,354.654144772,375.93339345832,efepe,Bulon G5 UNF. 5 1/2 1 1/2
108NF00000H0044,bulón,,1/2,,1 3/4,G5,imperial,UNF,,396.81865694291497,420.6277763594898,efepe,Bulon G5 UNF. 5 1/2 1 3/4
108NF00000H0050,bulón,,1/2,,2,G5,imperial,UNF,,439.2349985860001,465.5890985011601,efepe,Bulon G5 UNF. 5 1/2 2
108NF00000H0056,bulón,,1/2,,2 1/4,G5,imperial,UNF,,385.12340582625,408.230810175825,efepe,Bulon G5 UNF. 5 1/2 2 1/4
108NF00000H0063,bulón,,1/2,,2 1/2,G5,imperial,UNF,,619.181150234,656.3320192480401,efepe,Bulon G5 UNF. 5 1/2 2 1/2
108NF00000H0070,bulón,,1/2,,2 3/4,G5,imperial,UNF,,534.852523021355,566.9436744026362,efepe,Bulon G5 UNF. 5 1/2 2 3/4
108NF00000H0076,bulón,,1/2,,3,G5,imperial,UNF,,644.6016254240002,683.2777229494402,efepe,Bulon G5 UNF. 5 1/2 3
108NF00000H0082,bulón,,1/2,,3 1/4,G5,imperial,UNF,,651.04048738717,690.1029166304002,efepe,Bulon G5 UNF. 5 1/2 3 1/4
108NF00000H0090,bulón,,1/2,,3 1/2,G5,imperial,UNF,,734.0302638013586,778.0720796294402,efepe,Bulon G5 UNF. 5 1/2 3 1/2
108NF00000H0100,bulón,,1/2,,4,G5,imperial,UNF,,878.0078067140001,930.68827511684,efepe,Bulon G5 UNF. 5 1/2 4
108NF00000H0110,bulón,,1/2,,4 1/2,G5,imperial,UNF,,1029.4283905007644,1091.1940939308104,efepe,Bulon G5 UNF. 5 1/2 4 1/2
108NF00000H0125,bulón,,1/2,,5,G5,imperial,UNF,,904.1557421970692,958.4050867288936,efepe,Bulon G5 UNF. 5 1/2 5
108NF00000H0140,bulón,,1/2,,5 1/2,G5,imperial,UNF,,1047.435875665842,1110.2820282057924,efepe,Bulon G5 UNF. 5 1/2 5 1/2
108NF00000H0155,bulón,,1/2,,6,G5,imperial,UNF,,1133.1788255402555,1201.169555072671,efepe,Bulon G5 UNF. 5 1/2 6
108NF00000H0175,bulón,,1/2,,7,G5,imperial,UNF,,1584.1009989297995,1679.1470588655875,efepe,Bulon G5 UNF. 5 1/2 7
108NF00000H0200,bulón,,1/2,,8,G5,imperial,UNF,,1401.0398009479252,1485.1021890048007,efepe,Bulon G5 UNF. 5 1/2 8
108NF00000I0025,bulón,,9/16,,1,G5,imperial,UNF,,345.487367355,366.2166093963,efepe,Bulon G5 UNF. 5 9/16 1
108NF00000I0032,bulón,,9/16,,1 1/4,G5,imperial,UNF,,312.30496484067805,331.0432627311187,efepe,Bulon G5 UNF. 5 9/16 1 1/4
108NF00000I0038,bulón,,9/16,,1 1/2,G5,imperial,UNF,,435.2750447466951,461.3915474314968,efepe,Bulon G5 UNF. 5 9/16 1 1/2
108NF00000I0044,bulón,,9/16,,1 3/4,G5,imperial,UNF,,533.1366933029999,565.1248949011799,efepe,Bulon G5 UNF. 5 9/16 1 3/4
108NF00000I0050,bulón,,9/16,,2,G5,imperial,UNF,,540.3776771450001,572.8003377737001,efepe,Bulon G5 UNF. 5 9/16 2
108NF00000I0056,bulón,,9/16,,2 1/4,G5,imperial,UNF,,591.8732579585765,627.385653436091,efepe,Bulon G5 UNF. 5 9/16 2 1/4
108NF00000I0063,bulón,,9/16,,2 1/2,G5,imperial,UNF,,647.5288316580001,686.3805615574801,efepe,Bulon G5 UNF. 5 9/16 2 1/2
108NF00000I0070,bulón,,9/16,,2 3/4,G5,imperial,UNF,,829.4778086240002,879.2464771414402,efepe,Bulon G5 UNF. 5 9/16 2 3/4
108NF00000I0076,bulón,,9/16,,3,G5,imperial,UNF,,852.433268038,903.57926412028,efepe,Bulon G5 UNF. 5 9/16 3
108NF00000I0090,bulón,,9/16,,3 1/2,G5,imperial,UNF,,937.964093414494,994.2419390193636,efepe,Bulon G5 UNF. 5 9/16 3 1/2
108NF00000I0100,bulón,,9/16,,4,G5,imperial,UNF,,1125.5107969730002,1193.0414447913802,efepe,Bulon G5 UNF. 5 9/16 4
108NF00000I0110,bulón,,9/16,,4 1/2,G5,imperial,UNF,,1141.302304288,1209.78044254528,efepe,Bulon G5 UNF. 5 9/16 4 1/2
108NF00000I0125,bulón,,9/16,,5,G5,imperial,UNF,,1296.5982981759998,1374.3941960665595,efepe,Bulon G5 UNF. 5 9/16 5
108NF00000I0140,bulón,,9/16,,5 1/2,G5,imperial,UNF,,1131.7914985445177,1199.6989884571883,efepe,Bulon G5 UNF. 5 9/16 5 1/2
108NF00000I0155,bulón,,9/16,,6,G5,imperial,UNF,,1225.7136531732117,1299.2564723636042,efepe,Bulon G5 UNF. 5 9/16 6
108NF00000J0025,bulón,,5/8,,1,G5,imperial,UNF,,548.6200736459999,581.5372780647599,efepe,Bulon G5 UNF. 5 5/8 1
108NF00000J0032,bulón,,5/8,,1 1/4,G5,imperial,UNF,,489.9304843722418,519.3263134345764,efepe,Bulon G5 UNF. 5 5/8 1 1/4
108NF00000J0038,bulón,,5/8,,1 1/2,G5,imperial,UNF,,676.6468305120002,717.2456403427202,efepe,Bulon G5 UNF. 5 5/8 1 1/2
108NF00000J0044,bulón,,5/8,,1 3/4,G5,imperial,UNF,,632.199514801,670.1314856890599,efepe,Bulon G5 UNF. 5 5/8 1 3/4
108NF00000J0050,bulón,,5/8,,2,G5,imperial,UNF,,698.3697820379999,740.2719689602799,efepe,Bulon G5 UNF. 5 5/8 2
108NF00000J0056,bulón,,5/8,,2 1/4,G5,imperial,UNF,,611.0566904479351,647.7200918748113,efepe,Bulon G5 UNF. 5 5/8 2 1/4
108NF00000J0063,bulón,,5/8,,2 1/2,G5,imperial,UNF,,938.1695979970002,994.4597738768202,efepe,Bulon G5 UNF. 5 5/8 2 1/2
108NF00000J0070,bulón,,5/8,,2 3/4,G5,imperial,UNF,,1012.9180700325336,1073.6931542344855,efepe,Bulon G5 UNF. 5 5/8 2 3/4
108NF00000J0076,bulón,,5/8,,3,G5,imperial,UNF,,1137.6047806240003,1205.8610674614404,efepe,Bulon G5 UNF. 5 5/8 3
108NF00000J0082,bulón,,5/8,,3 1/4,G5,imperial,UNF,,972.30468761446,1030.6429688713276,efepe,Bulon G5 UNF. 5 5/8 3 1/4
108NF00000J0090,bulón,,5/8,,3 1/2,G5,imperial,UNF,,1034.8446320790283,1096.9353100037702,efepe,Bulon G5 UNF. 5 5/8 3 1/2
108NF00000J0100,bulón,,5/8,,4,G5,imperial,UNF,,1449.5067995735717,1536.4772075479857,efepe,Bulon G5 UNF. 5 5/8 4
108NF00000J0110,bulón,,5/8,,4 1/2,G5,imperial,UNF,,1706.6227820651527,1809.020148989062,efepe,Bulon G5 UNF. 5 5/8 4 1/2
108NF00000J0125,bulón,,5/8,,5,G5,imperial,UNF,,1871.943915946278,1984.2605509030543,efepe,Bulon G5 UNF. 5 5/8 5
108NF00000J0140,bulón,,5/8,,5 1/2,G5,imperial,UNF,,1728.746376406,1832.47115899036,efepe,Bulon G5 UNF. 5 5/8 5 1/2
108NF00000J0155,bulón,,5/8,,6,G5,imperial,UNF,,1920.555416476,2035.78874146456,efepe,Bulon G5 UNF. 5 5/8 6
108NF00000J0175,bulón,,5/8,,7,G5,imperial,UNF,,2545.89910615,2698.653052519,efepe,Bulon G5 UNF. 5 5/8 7
108NF00000J0200,bulón,,5/8,,8,G5,imperial,UNF,,2070.81820507477,2195.067297379256,efepe,Bulon G5 UNF. 5 5/8 8
108NF00000J0225,bulón,,5/8,,9,G5,imperial,UNF,,2310.545577291943,2449.17831192946,efepe,Bulon G5 UNF. 5 5/8 9
108NF00000J0250,bulón,,5/8,,10,G5,imperial,UNF,,3427.9125635000005,3633.58731731,efepe,Bulon G5 UNF. 5 5/8 10
108NF00000K0038,bulón,,3/4,,1 1/2,G5,imperial,UNF,,907.742059512,962.20658308272,efepe,Bulon G5 UNF. 5 3/4 1 1/2
108NF00000K0044,bulón,,3/4,,1 3/4,G5,imperial,UNF,,987.315850031,1046.5548010328598,efepe,Bulon G5 UNF. 5 3/4 1 3/4
108NF00000K0050,bulón,,3/4,,2,G5,imperial,UNF,,1177.1990965260002,1247.83104231756,efepe,Bulon G5 UNF. 5 3/4 2
108NF00000K0056,bulón,,3/4,,2 1/4,G5,imperial,UNF,,1025.1165013815869,1086.623491464482,efepe,Bulon G5 UNF. 5 3/4 2 1/4
108NF00000K0063,bulón,,3/4,,2 1/2,G5,imperial,UNF,,1348.748788187,1429.67371547822,efepe,Bulon G5 UNF. 5 3/4 2 1/2
108NF00000K0070,bulón,,3/4,,2 3/4,G5,imperial,UNF,,1160.13975764693,1229.7481431057456,efepe,Bulon G5 UNF. 5 3/4 2 3/4
108NF00000K0076,bulón,,3/4,,3,G5,imperial,UNF,,1551.6006059303252,1644.6966422861449,efepe,Bulon G5 UNF. 5 3/4 3
108NF00000K0082,bulón,,3/4,,3 1/4,G5,imperial,UNF,,1656.623178237153,1756.0205689313825,efepe,Bulon G5 UNF. 5 3/4 3 1/4
108NF00000K0090,bulón,,3/4,,3 1/2,G5,imperial,UNF,,1403.56193893892,1487.775655275255,efepe,Bulon G5 UNF. 5 3/4 3 1/2
108NF00000K0100,bulón,,3/4,,4,G5,imperial,UNF,,1566.4188592832063,1660.4039908401987,efepe,Bulon G5 UNF. 5 3/4 4
108NF00000K0110,bulón,,3/4,,4 1/2,G5,imperial,UNF,,2147.490931354,2276.34038723524,efepe,Bulon G5 UNF. 5 3/4 4 1/2
108NF00000K0125,bulón,,3/4,,5,G5,imperial,UNF,,1879.2690280770296,1992.025169761652,efepe,Bulon G5 UNF. 5 3/4 5
108NF00000K0140,bulón,,3/4,,5 1/2,G5,imperial,UNF,,2544.962621711132,2697.6603790138,efepe,Bulon G5 UNF. 5 3/4 5 1/2
108NF00000K0155,bulón,,3/4,,6,G5,imperial,UNF,,2597.6644374460006,2753.5243036927604,efepe,Bulon G5 UNF. 5 3/4 6
