codigo,tipo,forma,diametro,paso,largo,grado,sistema,sistema_rosca,acabado,descripcion
VR1010MA16Z,varilla,,,1010,,,imperial,NC,zinc,VARILLA ROSCADA 1010 M16-2 ZINC
VR1010MA18Z,varilla,,,1010,,,imperial,NC,zinc,"VARILLA ROSCADA 1010 M18-2,5 ZINC"
VR1010MA20Z,varilla,,,1010,,,imperial,NC,zinc,"VARILLA ROSCADA 1010 M20-2,5 ZINC"
VR1010MA22Z,varilla,,,1010,,,imperial,NC,zinc,"VARILLA ROSCADA 1010 M22-2,5 ZINC"
VR1010MA24Z,varilla,,,1010,,,imperial,NC,zinc,VARILLA ROSCADA 1010 M24-3 ZINC
VR1010MA27Z,varilla,,,1010,,,imperial,NC,zinc,VARILLA ROSCADA 1010 M27-3 ZINC
VR1010MA30Z,varilla,,,1010,,,imperial,NC,zinc,"VARILLA ROSCADA 1010 M30-3,5 ZINC"
TIHG2NC047025Z,tirafondo,,3/16,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 3/16-UNC-1 ZINC
TIHG2NC047032Z,tirafondo,,3/16,1,1/4,G2,imperial,UNC,zinc,"TIRAFONDO G2 3/16-UNC-1,1/4 ZINC"
TIHG2NC047038Z,tirafondo,,3/16,1,1/2,G2,imperial,UNC,zinc,"TIRAFONDO G2 3/16-UNC-1,1/2 ZINC"
TIHG2NC047044Z,tirafondo,,3/16,1,3/4,G2,imperial,UNC,zinc,"TIRAFONDO G2 3/16-UNC-1,3/4 ZINC"
TIHG2NC047050Z,tirafondo,,3/16,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 3/16-UNC-2 ZINC
TIHG2NC047056Z,tirafondo,,3/16,2,1/4,G2,imperial,UNC,zinc,"TIRAFONDO G2 3/16-UNC-2,1/4 ZINC"
TIHG2NC047060Z,tirafondo,,3/16,2,3/8,G2,imperial,UNC,zinc,"TIRAFONDO G2 3/16-UNC-2,3/8 ZINC"
TIHG2NC047063Z,tirafondo,,3/16,2,1/2,G2,imperial,UNC,zinc,"TIRAFONDO G2 3/16-UNC-2,1/2 ZINC"
TIHG2NC047070Z,tirafondo,,3/16,2,3/4,G2,imperial,UNC,zinc,"TIRAFONDO G2 3/16-UNC-2,3/4 ZINC"
TIHG2NC047076Z,tirafondo,,3/16,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 3/16-UNC-3 ZINC
TIHG2NC065025Z,tirafondo,,1/4,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 1/4-UNC-1 ZINC
TIHG2NC065032Z,tirafondo,,1/4,1,1/4,G2,imperial,UNC,zinc,"TIRAFONDO G2 1/4-UNC-1,1/4 ZINC"
TIHG2NC065038Z,tirafondo,,1/4,1,1/2,G2,imperial,UNC,zinc,"TIRAFONDO G2 1/4-UNC-1,1/2 ZINC"
TIHG2NC065044Z,tirafondo,,1/4,1,3/4,G2,imperial,UNC,zinc,"TIRAFONDO G2 1/4-UNC-1,3/4 ZINC"
TIHG2NC065050Z,tirafondo,,1/4,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 1/4-UNC-2 ZINC
TIHG2NC065056Z,tirafondo,,1/4,2,1/4,G2,imperial,UNC,zinc,"TIRAFONDO G2 1/4-UNC-2,1/4 ZINC"
TIHG2NC065060Z,tirafondo,,1/4,2,3/8,G2,imperial,UNC,zinc,"TIRAFONDO G2 1/4-UNC-2,3/8 ZINC"
TIHG2NC065063Z,tirafondo,,1/4,2,1/2,G2,imperial,UNC,zinc,"TIRAFONDO G2 1/4-UNC-2,1/2 ZINC"
TIHG2NC065070Z,tirafondo,,1/4,2,3/4,G2,imperial,UNC,zinc,"TIRAFONDO G2 1/4-UNC-2,3/4 ZINC"
TIHG2NC065076Z,tirafondo,,1/4,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 1/4-UNC-3 ZINC
TIHG2NC065082Z,tirafondo,,1/4,3,1/4,G2,imperial,UNC,zinc,"TIRAFONDO G2 1/4-UNC-3,1/4 ZINC"
TIHG2NC065090Z,tirafondo,,1/4,3,1/2,G2,imperial,UNC,zinc,"TIRAFONDO G2 1/4-UNC-3,1/2 ZINC"
TIHG2NC065100Z,tirafondo,,1/4,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 1/4-UNC-4 ZINC
TIHG2NC065110Z,tirafondo,,1/4,4,1/2,G2,imperial,UNC,zinc,"TIRAFONDO G2 1/4-UNC-4,1/2 ZINC"
TIHG2NC065125Z,tirafondo,,1/4,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 1/4-UNC-5 ZINC
TIHG2NC065140Z,tirafondo,,1/4,5,1/2,G2,imperial,UNC,zinc,"TIRAFONDO G2 1/4-UNC-5,1/2 ZINC"
TIHG2NC065155Z,tirafondo,,1/4,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 1/4-UNC-6 ZINC
TIHG2NC079025Z,tirafondo,,5/16,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 5/16-UNC-1 ZINC
TIHG2NC079032Z,tirafondo,,5/16,1,1/4,G2,imperial,UNC,zinc,"TIRAFONDO G2 5/16-UNC-1,1/4 ZINC"
TIHG2NC079038Z,tirafondo,,5/16,1,1/2,G2,imperial,UNC,zinc,"TIRAFONDO G2 5/16-UNC-1,1/2 ZINC"
TIHG2NC079044Z,tirafondo,,5/16,1,3/4,G2,imperial,UNC,zinc,"TIRAFONDO G2 5/16-UNC-1,3/4 ZINC"
TIHG2NC079050Z,tirafondo,,5/16,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 5/16-UNC-2 ZINC
TIHG2NC079056Z,tirafondo,,5/16,2,1/4,G2,imperial,UNC,zinc,"TIRAFONDO G2 5/16-UNC-2,1/4 ZINC"
TIHG2NC079063Z,tirafondo,,5/16,2,1/2,G2,imperial,UNC,zinc,"TIRAFONDO G2 5/16-UNC-2,1/2 ZINC"
TIHG2NC079070Z,tirafondo,,5/16,2,3/4,G2,imperial,UNC,zinc,"TIRAFONDO G2 5/16-UNC-2,3/4 ZINC"
TIHG2NC079076Z,tirafondo,,5/16,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 5/16-UNC-3 ZINC
TIHG2NC079082Z,tirafondo,,5/16,3,1/4,G2,imperial,UNC,zinc,"TIRAFONDO G2 5/16-UNC-3,1/4 ZINC"
TIHG2NC079090Z,tirafondo,,5/16,3,1/2,G2,imperial,UNC,zinc,"TIRAFONDO G2 5/16-UNC-3,1/2 ZINC"
TIHG2NC079100Z,tirafondo,,5/16,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 5/16-UNC-4 ZINC
TIHG2NC079110Z,tirafondo,,5/16,4,1/2,G2,imperial,UNC,zinc,"TIRAFONDO G2 5/16-UNC-4,1/2 ZINC"
TIHG2NC079125Z,tirafondo,,5/16,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 5/16-UNC-5 ZINC
TIHG2NC079140Z,tirafondo,,5/16,5,1/2,G2,imperial,UNC,zinc,"TIRAFONDO G2 5/16-UNC-5,1/2 ZINC"
TIHG2NC079155Z,tirafondo,,5/16,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 5/16-UNC-6 ZINC
TIHG2NC095032Z,tirafondo,,3/8,1,1/4,G2,imperial,UNC,zinc,TIRAFONDO G2 3/8-UNC-1 1/4 ZINC
TIHG2NC095038Z,tirafondo,,3/8,1,1/2,G2,imperial,UNC,zinc,"TIRAFONDO G2 3/8-UNC-1,1/2 ZINC"
TIHG2NC095044Z,tirafondo,,3/8,1,3/4,G2,imperial,UNC,zinc,"TIRAFONDO G2 3/8-UNC-1,3/4 ZINC"
TIHG2NC095050Z,tirafondo,,3/8,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 3/8-UNC-2 ZINC
TIHG2NC095056Z,tirafondo,,3/8,2,1/4,G2,imperial,UNC,zinc,"TIRAFONDO G2 3/8-UNC-2,1/4 ZINC"
TIHG2NC095063Z,tirafondo,,3/8,2,1/2,G2,imperial,UNC,zinc,"TIRAFONDO G2 3/8-UNC-2,1/2 ZINC"
TIHG2NC095070Z,tirafondo,,3/8,2,3/4,G2,imperial,UNC,zinc,"TIRAFONDO G2 3/8-UNC-2,3/4 ZINC"
TIHG2NC095076Z,tirafondo,,3/8,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 3/8-UNC-3 ZINC
TIHG2NC095082Z,tirafondo,,3/8,3,1/4,G2,imperial,UNC,zinc,"TIRAFONDO G2 3/8-UNC-3,1/4 ZINC"
TIHG2NC095090Z,tirafondo,,3/8,3,1/2,G2,imperial,UNC,zinc,"TIRAFONDO G2 3/8-UNC-3,1/2 ZINC"
TIHG2NC095100Z,tirafondo,,3/8,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 3/8-UNC-4 ZINC
TIHG2NC095110Z,tirafondo,,3/8,4,1/2,G2,imperial,UNC,zinc,"TIRAFONDO G2 3/8-UNC-4,1/2 ZINC"
TIHG2NC095125Z,tirafondo,,3/8,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 3/8-UNC-5 ZINC
TIHG2NC095140Z,tirafondo,,3/8,5,1/2,G2,imperial,UNC,zinc,"TIRAFONDO G2 3/8-UNC-5,1/2 ZINC"
TIHG2NC095155Z,tirafondo,,3/8,2,,G2,imperial,UNC,zinc,TIRAFONDO G2 3/8-UNC-6 ZINC
APC079N,arandela,plana,5/16,5,,,imperial,,natural,ARANDELA PLANA COMUN 5/16 NAT
APC095N,arandela,plana,3/8,3,,,imperial,,natural,ARANDELA PLANA COMUN 3/8 NAT
APC110N,arandela,plana,7/16,7,,,imperial,,natural,ARANDELA PLANA COMUN 7/16 NAT
APC031Z,arandela,plana,1/8,1,,,imperial,NC,zinc,ARANDELA PLANA COMUN 1/8 ZINC
APC039Z,arandela,plana,5/32,5,,,imperial,NC,zinc,ARANDELA PLANA COMUN 5/32 ZINC
APC047Z,arandela,plana,3/16,3,,,imperial,NC,zinc,ARANDELA PLANA COMUN 3/16 ZINC
APC065Z,arandela,plana,1/4,1,,,imperial,NC,zinc,ARANDELA PLANA COMUN 1/4 ZINC
APC079Z,arandela,plana,5/16,5,,,imperial,NC,zinc,ARANDELA PLANA COMUN 5/16 ZINC
APC095Z,arandela,plana,3/8,3,,,imperial,NC,zinc,ARANDELA PLANA COMUN 3/8 ZINC
APC110Z,arandela,plana,7/16,7,,,imperial,NC,zinc,ARANDELA PLANA COMUN 7/16 ZINC
APC125Z,arandela,plana,1/2,1,,,imperial,NC,zinc,ARANDELA PLANA COMUN 1/2 ZINC
APC140Z,arandela,plana,9/16,9,,,imperial,NC,zinc,ARANDELA PLANA COMUN 9/16 ZINC
APC160Z,arandela,plana,5/8,5,,,imperial,NC,zinc,ARANDELA PLANA COMUN 5/8 ZINC
APC190Z,arandela,plana,3/4,3,,,imperial,NC,zinc,ARANDELA PLANA COMUN 3/4 ZINC
APC220Z,arandela,plana,7/8,7,,,imperial,NC,zinc,ARANDELA PLANA COMUN 7/8 ZINC
APC250Z,arandela,plana,,1,,,imperial,NC,zinc,ARANDELA PLANA COMUN 1 ZINC
APC281Z,arandela,plana,1/8,1,,,imperial,NC,zinc,ARANDELA PLANA COMUN 1 1/8 ZINC
APC315Z,arandela,plana,1/4,1,,,imperial,NC,zinc,ARANDELA PLANA COMUN 1 1/4 ZINC
APC345Z,arandela,plana,3/8,1,,,imperial,NC,zinc,ARANDELA PLANA COMUN 1 3/8 ZINC
APC375Z,arandela,plana,1/2,1,,,imperial,NC,zinc,ARANDELA PLANA COMUN 1 1/2 ZINC
APC440Z,arandela,plana,3/4,1,,,imperial,NC,zinc,ARANDELA PLANA COMUN 1 3/4 ZINC
APC500Z,arandela,plana,,2,,,imperial,NC,zinc,ARANDELA PLANA COMUN 2 ZINC
CONJ-P306,otro,,,,,,otro,,,CONJ-PEUGEOT 306
TUTHCG2MB12D,tornillo,hexagonal,M12,1.5,,G2,métrico,,dicro,"TCA .HEX.TORN CONTRAT. G2 M12-1,5 DICRO"
TUTHCG2MBI12D,tornillo,hexagonal,M12,1.5,,G2,métrico,,dicro,"TCA .HEX.TORN CONTRAT. G2 M12-1,5I DICRO"
TUTHCG2MB16D,tornillo,hexagonal,M16,1.5,,G2,métrico,,dicro,"TCA .HEX.TORN CONTRAT. G2 M16-1,5 DICRO"
BMG5MA10030N,bulón,,M10,1.5,,8.8,métrico,,,"BULON MOLETEADO (8,8) M10-1,5-35 NEGRO"
CONJ-R12INF,otro,,,12,,,imperial,NF,,CONJ-R-12 INFERIOR
CONJ-R12SUP,otro,,,,,,otro,,,CONJ-R-12 SUPERIOR
CONJ-R18IMF,otro,,,18,,,imperial,NF,,CONJ-R-18 INFERIOR
CONJ-R18SUP,otro,,,,,,otro,,,CONJ-R-18 SUPERIOR
CONJ-GOL,otro,,,,,,otro,,,CONJ-GOL MB
CONJ-R9,otro,,,,,,otro,,,CONJ-R-9
CONJ-R21,otro,,,,,,otro,,,CONJ-CONJUNTO RENAULT 21
CONJ-R11,otro,,,,,,otro,,,CONJ-R-11
CONJ-FIEST,otro,,,,,,otro,,,CONJ-FIESTA
CONJ-KA,otro,,,,,,otro,,,CONJ-FORD  KA
CONJ-MOND,otro,,,,,,otro,,,CONJ-FORD MONDEO
CONJ-PART,otro,,,,,,otro,,,CONJ-PEUGEOT PARTNER
CONJ-PALIO,otro,,,,,,otro,,,CONJ-PALIO
CONJ-SIERR,otro,,,,,,otro,,,CONJ-SIERRA
CONJ-GOLF,otro,,,,,,otro,,,CONJ-GOLF
CONJ-ORION,otro,,,,,,otro,,,CONJ-ORION
CONJ-R19,otro,,,,,,otro,,,CONJ-R19
CONJ-GACEL,otro,,,,,,otro,,,CONJ-GACEL
CONJ-TRAF,otro,,,,,,otro,,,CONJ-TRAFIC
CONJ-CHEV63/78,otro,,,,,,otro,,,CONJ-CHEVROLET 63-78
CONJ-FALCINF,otro,,,,,,imperial,NF,,CONJ-FORD FALCON INFERIOR
CONJ-FALCSUP,otro,,,,,,otro,,,CONJ-FORD FALCON SUPERIOR
CONJ-COR+98,otro,,,,,,otro,,,CONJ-CORSA DSP. AÑO 98
CONJ-DUCMV,otro,,,,,,otro,,,CONJ-CONJUNTO DUCATO MOD VIEJO
CONJ-DUCMN,otro,,,,,,otro,,,CONJ-CONJUNTO DUCATO MOD NUEVO
CONJ-BOXER,otro,,,,,,otro,,,CONJ-CONJUNTO BOXER
CONJ-GMC10,otro,,,,,,otro,,,CONJ-CONJUNTO CHEVRLET - GMC10
CONJ-ISUZU,otro,,,,,,otro,,,CONJ-CONJUNTO ISUZU
CONJ-TAUNSUP,otro,,,,,,otro,,,CONJ-CONJUNTO TAUNUS SUPERIOR
CONJ-TAUNINF,otro,,,,,,imperial,NF,,CONJ-CONJUNTO TAUNUS INFERIOR
CONJ-CLIOHEM,otro,,,,,,otro,,,CONJ-CONJUNTO ESTREMO CLIO HEMBRA
CONJ-ACF100,otro,,,,,,otro,,,CONJ-CONJUNTO ACOPLE F100
CONJ-R6INF,otro,,,6,,,imperial,NF,,CONJ-CONJUNTO R6 INFERIOR
CONJ-R6SUP,otro,,,,,,otro,,,CONJ-CONJUNTO R6 SUPERIOR
CONJ-TRANS,otro,,,,,,otro,,,CONJ-CONJUNTO TRANSIT
CONJ-06020X2,otro,,,,,,otro,,,CONJ-EMPAQUETADO M 6x20 (x2)
CONJ-06020X4,otro,,,,,,otro,,,CONJ-EMPAQUETADO M 6x20 (x4)
CONJ-07020X2,otro,,,,,,otro,,,CONJ-EMPAQUETADO M 7x20 (x2)
CONJ-07020X4,otro,,,,,,otro,,,CONJ-EMPAQUETADO M 7x20 (x4)
CONJ-07025X2,otro,,,,,,otro,,,CONJ-EMPAQUETADO M 7x25 (x2)
CONJ-07025X4,otro,,,,,,otro,,,CONJ-EMPAQUETADO M 7x25 (x4)
CONJ-08025X2,otro,,,,,,otro,,,CONJ-EMPAQUETADO M 8x25 (x2)
CONJ-08025X3,otro,,,,,,otro,,,CONJ-EMPAQUETADO M 8x25 (x3)
CONJ-08025X4,otro,,,,,,otro,,,CONJ-EMPAQUETADO M 8x25 (x4)
CONJ-08030X4,otro,,,,,,otro,,,CONJ-EMPAQUETADO M 8x30 (x4)
CONJ-10030X2,otro,,M10,30,,,métrico,,,CONJ-EMPAQUETADO M10x30 (x2)
CONJ-10030X3,otro,,M10,30,,,métrico,,,CONJ-EMPAQUETADO M10x30 (x3)
CONJ-10030X4,otro,,M10,30,,,métrico,,,CONJ-EMPAQUETADO M10x30 (x4)
CONJ-12030X2,otro,,M12,30,,,métrico,,,CONJ-EMPAQUETADO M12x30 (x2)
CONJ-12030X4,otro,,M12,30,,,métrico,,,CONJ-EMPAQUETADO M12x30 (x3)
BCRG2WH065025Z,bulón,,1/4,2,,G2,imperial,NC,zinc,BUL. C/RED. C/ CUAD. G2 1/4-WH- 1 ZINC
BCRG2WH065032Z,bulón,,1/4,1,1/4,G2,imperial,NC,zinc,"BUL. C/RED. C/ CUAD. G2 1/4-WH- 1,1/4 ZINC"
BCRG2WH065038Z,bulón,,1/4,1,1/2,G2,imperial,NC,zinc,"BUL. C/RED. C/ CUAD. G2 1/4-WH- 1,1/2 ZINC"
BCRG2WH065044Z,bulón,,1/4,1,3/4,G2,imperial,NC,zinc,"BUL. C/RED. C/ CUAD. G2 1/4-WH- 1,3/4 ZINC"
BCRG2WH065056Z,bulón,,1/4,2,1/4,G2,imperial,NC,zinc,"BUL. C/RED. C/ CUAD. G2 1/4-WH- 2,1/4 ZINC"
BCRG2WH079044Z,bulón,,5/16,1,3/4,G2,imperial,NC,zinc,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 1,3/4 ZINC"
BCRG2WH079050Z,bulón,,5/16,2,,G2,imperial,NC,zinc,BUL. C/RED. C/ CUAD. G2 5/16-WH- 2 ZINC
BCRG2WH079056Z,bulón,,5/16,2,1/4,G2,imperial,NC,zinc,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 2,1/4 ZINC"
BCRG2WH079063Z,bulón,,5/16,2,1/2,G2,imperial,NC,zinc,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 2,1/2 ZINC"
BCRG2WH079070Z,bulón,,5/16,2,3/4,G2,imperial,NC,zinc,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 2,3/4 ZINC"
BCRG2WH079076Z,bulón,,5/16,2,,G2,imperial,NC,zinc,BUL. C/RED. C/ CUAD. G2 5/16-WH- 3 ZINC
BCRG2WH079082Z,bulón,,5/16,3,1/4,G2,imperial,NC,zinc,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 3,1/4 ZINC"
BCRG2WH079090Z,bulón,,5/16,3,1/2,G2,imperial,NC,zinc,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 3,1/2 ZINC"
BCRG2WH095050Z,bulón,,3/8,2,,G2,imperial,NC,zinc,BUL. C/RED. C/ CUAD. G2 3/8-WH- 2 ZINC
BCRG2WH095056Z,bulón,,3/8,2,1/4,G2,imperial,NC,zinc,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 2,1/4 ZINC"
BCRG2WH095063Z,bulón,,3/8,2,1/2,G2,imperial,NC,zinc,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 2,1/2 ZINC"
BCRG2WH095070Z,bulón,,3/8,2,3/4,G2,imperial,NC,zinc,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 2,3/4 ZINC"
BCRG2WH095076Z,bulón,,3/8,2,,G2,imperial,NC,zinc,BUL. C/RED. C/ CUAD. G2 3/8-WH- 3 ZINC
BCRG2WH095082Z,bulón,,3/8,3,1/4,G2,imperial,NC,zinc,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 3,1/4 ZINC"
BCRG2WH095090Z,bulón,,3/8,3,1/2,G2,imperial,NC,zinc,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 3,1/2 ZINC"
BCRG2WH095110Z,bulón,,3/8,4,1/2,G2,imperial,NC,zinc,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 4,1/2 ZINC"
BCRG2WH095125Z,bulón,,3/8,2,,G2,imperial,NC,zinc,BUL. C/RED. C/ CUAD. G2 3/8-WH- 5 ZINC
BCRG2WH125076Z,bulón,,1/2,2,,G2,imperial,NC,zinc,BUL. C/RED. C/ CUAD. G2 1/2-WH- 3 ZINC
BCRG2WH125090Z,bulón,,1/2,3,1/2,G2,imperial,NC,zinc,"BUL. C/RED. C/ CUAD. G2 1/2-WH- 3,1/2 ZINC"
BCRG2WH125125Z,bulón,,1/2,2,,G2,imperial,NC,zinc,BUL. C/RED. C/ CUAD. G2 1/2-WH- 5 ZINC
BCRG2WH125155Z,bulón,,1/2,2,,G2,imperial,NC,zinc,BUL. C/RED. C/ CUAD. G2 1/2-WH- 6 ZINC
BCRG2WH125175Z,bulón,,1/2,2,,G2,imperial,NC,zinc,BUL. C/RED. C/ CUAD. G2 1/2-WH- 7 ZINC
FM04012D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 3 x 12 DICRO
FM04016D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 3 x 16 DICRO
FM04020D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 3 x 20 DICRO
FM04025D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 3 x 25 DICRO
FM04030D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 3 x 30 DICRO
FM05012D,tornillo,,,,,,otro,,dicro,"TOR. FIX. P/MAD.F 3,5 x 12 DICRO"
FM05016D,tornillo,,,,,,otro,,dicro,"TOR. FIX. P/MAD.F 3,5 x 16 DICRO"
FM05020D,tornillo,,,,,,otro,,dicro,"TOR. FIX. P/MAD.F 3,5 x 20 DICRO"
FM05025D,tornillo,,,,,,otro,,dicro,"TOR. FIX. P/MAD.F 3,5 x 25 DICRO"
FM05030D,tornillo,,,,,,otro,,dicro,"TOR. FIX. P/MAD.F 3,5 x 30 DICRO"
FM05035D,tornillo,,,,,,otro,,dicro,"TOR. FIX. P/MAD.F 3,5 x 35 DICRO"
FM05040D,tornillo,,,,,,otro,,dicro,"TOR. FIX. P/MAD.F 3,5 x 40 DICRO"
FM06012D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 4 x 12 DICRO
FM06016D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 4 x 16 DICRO
FM06020D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 4 x 20 DICRO
FM06025D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 4 x 25 DICRO
FM06030D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 4 x 30 DICRO
FM06035D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 4 x 35 DICRO
FM06040D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 4 x 40 DICRO
FM06045D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 4 x 45 DICRO
FM06050D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 4 x 50 DICRO
FM08020D,tornillo,,,,,,otro,,dicro,"TOR. FIX. P/MAD.F 4,5 x 20 DICRO"
FM08025D,tornillo,,,,,,otro,,dicro,"TOR. FIX. P/MAD.F 4,5 x 25 DICRO"
FM08030D,tornillo,,,,,,otro,,dicro,"TOR. FIX. P/MAD.F 4,5 x 30 DICRO"
FM08035D,tornillo,,,,,,otro,,dicro,"TOR. FIX. P/MAD.F 4,5 x 35 DICRO"
FM08040D,tornillo,,,,,,otro,,dicro,"TOR. FIX. P/MAD.F 4,5 x 40 DICRO"
FM08045D,tornillo,,,,,,otro,,dicro,"TOR. FIX. P/MAD.F 4,5 x 45 DICRO"
FM08050D,tornillo,,,,,,otro,,dicro,"TOR. FIX. P/MAD.F 4,5 x 50 DICRO"
FM08060D,tornillo,,,,,,otro,,dicro,"TOR. FIX. P/MAD.F 4,5 x 60 DICRO"
FM10025D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 5 x 25 DICRO
FM10030D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 5 x 30 DICRO
FM10035D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 5 x 35 DICRO
FM10040D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 5 x 40 DICRO
FM10045D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 5 x 45 DICRO
FM10050D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 5 x 50 DICRO
FM10060D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 5 x 60 DICRO
FM10070D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 5 x 70 DICRO
FM10080D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 5 x 80 DICRO
FM10090D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 5 x 90 DICRO
FM12040D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 6 x 40 DICRO
FM12050D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 6 x 50 DICRO
FM12060D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 6 x 60 DICRO
FM12070D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 6 x 70 DICRO
FM12080D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 6 x 80 DICRO
FM12090D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 6 x 90 DICRO
FM12100D,tornillo,,,,,,otro,,dicro,TOR. FIX. P/MAD.F 6 x 100 DICRO
EMBO,otro,,,,,,otro,,,EMBOLSADO
AP125B10D,arandela,plana,,,,,otro,,dicro,ARANDELA PLANA DIN125B10DICRO
AC08,arandela,,M8,,,,métrico,,,ARANDELA CONICA M8
PACG10MA08020N,prisionero,allen,M8,1.25,,G10,métrico,,,"PRIS. ALLEN C/CIL.G10 M8-1,25-20N"
BCRG5MA10025D,bulón,cuadrada,M10,1.5,,G5,métrico,,dicro,"BUL.C/RED.C/CUAD,G5 M10-1,5-25 DICRO"
BCRG5MA10040D,bulón,cuadrada,M10,1.5,,G5,métrico,,dicro,"BUL.C/RED.C/CUAD,G5 M10-1,5-40 DICRO"
BCRG5MA12030D,bulón,cuadrada,M12,1.75,,8.8,métrico,,dicro,"BUL.C/RED.C/CUAD. (8.8) M12X1,75-30 DICRO"
PCCG2NC065019N,prisionero,cuadrada,1/4,2,,G2,imperial,UNC,,PRIS.C/CUADRADA G2 1/4-UNC-3/4
PCCG2NC065025N,prisionero,cuadrada,1/4,2,,G2,imperial,UNC,,PRIS.C/CUADRADA G2 1/4XUNC-1
PCCG2NC795019N,prisionero,cuadrada,5/16,2,,G2,imperial,UNC,,PRIS.C/CUADRADA G2 5/16-UNC-3/4
PCCG2NC095019N,prisionero,cuadrada,3/8,2,,G2,imperial,UNC,,PRIS.C/CUADRADA G2 3/8-UNC-3/4
PCCG2NC095022N,prisionero,cuadrada,3/8,2,,G2,imperial,UNC,,PRIS.C/CUADRADA G2 3/8-UNC-7/8
PCCG2NC095025N,prisionero,cuadrada,3/8,2,,G2,imperial,UNC,,PRIS.C/CUADRADA G2 3/8-UNC-1
PCCG2NC095032N,prisionero,cuadrada,3/8,1,1/4,G2,imperial,UNC,,"PRIS.C/CUADRADA G2 3/8-UNC-1,1/4"
PCCG2NC125050N,prisionero,cuadrada,1/2,2,,G2,imperial,WH,,PRIS.C/CUADRADA G2 1/2-WHT-2
PCCG2NC0160038N,prisionero,cuadrada,5/8,1,1/2,G2,imperial,UNC,,"PRIS.C/CUADRADA G2 5/8-UNC-1,1/2"
