codigo,tipo,forma,diametro,paso,largo,grado,sistema,sistema_rosca,acabado,precio_unitario,proveedor,descripcion
HEX-G2--1--308--200--RT--3--1,bulón,hexagonal,3/8,,2,G2,imperial,UNC,natural,205.6537,borroni,BU HEX G2 UNC - 3/8 x 2 RT NAT
HEX-G2--1--308--212--RP--1--1,bulón,hexagonal,3/8,,2 1/2,G2,imperial,UNC,zinc,266.9414,borroni,BU HEX G2 UNC - 3/8 x 2 1/2 RP ZA
HEX-G2--1--308--212--RP--3--1,bulón,hexagonal,3/8,,2 1/2,G2,imperial,UNC,natural,251.9462,borroni,BU HEX G2 UNC - 3/8 x 2 1/2 RP NAT
HEX-G2--1--308--214--RP--1--1,bulón,hexagonal,3/8,,2 1/4,G2,imperial,UNC,zinc,245.9253,borroni,BU HEX G2 UNC - 3/8 x 2 1/4 RP ZA
HEX-G2--1--308--214--RP--2--1,bulón,hexagonal,3/8,,2 1/4,G2,imperial,UNC,,245.9253,borroni,BU HEX G2 UNC - 3/8 x 2 1/4 RP ZD
HEX-G2--1--308--214--RP--3--1,bulón,hexagonal,3/8,,2 1/4,G2,imperial,UNC,natural,232.107,borroni,BU HEX G2 UNC - 3/8 x 2 1/4 RP NAT
HEX-G2--1--308--234--RP--1--1,bulón,hexagonal,3/8,,2 3/4,G2,imperial,UNC,zinc,295.6645,borroni,BU HEX G2 UNC - 3/8 x 2 3/4 RP ZA
HEX-G2--1--308--234--RP--3--1,bulón,hexagonal,3/8,,2 3/4,G2,imperial,UNC,natural,279.0603,borroni,BU HEX G2 UNC - 3/8 x 2 3/4 RP NAT
HEX-G2--1--308--234--RT--1--1,bulón,hexagonal,3/8,,2 3/4,G2,imperial,UNC,zinc,295.6645,borroni,BU HEX G2 UNC - 3/8 x 2 3/4 RT ZA
HEX-G2--1--308--300--RP--1--1,bulón,hexagonal,3/8,,3,G2,imperial,UNC,zinc,315.2766,borroni,BU HEX G2 UNC - 3/8 x 3 RP ZA
HEX-G2--1--308--300--RP--3--1,bulón,hexagonal,3/8,,3,G2,imperial,UNC,natural,297.5726,borroni,BU HEX G2 UNC - 3/8 x 3 RP NAT
HEX-G2--1--308--304--RT--1--1,bulón,hexagonal,3/8,,3/4,G2,imperial,UNC,zinc,113.4877,borroni,BU HEX G2 UNC - 3/8 x 3/4 RT ZA
HEX-G2--1--308--304--RT--3--1,bulón,hexagonal,3/8,,3/4,G2,imperial,UNC,natural,107.2897,borroni,BU HEX G2 UNC - 3/8 x 3/4 RT NAT
HEX-G2--1--308--312--RP--1--1,bulón,hexagonal,3/8,,3 1/2,G2,imperial,UNC,zinc,360.1347,borroni,BU HEX G2 UNC - 3/8 x 3 1/2 RP ZA
HEX-G2--1--308--312--RP--3--1,bulón,hexagonal,3/8,,3 1/2,G2,imperial,UNC,natural,311.4583,borroni,BU HEX G2 UNC - 3/8 x 3 1/2 RP NAT
HEX-G2--1--308--312--RT--3--1,bulón,hexagonal,3/8,,3 1/2,G2,imperial,UNC,natural,311.4583,borroni,BU HEX G2 UNC - 3/8 x 3 1/2 RT NAT
HEX-G2--1--308--400--RP--1--1,bulón,hexagonal,3/8,,4,G2,imperial,UNC,zinc,421.7629,borroni,BU HEX G2 UNC - 3/8 x 4 RP ZA
HEX-G2--1--308--412--RP--1--1,bulón,hexagonal,3/8,,4 1/2,G2,imperial,UNC,zinc,469.4891,borroni,BU HEX G2 UNC - 3/8 x 4 1/2 RP ZA
HEX-G2--1--308--500--RP--1--1,bulón,hexagonal,3/8,,5,G2,imperial,UNC,zinc,518.454,borroni,BU HEX G2 UNC - 3/8 x 5 RP ZA
HEX-G2--1--308--508--RT--1--1,bulón,hexagonal,3/8,,5/8,G2,imperial,UNC,zinc,99.4494,borroni,BU HEX G2 UNC - 3/8 x 5/8 RT ZA
HEX-G2--1--308--508--RT--3--1,bulón,hexagonal,3/8,,5/8,G2,imperial,UNC,natural,94.0045,borroni,BU HEX G2 UNC - 3/8 x 5/8 RT NAT
HEX-G2--1--308--600--RP--1--1,bulón,hexagonal,3/8,,6,G2,imperial,UNC,zinc,615.1851,borroni,BU HEX G2 UNC - 3/8 x 6 RP ZA
HEX-G2--1--308--708--RT--1--1,bulón,hexagonal,3/8,,7/8,G2,imperial,UNC,zinc,117.9981,borroni,BU HEX G2 UNC - 3/8 x 7/8 RT ZA
HEX-G2--1--308--708--RT--3--1,bulón,hexagonal,3/8,,7/8,G2,imperial,UNC,natural,111.3593,borroni,BU HEX G2 UNC - 3/8 x 7/8 RT NAT
HEX-G2--1--508--100--RT--1--2,bulón,hexagonal,5/8,,1,G2,imperial,UNC,zinc,498.6212,borroni,BU HEX G2 UNC - 5/8 x 1  RT ZA
HEX-G2--1--508--104--RT--1--2,bulón,hexagonal,5/8,,1 1/4,G2,imperial,UNC,zinc,556.1107,borroni,BU HEX G2 UNC - 5/8 x 1 1/4  RT ZA
HEX-G2--1--508--112--RT--1--2,bulón,hexagonal,5/8,,1 1/2,G2,imperial,UNC,zinc,612.909,borroni,BU HEX G2 UNC - 5/8 x 1 1/2 RT ZA
HEX-G2--1--508--112--RT--3--2,bulón,hexagonal,5/8,,1 1/2,G2,imperial,UNC,natural,563.585,borroni,BU HEX G2 UNC - 5/8 x 1 1/2 RT NAT
HEX-G2--1--508--134--RT--1--2,bulón,hexagonal,5/8,,1 3/4,G2,imperial,UNC,zinc,671.9921,borroni,BU HEX G2 UNC - 5/8 x 1 3/4 RT ZA
HEX-G2--1--508--134--RT--3--2,bulón,hexagonal,5/8,,1 3/4,G2,imperial,UNC,natural,600.1935,borroni,BU HEX G2 UNC - 5/8 x 1 3/4 RT NAT
HEX-G2--1--508--200--RT--1--2,bulón,hexagonal,5/8,,2,G2,imperial,UNC,zinc,727.9941,borroni,BU HEX G2 UNC - 5/8 x 2 RT ZA
HEX-G2--1--508--200--RT--3--2,bulón,hexagonal,5/8,,2,G2,imperial,UNC,natural,721.1054,borroni,BU HEX G2 UNC - 5/8 x 2 RT NAT
HEX-G2--1--508--212--RP--1--2,bulón,hexagonal,5/8,,2 1/2,G2,imperial,UNC,zinc,936.7008,borroni,BU HEX G2 UNC - 5/8 x 2 1/2 RP ZA
HEX-G2--1--508--212--RP--3--2,bulón,hexagonal,5/8,,2 1/2,G2,imperial,UNC,natural,841.8821,borroni,BU HEX G2 UNC - 5/8 x 2 1/2 RP NAT
HEX-G2--1--508--214--RP--1--2,bulón,hexagonal,5/8,,2 1/4,G2,imperial,UNC,zinc,828.9988,borroni,BU HEX G2 UNC - 5/8 x 2 1/4 RP ZA
HEX-G2--1--508--214--RP--3--2,bulón,hexagonal,5/8,,2 1/4,G2,imperial,UNC,natural,785.8112,borroni,BU HEX G2 UNC - 5/8 x 2 1/4 RP NAT
HEX-G2--1--508--234--RP--1--2,bulón,hexagonal,5/8,,2 3/4,G2,imperial,UNC,zinc,969.8716,borroni,BU HEX G2 UNC - 5/8 x 2 3/4 RP ZA
HEX-G2--1--508--234--RP--3--2,bulón,hexagonal,5/8,,2 3/4,G2,imperial,UNC,natural,852.7426,borroni,BU HEX G2 UNC - 5/8 x 2 3/4 RP NAT
HEX-G2--1--508--300--RP--1--2,bulón,hexagonal,5/8,,3,G2,imperial,UNC,zinc,1040.0778,borroni,BU HEX G2 UNC - 5/8 x 3 RP ZA
HEX-G2--1--508--300--RP--3--2,bulón,hexagonal,5/8,,3,G2,imperial,UNC,natural,909.3229,borroni,BU HEX G2 UNC - 5/8 x 3 RP NAT
HEX-G2--1--508--312--RP--1--2,bulón,hexagonal,5/8,,3 1/2,G2,imperial,UNC,zinc,1180.0372,borroni,BU HEX G2 UNC - 5/8 x 3 1/2 RP ZA
HEX-G2--1--508--312--RP--3--2,bulón,hexagonal,5/8,,3 1/2,G2,imperial,UNC,natural,1069.9312,borroni,BU HEX G2 UNC - 5/8 x 3 1/2 RP NAT
HEX-G2--1--508--314--RP--1--2,bulón,hexagonal,5/8,,3 1/4,G2,imperial,UNC,zinc,1121.7001,borroni,BU HEX G2 UNC - 5/8 x 3 1/4 RP ZA
HEX-G2--1--508--314--RP--3--2,bulón,hexagonal,5/8,,3 1/4,G2,imperial,UNC,natural,1016.6522,borroni,BU HEX G2 UNC - 5/8 x 3 1/4 RP NAT
HEX-G2--1--508--400--RP--1--2,bulón,hexagonal,5/8,,4,G2,imperial,UNC,zinc,1327.7275,borroni,BU HEX G2 UNC - 5/8 x 4 RP ZA
HEX-G2--1--508--400--RP--3--2,bulón,hexagonal,5/8,,4,G2,imperial,UNC,natural,1144.2332,borroni,BU HEX G2 UNC - 5/8 x 4 RP NAT
HEX-G2--1--508--400--RT--3--2,bulón,hexagonal,5/8,,4,G2,imperial,UNC,natural,1144.2332,borroni,BU HEX G2 UNC - 5/8 x 4 RT NAT
HEX-G2--1--508--412--RP--1--2,bulón,hexagonal,5/8,,4 1/2,G2,imperial,UNC,zinc,1467.8101,borroni,BU HEX G2 UNC - 5/8 x 4 1/2 RP ZA
HEX-G2--1--508--412--RP--3--2,bulón,hexagonal,5/8,,4 1/2,G2,imperial,UNC,natural,1314.2731,borroni,BU HEX G2 UNC - 5/8 x 4 1/2 RP NAT
HEX-G2--1--508--500--RP--1--2,bulón,hexagonal,5/8,,5,G2,imperial,UNC,zinc,1609.4734,borroni,BU HEX G2 UNC - 5/8 x 5 RP ZA
HEX-G2--1--508--500--RP--3--2,bulón,hexagonal,5/8,,5,G2,imperial,UNC,natural,1417.1317,borroni,BU HEX G2 UNC - 5/8 x 5 RP NAT
HEX-G2--1--508--600--RP--1--2,bulón,hexagonal,5/8,,6,G2,imperial,UNC,zinc,1893.4931,borroni,BU HEX G2 UNC - 5/8 x 6 RP ZA
HEX-G2--1--516--100--RT--1--1,bulón,hexagonal,5/16,,1,G2,imperial,UNC,zinc,87.1598,borroni,BU HEX G2 UNC - 5/16 x 1 RT ZA
HEX-G2--1--516--100--RT--3--1,bulón,hexagonal,5/16,,1,G2,imperial,UNC,natural,82.2661,borroni,BU HEX G2 UNC - 5/16 x 1 RT NAT
HEX-G2--1--516--102--RT--1--1,bulón,hexagonal,5/16,,1/2,G2,imperial,UNC,zinc,64.4597,borroni,BU HEX G2 UNC - 5/16 x 1/2 RT ZA
HEX-G2--1--516--102--RT--3--2,bulón,hexagonal,5/16,,1/2,G2,imperial,UNC,natural,61.5356,borroni,BU HEX G2 UNC - 5/16 x 1/2 RT NAT
HEX-G2--1--516--112--RT--1--1,bulón,hexagonal,5/16,,1 1/2,G2,imperial,UNC,zinc,115.4684,borroni,BU HEX G2 UNC - 5/16 x 1 1/2 RT ZA
HEX-G2--1--516--112--RT--3--1,bulón,hexagonal,5/16,,1 1/2,G2,imperial,UNC,natural,108.9862,borroni,BU HEX G2 UNC - 5/16 x 1 1/2 RT NAT
HEX-G2--1--516--114--RT--1--1,bulón,hexagonal,5/16,,1 1/4,G2,imperial,UNC,zinc,101.1719,borroni,BU HEX G2 UNC - 5/16 x 1 1/4 RT ZA
HEX-G2--1--516--114--RT--3--1,bulón,hexagonal,5/16,,1 1/4,G2,imperial,UNC,natural,95.4926,borroni,BU HEX G2 UNC - 5/16 x 1 1/4 RT NAT
HEX-G2--1--516--134--RT--1--1,bulón,hexagonal,5/16,,1 3/4,G2,imperial,UNC,zinc,135.9235,borroni,BU HEX G2 UNC - 5/16 x 1 3/4 RT ZA
HEX-G2--1--516--134--RT--3--1,bulón,hexagonal,5/16,,1 3/4,G2,imperial,UNC,natural,128.2919,borroni,BU HEX G2 UNC - 5/16 x 1 3/4 RT NAT
HEX-G2--1--516--200--RP--3--1,bulón,hexagonal,5/16,,2,G2,imperial,UNC,natural,140.9926,borroni,BU HEX G2 UNC - 5/16 x 2 RP NAT
HEX-G2--1--516--200--RT--1--1,bulón,hexagonal,5/16,,2,G2,imperial,UNC,zinc,149.3741,borroni,BU HEX G2 UNC - 5/16 x 2 RT ZA
HEX-G2--1--516--200--RT--3--1,bulón,hexagonal,5/16,,2,G2,imperial,UNC,natural,140.9926,borroni,BU HEX G2 UNC - 5/16 x 2 RT NAT
HEX-G2--1--516--212--RP--1--1,bulón,hexagonal,5/16,,2 1/2,G2,imperial,UNC,zinc,184.132,borroni,BU HEX G2 UNC - 5/16 x 2 1/2 RP ZA
HEX-G2--1--516--212--RP--3--1,bulón,hexagonal,5/16,,2 1/2,G2,imperial,UNC,natural,173.7942,borroni,BU HEX G2 UNC - 5/16 x 2 1/2 RP NAT
HEX-G2--1--516--214--RP--1--1,bulón,hexagonal,5/16,,2 1/4,G2,imperial,UNC,zinc,166.1955,borroni,BU HEX G2 UNC - 5/16 x 2 1/4 RP ZA
HEX-G2--1--516--214--RP--3--1,bulón,hexagonal,5/16,,2 1/4,G2,imperial,UNC,natural,156.861,borroni,BU HEX G2 UNC - 5/16 x 2 1/4 RP NAT
HEX-G2--1--516--234--RP--3--1,bulón,hexagonal,5/16,,2 3/4,G2,imperial,UNC,natural,193.0635,borroni,BU HEX G2 UNC - 5/16 x 2 3/4 RP NAT
HEX-G2--1--516--234--RT--1--1,bulón,hexagonal,5/16,,2 3/4,G2,imperial,UNC,zinc,210.231,borroni,BU HEX G2 UNC - 5/16 x 2 3/4 RP ZA
HEX-G2--1--516--300--RP--1--1,bulón,hexagonal,5/16,,3,G2,imperial,UNC,zinc,225.5908,borroni,BU HEX G2 UNC - 5/16 x 3 RP ZA
HEX-G2--1--516--300--RP--3--2,bulón,hexagonal,5/16,,3,G2,imperial,UNC,natural,209.6102,borroni,BU HEX G2 UNC - 5/16 x 3 RP NAT
HEX-G2--1--516--304--RT--1--1,bulón,hexagonal,5/16,,3/4,G2,imperial,UNC,zinc,73.426,borroni,BU HEX G2 UNC - 5/16 x 3/4 RT ZA
HEX-G2--1--516--304--RT--3--1,bulón,hexagonal,5/16,,3/4,G2,imperial,UNC,natural,69.3096,borroni,BU HEX G2 UNC - 5/16 x 3/4 RT NAT
HEX-G2--1--516--312--RP--1--1,bulón,hexagonal,5/16,,3 1/2,G2,imperial,UNC,zinc,257.8469,borroni,BU HEX G2 UNC - 5/16 x 3 1/2 RP ZA
HEX-G2--1--516--400--RP--1--1,bulón,hexagonal,5/16,,4,G2,imperial,UNC,zinc,290.7759,borroni,BU HEX G2 UNC - 5/16 x 4 RP ZA
HEX-G2--1--516--412--RP--1--1,bulón,hexagonal,5/16,,4  1/2,G2,imperial,UNC,zinc,324.4122,borroni,BU HEX G2 UNC - 5/16 x 4  1/2RP ZA
HEX-G2--1--516--500--RP--1--1,bulón,hexagonal,5/16,,5,G2,imperial,UNC,zinc,358.0158,borroni,BU HEX G2 UNC - 5/16 x 5 RP ZA
HEX-G2--1--516--508--RT--1--1,bulón,hexagonal,5/16,,5/8,G2,imperial,UNC,zinc,66.2846,borroni,BU HEX G2 UNC - 5/16 x 5/8 RT ZA
HEX-G2--1--516--508--RT--2--1,bulón,hexagonal,5/16,,5/8,G2,imperial,UNC,,66.2846,borroni,BU HEX G2 UNC - 5/16 x 5/8 RT ZD
HEX-G2--1--516--508--RT--3--1,bulón,hexagonal,5/16,,5/8,G2,imperial,UNC,natural,62.5655,borroni,BU HEX G2 UNC - 5/16 x 5/8 RT NAT
HEX-G2--1--516--708--RT--1--1,bulón,hexagonal,5/16,,7/8,G2,imperial,UNC,zinc,79.1717,borroni,BU HEX G2 UNC - 5/16 x 7/8 RT ZA
HEX-G2--1--516--708--RT--3--1,bulón,hexagonal,5/16,,7/8,G2,imperial,UNC,natural,74.7181,borroni,BU HEX G2 UNC - 5/16 x 7/8 RT NAT
HEX-G2--1--708--112--RT--1--2,bulón,hexagonal,7/8,,1 1/2,G2,imperial,UNC,zinc,1530.4422,borroni,BU HEX G2 UNC - 7/8 x 1 1/2 RT ZA
HEX-G2--1--708--134--RT--1--2,bulón,hexagonal,7/8,,1 3/4,G2,imperial,UNC,zinc,1641.429,borroni,BU HEX G2 UNC - 7/8 x 1 3/4 RT ZA
HEX-G2--1--708--200--RT--1--2,bulón,hexagonal,7/8,,2,G2,imperial,UNC,zinc,1749.5409,borroni,BU HEX G2 UNC - 7/8 x 2 RT ZA
HEX-G2--1--708--212--RP--1--2,bulón,hexagonal,7/8,,2 1/2,G2,imperial,UNC,zinc,2075.0543,borroni,BU HEX G2 UNC - 7/8 x 2 1/2 RP ZA
HEX-G2--1--708--212--RP--3--2,bulón,hexagonal,7/8,,2 1/2,G2,imperial,UNC,natural,1890.7373,borroni,BU HEX G2 UNC - 7/8 x 2 1/2 RP NAT
HEX-G2--1--708--212--RT--3--2,bulón,hexagonal,7/8,,2 1/2,G2,imperial,UNC,natural,1890.7373,borroni,BU HEX G2 UNC - 7/8 x 2 1/2 RT NAT
HEX-G2--1--708--214--RP--1--2,bulón,hexagonal,7/8,,2 1/4,G2,imperial,UNC,zinc,2081.8484,borroni,BU HEX G2 UNC - 7/8 x 2 1/4 RP ZA
HEX-G2--1--708--214--RT--1--2,bulón,hexagonal,7/8,,2 1/4,G2,imperial,UNC,zinc,2081.8484,borroni,BU HEX G2 UNC - 7/8 x 2 1/4 RT ZA
HEX-G2--1--708--234--RP--1--2,bulón,hexagonal,7/8,,2 3/4,G2,imperial,UNC,zinc,2115.6462,borroni,BU HEX G2 UNC - 7/8 x 2 3/4 RP ZA
HEX-G2--1--708--234--RP--3--2,bulón,hexagonal,7/8,,2 3/4,G2,imperial,UNC,natural,1937.996,borroni,BU HEX G2 UNC - 7/8 x 2 3/4 RP NAT
HEX-G2--1--708--300--RP--1--2,bulón,hexagonal,7/8,,3,G2,imperial,UNC,zinc,2228.0577,borroni,BU HEX G2 UNC - 7/8 x 3 RP ZA
HEX-G2--1--708--300--RP--3--2,bulón,hexagonal,7/8,,3,G2,imperial,UNC,natural,1994.1695,borroni,BU HEX G2 UNC - 7/8 x 3 RP NAT
HEX-G2--1--708--312--RP--1--2,bulón,hexagonal,7/8,,3 1/2,G2,imperial,UNC,zinc,2661.813,borroni,BU HEX G2 UNC - 7/8 x 3 1/2 RP ZA
HEX-G2--1--708--312--RP--3--2,bulón,hexagonal,7/8,,3 1/2,G2,imperial,UNC,natural,2310.6136,borroni,BU HEX G2 UNC - 7/8 x 3 1/2 RP NAT
HEX-G2--1--708--314--RP--1--2,bulón,hexagonal,7/8,,3 1/4,G2,imperial,UNC,zinc,2514.9233,borroni,BU HEX G2 UNC - 7/8 x 3 1/4 RP ZA
HEX-G2--1--708--314--RP--3--2,bulón,hexagonal,7/8,,3 1/4,G2,imperial,UNC,natural,2183.3098,borroni,BU HEX G2 UNC - 7/8 x 3 1/4 RP NAT
HEX-G2--1--708--400--RP--1--2,bulón,hexagonal,7/8,,4,G2,imperial,UNC,zinc,2827.2001,borroni,BU HEX G2 UNC - 7/8 x 4 RP ZA
HEX-G2--1--708--400--RP--3--2,bulón,hexagonal,7/8,,4,G2,imperial,UNC,natural,2410.6282,borroni,BU HEX G2 UNC - 7/8 x 4 RP NAT
HEX-G2--1--708--412--RP--1--2,bulón,hexagonal,7/8,,4 1/2,G2,imperial,UNC,zinc,3099.4509,borroni,BU HEX G2 UNC - 7/8 x 4 1/2 RP ZA
HEX-G2--1--708--412--RP--3--2,bulón,hexagonal,7/8,,4 1/2,G2,imperial,UNC,natural,2676.3749,borroni,BU HEX G2 UNC - 7/8 x 4 1/2 RP NAT
HEX-G2--1--708--500--RP--1--2,bulón,hexagonal,7/8,,5,G2,imperial,UNC,zinc,3327.4488,borroni,BU HEX G2 UNC - 7/8 x 5 RP ZA
HEX-G2--1--708--500--RP--3--2,bulón,hexagonal,7/8,,5,G2,imperial,UNC,natural,2895.6308,borroni,BU HEX G2 UNC - 7/8 x 5 RP NAT
HEX-G2--1--716--100--RT--1--1,bulón,hexagonal,7/16,,1,G2,imperial,UNC,zinc,183.4097,borroni,BU HEX G2 UNC - 7/16 x 1 RT ZA
HEX-G2--1--716--100--RT--3--1,bulón,hexagonal,7/16,,1,G2,imperial,UNC,natural,173.3823,borroni,BU HEX G2 UNC - 7/16 x 1 RT NAT
HEX-G2--1--716--112--RT--1--1,bulón,hexagonal,7/16,,1 1/2,G2,imperial,UNC,zinc,252.1858,borroni,BU HEX G2 UNC - 7/16 x 1 1/2 RT ZA
HEX-G2--1--716--112--RT--3--1,bulón,hexagonal,7/16,,1 1/2,G2,imperial,UNC,natural,238.4048,borroni,BU HEX G2 UNC - 7/16 x 1 1/2 RT NAT
HEX-G2--1--716--114--RT--1--1,bulón,hexagonal,7/16,,1 1/4,G2,imperial,UNC,zinc,213.494,borroni,BU HEX G2 UNC - 7/16 x 1 1/4 RT ZA
HEX-G2--1--716--114--RT--3--1,bulón,hexagonal,7/16,,1 1/4,G2,imperial,UNC,natural,201.8326,borroni,BU HEX G2 UNC - 7/16 x 1 1/4 RT NAT
HEX-G2--1--716--134--RT--1--1,bulón,hexagonal,7/16,,1 3/4,G2,imperial,UNC,zinc,275.1085,borroni,BU HEX G2 UNC - 7/16 x 1 3/4 RT ZA
HEX-G2--1--716--134--RT--3--1,bulón,hexagonal,7/16,,1 3/4,G2,imperial,UNC,natural,260.0628,borroni,BU HEX G2 UNC - 7/16 x 1 3/4 RT NAT
HEX-G2--1--716--200--RP--1--1,bulón,hexagonal,7/16,,2,G2,imperial,UNC,zinc,303.7693,borroni,BU HEX G2 UNC - 7/16 x 2 RP ZA
HEX-G2--1--716--200--RP--3--1,bulón,hexagonal,7/16,,2,G2,imperial,UNC,natural,287.1621,borroni,BU HEX G2 UNC - 7/16 x 2 RP NAT
HEX-G2--1--716--200--RT--1--1,bulón,hexagonal,7/16,,2,G2,imperial,UNC,zinc,303.7693,borroni,BU HEX G2 UNC - 7/16 x 2 RT ZA
HEX-G2--1--716--200--RT--3--1,bulón,hexagonal,7/16,,2,G2,imperial,UNC,natural,287.1621,borroni,BU HEX G2 UNC - 7/16 x 2 RT NAT
HEX-G2--1--716--212--RP--1--1,bulón,hexagonal,7/16,,2 1/2,G2,imperial,UNC,zinc,371.1037,borroni,BU HEX G2 UNC - 7/16 x 2 1/2 RP ZA
HEX-G2--1--716--212--RP--3--1,bulón,hexagonal,7/16,,2 1/2,G2,imperial,UNC,natural,350.8238,borroni,BU HEX G2 UNC - 7/16 x 2 1/2 RP NAT
HEX-G2--1--716--214--RP--1--1,bulón,hexagonal,7/16,,2 1/4,G2,imperial,UNC,zinc,338.1485,borroni,BU HEX G2 UNC - 7/16 x 2 1/4 RP ZA
HEX-G2--1--716--214--RP--3--1,bulón,hexagonal,7/16,,2 1/4,G2,imperial,UNC,natural,319.67,borroni,BU HEX G2 UNC - 7/16 x 2 1/4 RP NAT
HEX-G2--1--716--234--RP--1--1,bulón,hexagonal,7/16,,2 3/4,G2,imperial,UNC,zinc,393.4357,borroni,BU HEX G2 UNC - 7/16 x 2 3/4 RP ZA
HEX-G2--1--716--234--RT--1--1,bulón,hexagonal,7/16,,2 3/4,G2,imperial,UNC,zinc,393.4357,borroni,BU HEX G2 UNC - 7/16 x 2 3/4 RT ZA
HEX-G2--1--716--300--RP--1--1,bulón,hexagonal,7/16,,3,G2,imperial,UNC,zinc,434.8691,borroni,BU HEX G2 UNC - 7/16 x 3 RP ZA
HEX-G2--1--716--300--RP--3--1,bulón,hexagonal,7/16,,3,G2,imperial,UNC,natural,411.201,borroni,BU HEX G2 UNC - 7/16 x 3 RP NAT
HEX-G2--1--716--300--RT--1--1,bulón,hexagonal,7/16,,3,G2,imperial,UNC,zinc,434.8691,borroni,BU HEX G2 UNC - 7/16 x 3 RT ZA
HEX-G2--1--716--300--RT--3--1,bulón,hexagonal,7/16,,3,G2,imperial,UNC,natural,411.201,borroni,BU HEX G2 UNC - 7/16 x 3 RT NAT
HEX-G2--1--716--304--RT--1--1,bulón,hexagonal,7/16,,3/4,G2,imperial,UNC,zinc,158.3269,borroni,BU HEX G2 UNC - 7/16 x 3/4 RT ZA
HEX-G2--1--716--304--RT--3--1,bulón,hexagonal,7/16,,3/4,G2,imperial,UNC,natural,149.6824,borroni,BU HEX G2 UNC - 7/16 x 3/4 RT NAT
HEX-G2--1--716--312--RP--1--1,bulón,hexagonal,7/16,,3 1/2,G2,imperial,UNC,zinc,505.791,borroni,BU HEX G2 UNC - 7/16 x 3 1/2 RP ZA
HEX-G2--1--716--312--RP--3--1,bulón,hexagonal,7/16,,3 1/2,G2,imperial,UNC,natural,478.1518,borroni,BU HEX G2 UNC - 7/16 x 3 1/2 RP NAT
HEX-G2--1--716--400--RP--1--1,bulón,hexagonal,7/16,,4,G2,imperial,UNC,zinc,567.4079,borroni,BU HEX G2 UNC - 7/16 x 4 RP ZA
HEX-G2--1--716--400--RP--3--1,bulón,hexagonal,7/16,,4,G2,imperial,UNC,natural,536.3994,borroni,BU HEX G2 UNC - 7/16 x 4 RP NAT
HEX-G2--1--716--412--RP--1--1,bulón,hexagonal,7/16,,4 1/2,G2,imperial,UNC,zinc,633.3156,borroni,BU HEX G2 UNC - 7/16 x 4 1/2 RP ZA
HEX-G2--1--716--412--RP--3--1,bulón,hexagonal,7/16,,4 1/2,G2,imperial,UNC,natural,598.7086,borroni,BU HEX G2 UNC - 7/16 x 4 1/2 RP NAT
HEX-G2--1--716--500--RP--1--1,bulón,hexagonal,7/16,,5,G2,imperial,UNC,zinc,704.9586,borroni,BU HEX G2 UNC - 7/16 x 5 RP ZA
HEX-G2--1--716--500--RP--3--1,bulón,hexagonal,7/16,,5,G2,imperial,UNC,natural,666.4324,borroni,BU HEX G2 UNC - 7/16 x 5 RP NAT
HEX-G2--1--716--708--RT--1--1,bulón,hexagonal,7/16,,7/8,G2,imperial,UNC,zinc,171.2234,borroni,BU HEX G2 UNC - 7/16 x 7/8 RT ZA
HEX-G2--1--716--708--RT--3--1,bulón,hexagonal,7/16,,7/8,G2,imperial,UNC,natural,161.8757,borroni,BU HEX G2 UNC - 7/16 x 7/8 RT NAT
HEX-G2--3--102--100--RT--1--1,bulón,hexagonal,1/2,,1,G2,imperial,BSW,zinc,283.195,borroni,BU HEX G2 BSW - 1/2 x 1 RT ZA
HEX-G2--3--102--100--RT--3--1,bulón,hexagonal,1/2,,1,G2,imperial,BSW,natural,260.0628,borroni,BU HEX G2 BSW - 1/2 x 1 RT NAT
HEX-G2--3--102--112--RT--1--1,bulón,hexagonal,1/2,,1 1/2,G2,imperial,BSW,zinc,367.2671,borroni,BU HEX G2 BSW - 1/2 x 1 1/2 RT ZA
HEX-G2--3--102--112--RT--3--1,bulón,hexagonal,1/2,,1 1/2,G2,imperial,BSW,natural,337.2794,borroni,BU HEX G2 BSW - 1/2 x 1 1/2 RT NAT
HEX-G2--3--102--114--RT--1--1,bulón,hexagonal,1/2,,1 1/4,G2,imperial,BSW,zinc,314.1744,borroni,BU HEX G2 BSW - 1/2 x 1 1/4 RT ZA
HEX-G2--3--102--114--RT--3--1,bulón,hexagonal,1/2,,1 1/4,G2,imperial,BSW,natural,288.519,borroni,BU HEX G2 BSW - 1/2 x 1 1/4 RT NAT
HEX-G2--3--102--134--RP--3--1,bulón,hexagonal,1/2,,1 3/4,G2,imperial,BSW,natural,363.0144,borroni,BU HEX G2 BSW - 1/2 x 1 3/4 RP NAT
HEX-G2--3--102--134--RT--1--1,bulón,hexagonal,1/2,,1 3/4,G2,imperial,BSW,zinc,395.2916,borroni,BU HEX G2 BSW - 1/2 x 1 3/4 RT ZA
HEX-G2--3--102--134--RT--3--1,bulón,hexagonal,1/2,,1 3/4,G2,imperial,BSW,natural,363.0144,borroni,BU HEX G2 BSW - 1/2 x 1 3/4 RT NAT
HEX-G2--3--102--200--RP--1--1,bulón,hexagonal,1/2,,2,G2,imperial,BSW,zinc,435.1198,borroni,BU HEX G2 BSW - 1/2 x 2 RP ZA
