codigo,descripcion_original,descripcion_borroni,score,estado
>BHG2NC079125Z,BULON HEXAGONAL G2 5/16-UNC-5 ZINC,,0.0,SIN_MATCH
>BHG2NC079140Z,"BULON HEXAGONAL G2 5/16-UNC-5,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1/2,0.676,MATCH
>BHG2NC079155Z,BULON HEXAGONAL G2 5/16-UNC-6 ZINC,,0.0,SIN_MATCH
>BHG2NC079175Z,BULON HEXAGONAL G2 5/16-UNC-7 ZINC,,0.0,SIN_MATCH
>BHG2NC079200Z,BULON HEXAGONAL G2 5/16-UNC-8 ZINC,,0.0,SIN_MATCH
>BHG2NC095012Z,BULON HEXAGONAL G2 3/8-UNC-1/2 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.692,MATCH
>BHG2NC095016Z,BULON HEXAGONAL G2 3/8-UNC-5/8 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.692,MATCH
>BHG2NC095019Z,BULON HEXAGONAL G2 3/8-UNC-3/4 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.692,MATCH
>BHG2NC095022Z,BULON HEXAGONAL G2 3/8-UNC-7/8 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.692,MATCH
>BHG2NC095025Z,BULON HEXAGONAL G2 3/8-UNC-1/ ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.709,MATCH
>BHG2NC095032Z,"BULON HEXAGONAL G2 3/8-UNC-1,1/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.675,MATCH
>BHG2NC095038Z,"BULON HEXAGONAL G2 3/8-UNC-1,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.675,MATCH
>BHG2NC095044Z,"BULON HEXAGONAL G2 3/8-UNC-1,3/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.675,MATCH
>BHG2NC095050Z,BULON HEXAGONAL G2 3/8-UNC-2 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.709,MATCH
>BHG2NC095056Z,"BULON HEXAGONAL G2 3/8-UNC-2,1/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.675,MATCH
>BHG2NC095063Z,"BULON HEXAGONAL G2 3/8-UNC-2,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.675,MATCH
>BHG2NC095070Z,"BULON HEXAGONAL G2 3/8-UNC-2,3/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.675,MATCH
>BHG2NC095076Z,BULON HEXAGONAL G2 3/8-UNC-3 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.709,MATCH
>BHG2NC095082Z,"BULON HEXAGONAL G2 3/8-UNC-3,1/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.675,MATCH
>BHG2NC095090Z,"BULON HEXAGONAL G2 3/8-UNC-3,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.675,MATCH
>BHG2NC095100Z,BULON HEXAGONAL G2 3/8-UNC-4 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.709,MATCH
>BHG2NC095110Z,"BULON HEXAGONAL G2 3/8-UNC-4,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.675,MATCH
>BHG2NC095125Z,BULON HEXAGONAL G2 3/8-UNC-5 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.709,MATCH
>BHG2NC095140Z,"BULON HEXAGONAL G2 3/8-UNC-5,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1/2,0.685,MATCH
>BHG2NC095155Z,BULON HEXAGONAL G2 3/8-UNC-6 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.709,MATCH
>BHG2NC095159Z,"BULON HEXAGONAL G2 3/8-UNC-6,1/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.675,MATCH
>BHG2NC095175Z,BULON HEXAGONAL G2 3/8-UNC-7 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.709,MATCH
>BHG2NC095200Z,BULON HEXAGONAL G2 3/8-UNC-8 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.709,MATCH
>BHG2NC095228Z,BULON HEXAGONAL G2 3/8-UNC-9 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/8,0.709,MATCH
>BHG2NC110250Z,BULON HEXAGONAL G2 7/16-UNC-10 ZINC,,0.0,SIN_MATCH
>BHG2NC110019Z,BULON HEXAGONAL G2 7/16-UNC-3/4 ZINC,,0.0,SIN_MATCH
>BHG2NC110022Z,BULON HEXAGONAL G2 7/16-UNC-7/8 ZINC,,0.0,SIN_MATCH
>BHG2NC110025Z,BULON HEXAGONAL G2 7/16-UNC-1 ZINC,,0.0,SIN_MATCH
>BHG2NC110032Z,"BULON HEXAGONAL G2 7/16-UNC-1,1/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.1/4,0.658,MATCH
>BHG2NC110038Z,"BULON HEXAGONAL G2 7/16-UNC-1,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.1/2,0.658,MATCH
>BHG2NC110044Z,"BULON HEXAGONAL G2 7/16-UNC-1,3/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.3/4,0.658,MATCH
>BHG2NC110050Z,BULON HEXAGONAL G2 7/16-UNC-2 ZINC,,0.0,SIN_MATCH
>BHG2NC110056Z,"BULON HEXAGONAL G2 7/16-UNC-2,1/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/4,0.658,MATCH
>BHG2NC110063Z,"BULON HEXAGONAL G2 7/16-UNC-2,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.658,MATCH
>BHG2NC110070Z,"BULON HEXAGONAL G2 7/16-UNC-2,3/4 ZINC",,0.0,SIN_MATCH
>BHG2NC110076Z,BULON HEXAGONAL G2 7/16-UNC-3 ZINC,,0.0,SIN_MATCH
>BHG2NC110082Z,"BULON HEXAGONAL G2 7/16-UNC-3,1/4 ZINC",,0.0,SIN_MATCH
>BHG2NC110090Z,"BULON HEXAGONAL G2 7/16-UNC-3,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 3.1/2,0.658,MATCH
>BHG2NC110100Z,BULON HEXAGONAL G2 7/16-UNC-4 ZINC,,0.0,SIN_MATCH
>BHG2NC110110Z,"BULON HEXAGONAL G2 7/16-UNC-4,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 4.1/2,0.658,MATCH
>BHG2NC110125Z,BULON HEXAGONAL G2 7/16-UNC-5 ZINC,,0.0,SIN_MATCH
>BHG2NC110140Z,"BULON HEXAGONAL G2 7/16-UNC-5,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1/2,0.676,MATCH
>BHG2NC110155Z,BULON HEXAGONAL G2 7/16-UNC-6 ZINC,,0.0,SIN_MATCH
>BHG2NC110175Z,BULON HEXAGONAL G2 7/16-UNC-7 ZINC,,0.0,SIN_MATCH
>BHG2NC110200Z,BULON HEXAGONAL G2 7/16-UNC-8 ZINC,,0.0,SIN_MATCH
>BHG2NC110228Z,BULON HEXAGONAL G2 7/16-UNC-9 ZINC,,0.0,SIN_MATCH
>BHG2NC110254Z,BULON HEXAGONAL G2 7/16-UNC-10 ZINC,,0.0,SIN_MATCH
>BHG2NC125019Z,BULON HEXAGONAL G2 1/2-UNC-3/4 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.703,MATCH
>BHG2NC125022Z,BULON HEXAGONAL G2 1/2-UNC-7/8 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.703,MATCH
>BHG2NC125025Z,BULON HEXAGONAL G2 1/2-UNC-1 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.72,MATCH
>BHG2NC125032Z,"BULON HEXAGONAL G2 1/2-UNC-1,1/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.1/2,0.74,MATCH
>BHG2NC125038Z,"BULON HEXAGONAL G2 1/2-UNC-1,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.1/2,0.767,MATCH
>BHG2NC125044Z,"BULON HEXAGONAL G2 1/2-UNC-1,3/4 ZINC",BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 3.1/2,0.702,MATCH
>BHG2NC125050Z,BULON HEXAGONAL G2 1/2-UNC-2 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.72,MATCH
>BHG2NC125056Z,"BULON HEXAGONAL G2 1/2-UNC-2,1/4 ZINC",BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 1.1/2,0.727,MATCH
>BHG2NC125063Z,"BULON HEXAGONAL G2 1/2-UNC-2,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.767,MATCH
>BHG2NC125070Z,"BULON HEXAGONAL G2 1/2-UNC-2,3/4 ZINC",BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 3.1/2,0.727,MATCH
>BHG2NC125076Z,BULON HEXAGONAL G2 1/2-UNC-3 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.72,MATCH
>BHG2NC125082Z,"BULON HEXAGONAL G2 1/2-UNC-3,1/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 3.1/2,0.74,MATCH
>BHG2NC125090Z,"BULON HEXAGONAL G2 1/2-UNC-3,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 3.1/2,0.767,MATCH
>BHG2NC125100Z,BULON HEXAGONAL G2 1/2-UNC-4 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.72,MATCH
>BHG2NC125110Z,"BULON HEXAGONAL G2 1/2-UNC-4,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 4.1/2,0.767,MATCH
>BHG2NC125125Z,BULON HEXAGONAL G2 1/2-UNC-5 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.72,MATCH
>BHG2NC125140Z,"BULON HEXAGONAL G2 1/2-UNC-5,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1/2,0.785,MATCH
>BHG2NC125155Z,BULON HEXAGONAL G2 1/2-UNC-6 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.72,MATCH
>BHG2NC125175Z,BULON HEXAGONAL G2 1/2-UNC-7 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.72,MATCH
>BHG2NC125200Z,BULON HEXAGONAL G2 1/2-UNC-8 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.72,MATCH
>BHG2NC125228Z,BULON HEXAGONAL G2 1/2-UNC-9 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.72,MATCH
>BHG2NC125254Z,BULON HEXAGONAL G2 1/2-UNC-10 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.711,MATCH
>BHG2WH125019Z,BULON HEXAGONAL G2 1/2-WHT-3/4 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.703,MATCH
>BHG2WH125022Z,BULON HEXAGONAL G2 1/2-WHT-7/8 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.703,MATCH
>BHG2WH125025Z,BULON HEXAGONAL G2 1/2-WHT-1 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.72,MATCH
>BHG2WH125032Z,"BULON HEXAGONAL G2 1/2-WHT-1,1/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.1/2,0.767,MATCH
>BHG2WH125038Z,"BULON HEXAGONAL G2 1/2-WHT-1,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.1/2,0.793,MATCH
>BHG2WH125044Z,"BULON HEXAGONAL G2 1/2-WHT-1,3/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.3/4,0.693,MATCH
>BHG2WH125050Z,BULON HEXAGONAL G2 1/2-WHT-2 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.72,MATCH
>BHG2WH125056Z,"BULON HEXAGONAL G2 1/2-WHT-2,1/4 ZINC",BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 1.1/2,0.751,MATCH
>BHG2WH125063Z,"BULON HEXAGONAL G2 1/2-WHT-2,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.793,MATCH
>BHG2WH125070Z,"BULON HEXAGONAL G2 1/2-WHT-2,3/4 ZINC",BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 3.1/2,0.751,MATCH
>BHG2WH125076Z,BULON HEXAGONAL G2 1/2-WHT-3 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.72,MATCH
>BHG2WH125082Z,"BULON HEXAGONAL G2 1/2-WHT-3,1/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 3.1/2,0.767,MATCH
>BHG2WH125090Z,"BULON HEXAGONAL G2 1/2-WHT-3,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 3.1/2,0.793,MATCH
>BHG2WH125100Z,BULON HEXAGONAL G2 1/2-WHT-4 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.72,MATCH
>BHG2WH125110Z,"BULON HEXAGONAL G2 1/2-WHT-4,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 4.1/2,0.793,MATCH
>BHG2WH125125Z,BULON HEXAGONAL G2 1/2-WHT-5 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.72,MATCH
>BHG2WH125140Z,"BULON HEXAGONAL G2 1/2-WHT-5,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1/2,0.812,MATCH
>BHG2WH125155Z,BULON HEXAGONAL G2 1/2-WHT-6 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.72,MATCH
>BHG2WH125175Z,BULON HEXAGONAL G2 1/2-WHT-7 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.72,MATCH
>BHG2WH125200Z,BULON HEXAGONAL G2 1/2-WHT-8 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.72,MATCH
>BHG2WH125210Z,"BULON HEXAGONAL G2 1/2-WHT-8,1/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.687,MATCH
>BHG2WH125228Z,BULON HEXAGONAL G2 1/2-WHT-9 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.72,MATCH
>BHG2WH125254Z,BULON HEXAGONAL G2 1/2-WHT-10 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.711,MATCH
>BHG2NC140025Z,BULON HEXAGONAL G2 9/16-UNC-1 ZINC,,0.0,SIN_MATCH
>BHG2NC140032Z,"BULON HEXAGONAL G2 9/16-UNC-1,1/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.1/4,0.658,MATCH
>BHG2NC140038Z,"BULON HEXAGONAL G2 9/16-UNC-1,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.1/2,0.658,MATCH
>BHG2NC140044Z,"BULON HEXAGONAL G2 9/16-UNC-1,3/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.3/4,0.658,MATCH
>BHG2NC140050Z,BULON HEXAGONAL G2 9/16-UNC-2 ZINC,,0.0,SIN_MATCH
>BHG2NC140056Z,"BULON HEXAGONAL G2 9/16-UNC-2,1/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/4,0.658,MATCH
>BHG2NC140063Z,"BULON HEXAGONAL G2 9/16-UNC-2,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 2.1/2,0.658,MATCH
>BHG2NC140070Z,"BULON HEXAGONAL G2 9/16-UNC-2,3/4 ZINC",,0.0,SIN_MATCH
>BHG2NC140076Z,BULON HEXAGONAL G2 9/16-UNC-3 ZINC,,0.0,SIN_MATCH
>BHG2NC140082Z,"BULON HEXAGONAL G2 9/16-UNC-3,1/4 ZINC",,0.0,SIN_MATCH
>BHG2NC140090Z,"BULON HEXAGONAL G2 9/16-UNC-3,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 3.1/2,0.658,MATCH
>BHG2NC140100Z,BULON HEXAGONAL G2 9/16-UNC-4 ZINC,,0.0,SIN_MATCH
>BHG2NC140110Z,"BULON HEXAGONAL G2 9/16-UNC-4,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 4.1/2,0.658,MATCH
>BHG2NC140125Z,BULON HEXAGONAL G2 9/16-UNC-5 ZINC,,0.0,SIN_MATCH
>BHG2NC140140Z,"BULON HEXAGONAL G2 9/16-UNC-5,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1/2,0.676,MATCH
>BHG2NC140155Z,BULON HEXAGONAL G2 9/16-UNC-6 ZINC,,0.0,SIN_MATCH
>BHG2NC140175Z,BULON HEXAGONAL G2 9/16-UNC-7 ZINC,,0.0,SIN_MATCH
>BHG2NC140200Z,BULON HEXAGONAL G2 9/16-UNC-8 ZINC,,0.0,SIN_MATCH
>BHG2NC140228Z,BULON HEXAGONAL G2 9/16-UNC-9 ZINC,,0.0,SIN_MATCH
>BHG2NC140254Z,BULON HEXAGONAL G2 9/16-UNC-10 ZINC,,0.0,SIN_MATCH
>BHG2NC160025Z,BULON HEXAGONAL G2 5/8-UNC-1 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 5/8,0.709,MATCH
>BHG2NC160032Z,"BULON HEXAGONAL G2 5/8-UNC-1,1/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 5/8,0.675,MATCH
>BHG2NC160038Z,"BULON HEXAGONAL G2 5/8-UNC-1,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 5/8,0.675,MATCH
>BHG2NC160044Z,"BULON HEXAGONAL G2 5/8-UNC-1,3/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 5/8,0.675,MATCH
>BHG2NC160050Z,BULON HEXAGONAL G2 5/8-UNC-2 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 5/8,0.709,MATCH
>BHG2NC160056Z,"BULON HEXAGONAL G2 5/8-UNC-2,1/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 5/8,0.675,MATCH
>BHG2NC160063Z,"BULON HEXAGONAL G2 5/8-UNC-2,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 5/8,0.675,MATCH
>BHG2NC160070Z,"BULON HEXAGONAL G2 5/8-UNC-2,3/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 5/8,0.675,MATCH
>BHG2NC160076Z,BULON HEXAGONAL G2 5/8-UNC-3 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 5/8,0.709,MATCH
>BHG2NC160082Z,"BULON HEXAGONAL G2 5/8-UNC-3,1/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 5/8,0.675,MATCH
>BHG2NC160090Z,"BULON HEXAGONAL G2 5/8-UNC-3,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 5/8,0.675,MATCH
>BHG2NC160100Z,BULON HEXAGONAL G2 5/8-UNC-4 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 5/8,0.709,MATCH
>BHG2NC160110Z,"BULON HEXAGONAL G2 5/8-UNC-4,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 5/8,0.675,MATCH
>BHG2NC160125Z,BULON HEXAGONAL G2 5/8-UNC-5 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 5/8,0.709,MATCH
>BHG2NC160140Z,"BULON HEXAGONAL G2 5/8-UNC-5,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1/2,0.685,MATCH
>BHG2NC160155Z,BULON HEXAGONAL G2 5/8-UNC-6 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 5/8,0.709,MATCH
>BHG2NC160175Z,BULON HEXAGONAL G2 5/8-UNC-7 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 5/8,0.709,MATCH
>BHG2NC160200Z,BULON HEXAGONAL G2 5/8-UNC-8 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 5/8,0.709,MATCH
>BHG2NC160228Z,BULON HEXAGONAL G2 5/8-UNC-9 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 5/8,0.709,MATCH
>BHG2NC160254Z,BULON HEXAGONAL G2 5/8-UNC-10 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 5/8,0.7,MATCH
>BHG2NC190025Z,BULON HEXAGONAL G2 3/4-UNC-1 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/4,0.709,MATCH
>BHG2NC190032Z,"BULON HEXAGONAL G2 3/4-UNC-1,1/4 ZINC",BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 1.3/4,0.702,MATCH
>BHG2NC190038Z,"BULON HEXAGONAL G2 3/4-UNC-1,1/2 ZINC",BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 1.3/4,0.702,MATCH
>BHG2NC190044Z,"BULON HEXAGONAL G2 3/4-UNC-1,3/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.3/4,0.767,MATCH
>BHG2NC190050Z,BULON HEXAGONAL G2 3/4-UNC-2 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/4,0.709,MATCH
>BHG2NC190056Z,"BULON HEXAGONAL G2 3/4-UNC-2,1/4 ZINC",BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 1.3/4,0.727,MATCH
>BHG2NC190063Z,"BULON HEXAGONAL G2 3/4-UNC-2,1/2 ZINC",BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 1.3/4,0.727,MATCH
>BHG2NC190070Z,"BULON HEXAGONAL G2 3/4-UNC-2,3/4 ZINC",BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 3/4,0.742,MATCH
>BHG2NC190076Z,BULON HEXAGONAL G2 3/4-UNC-3 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/4,0.709,MATCH
>BHG2NC190082Z,"BULON HEXAGONAL G2 3/4-UNC-3,1/4 ZINC",BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 1.3/4,0.702,MATCH
>BHG2NC190090Z,"BULON HEXAGONAL G2 3/4-UNC-3,1/2 ZINC",BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 1.3/4,0.702,MATCH
>BHG2NC190096Z,"BULON HEXAGONAL G2 3/4-UNC-3,3/4 ZINC",BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 1.3/4,0.702,MATCH
>BHG2NC190100Z,BULON HEXAGONAL G2 3/4-UNC-4 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/4,0.709,MATCH
>BHG2NC190110Z,"BULON HEXAGONAL G2 3/4-UNC-4,1/2 ZINC",BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 1.3/4,0.702,MATCH
>BHG2NC190125Z,BULON HEXAGONAL G2 3/4-UNC-5 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/4,0.709,MATCH
>BHG2NC190140Z,"BULON HEXAGONAL G2 3/4-UNC-5,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.3/4,0.767,MATCH
>BHG2NC190155Z,BULON HEXAGONAL G2 3/4-UNC-6 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/4,0.709,MATCH
>BHG2NC190175Z,BULON HEXAGONAL G2 3/4-UNC-7 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/4,0.709,MATCH
>BHG2NC190200Z,BULON HEXAGONAL G2 3/4-UNC-8 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/4,0.709,MATCH
>BHG2NC190228Z,BULON HEXAGONAL G2 3/4-UNC-9 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/4,0.709,MATCH
>BHG2NC190254Z,BULON HEXAGONAL G2 3/4-UNC-10 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/4,0.7,MATCH
>BHG2NC220044Z,"BULON HEXAGONAL G2 7/8-UNC-1,3/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.675,MATCH
>BHG2NC220050Z,BULON HEXAGONAL G2 7/8-UNC-2 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.709,MATCH
>BHG2NC220056Z,"BULON HEXAGONAL G2 7/8-UNC-2,1/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.675,MATCH
>BHG2NC220063Z,"BULON HEXAGONAL G2 7/8-UNC-2,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.675,MATCH
>BHG2NC220070Z,"BULON HEXAGONAL G2 7/8-UNC-2,3/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.675,MATCH
>BHG2NC220076Z,BULON HEXAGONAL G2 7/8-UNC-3 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.709,MATCH
>BHG2NC220082Z,"BULON HEXAGONAL G2 7/8-UNC-3,1/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.675,MATCH
>BHG2NC220090Z,"BULON HEXAGONAL G2 7/8-UNC-3,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.675,MATCH
>BHG2NC220096Z,"BULON HEXAGONAL G2 7/8-UNC-3,3/4 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.675,MATCH
>BHG2NC220100Z,BULON HEXAGONAL G2 7/8-UNC-4 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.709,MATCH
>BHG2NC220110Z,"BULON HEXAGONAL G2 7/8-UNC-4,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.675,MATCH
>BHG2NC220125Z,BULON HEXAGONAL G2 7/8-UNC-5 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.709,MATCH
>BHG2NC220140Z,"BULON HEXAGONAL G2 7/8-UNC-5,1/2 ZINC",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1/2,0.685,MATCH
>BHG2NC220155Z,BULON HEXAGONAL G2 7/8-UNC-6 ZINC,BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.709,MATCH
