codigo,descripcion_original,descripcion_borroni,score,estado
>BHG5NF220125D,BULON HEXAGONAL G5 7/8-UNF-5 DICRO,BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.729,MATCH
>BHG5NF220140D,"BULON HEXAGONAL G5 7/8-UNF-5,1/2 DICRO",BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.695,MATCH
>BHG5NF220155D,BULON HEXAGONAL G5 7/8-UNF-6 DICRO,BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.729,MATCH
>BHG5NF220175D,BULON HEXAGONAL G5 7/8-UNF-7 DICRO,BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.729,MATCH
>BHG5NF220200D,BULON HEXAGONAL G5 7/8-UNF-8 DICRO,BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.729,MATCH
>BHG5NF220228D,BULON HEXAGONAL G5 7/8-UNF-9 DICRO,BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.729,MATCH
>BHG5NF220254D,BULON HEXAGONAL G5 7/8-UNF-10 DICRO,BULON HEXAGONAL - UNC - WHIT - GRADO 5 7/8,0.72,MATCH
>BHG5NF250044D,"BULON HEXAGONAL G5 1-UNF-1,3/4 DICRO",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.3/4,0.749,MATCH
>BHG5NF250050D,BULON HEXAGONAL G5 1-UNF-2 DICRO,BULON HEXAGONAL - UNC - WHIT - GRADO 5 1,0.706,MATCH
>BHG5NF250056D,"BULON HEXAGONAL G5 1-UNF-2,1/4 DICRO",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.1/4,0.749,MATCH
>BHG5NF250063D,"BULON HEXAGONAL G5 1-UNF-2,1/2 DICRO",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.1/2,0.749,MATCH
>BHG5NF250070D,"BULON HEXAGONAL G5 1-UNF-2,3/4 DICRO",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.3/4,0.749,MATCH
>BHG5NF250076D,BULON HEXAGONAL G5 1-UNF-3 DICRO,BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 1,0.722,MATCH
>BHG5NF250082D,"BULON HEXAGONAL G5 1-UNF-3,1/4 DICRO",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.1/4,0.749,MATCH
>BHG5NF250090D,"BULON HEXAGONAL G5 1-UNF-3,1/2 DICRO",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.1/2,0.749,MATCH
>BHG5NF250100D,BULON HEXAGONAL G5 1-UNF-4 DICRO,BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 1,0.722,MATCH
>BHG5NF250110D,"BULON HEXAGONAL G5 1-UNF-4,1/2 DICRO",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1.1/2,0.749,MATCH
>BHG5NF250125D,BULON HEXAGONAL G5 1-UNF-5 DICRO,BULON HEXAGONAL - UNC - WHIT - GRADO 5 2,0.736,MATCH
>BHG5NF250140D,"BULON HEXAGONAL G5 1-UNF-5,1/2 DICRO",BULON HEXAGONAL - UNC - WHIT - GRADO 5 1/2,0.767,MATCH
>BHG5NF250155D,BULON HEXAGONAL G5 1-UNF-6 DICRO,BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 1,0.722,MATCH
>BHG5NF250175D,BULON HEXAGONAL G5 1-UNF-7 DICRO,BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 1,0.722,MATCH
>BHG5NF250200D,BULON HEXAGONAL G5 1-UNF-8 DICRO,BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 1,0.722,MATCH
>BHG5NF250228D,BULON HEXAGONAL G5 1-UNF-9 DICRO,BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 1,0.722,MATCH
>BHG5NF250254D,BULON HEXAGONAL G5 1-UNF-10 DICRO,BULON HEXAGONAL ZINCADO UNC - WHIT - GRADO 2 2,0.713,MATCH
>AG031N,ARANDELA GROWER 1/8 NAT,ARANDELAS GROWER - PULIDAS 1 1/8,0.817,MATCH
>AG039N,ARANDELA GROWER 5/32 NAT,ARANDELAS GROWER - PULIDAS 3/8,0.731,MATCH
>AG047N,ARANDELA GROWER 3/16 NAT,ARANDELAS GROWER - PULIDAS 3/16,0.855,MATCH
>AG065N,ARANDELA GROWER 1/4 NAT,ARANDELAS GROWER - PULIDAS 1/4,0.845,MATCH
>AG079N,ARANDELA GROWER 5/16 NAT,ARANDELAS GROWER - PULIDAS 5/16,0.855,MATCH
>AG095N,ARANDELA GROWER 3/8 NAT,ARANDELAS GROWER - PULIDAS 3/8,0.845,MATCH
>AG110N,ARANDELA GROWER 7/16 NAT,ARANDELAS GROWER - PULIDAS 7/16,0.855,MATCH
>AG125N,ARANDELA GROWER 1/2 NAT,ARANDELAS GROWER - PULIDAS 1/2,0.845,MATCH
>AG140N,ARANDELA GROWER 9/16 NAT,ARANDELAS GROWER - PULIDAS 1/4,0.731,MATCH
>AG160N,ARANDELA GROWER 5/8 NAT,ARANDELAS GROWER - PULIDAS 5/8,0.845,MATCH
>AG190N,ARANDELA GROWER 3/4 NAT,ARANDELAS GROWER - PULIDAS 3/4,0.845,MATCH
>AG220N,ARANDELA GROWER 7/8 NAT,ARANDELAS GROWER - PULIDAS 7/8,0.845,MATCH
>AG250N,ARANDELA GROWER 1 NAT,ARANDELAS GROWER - PULIDAS 1,0.823,MATCH
>AG281N,ARANDELA GROWER 1 1/8 NAT,ARANDELAS GROWER - PULIDAS 1 1/8,0.864,MATCH
>AG315N,ARANDELA GROWER 1 1/4 NAT,ARANDELAS GROWER - PULIDAS 1 1/4,0.864,MATCH
>AG345N,ARANDELA GROWER 1 3/8 NAT,ARANDELAS GROWER - PULIDAS 3/8,0.855,MATCH
>AG375N,ARANDELA GROWER 1 1/2 NAT,ARANDELAS GROWER - PULIDAS 1 1/2,0.864,MATCH
>AG003N,ARANDELA GROWER M03 NAT,,0.0,SIN_MATCH
>AG004N,ARANDELA GROWER M04 NAT,,0.0,SIN_MATCH
>AG005N,ARANDELA GROWER M05 NAT,,0.0,SIN_MATCH
>AG006N,ARANDELA GROWER M06 NAT,,0.0,SIN_MATCH
>AG007N,ARANDELA GROWER M07 NAT,,0.0,SIN_MATCH
>AG008N,ARANDELA GROWER M08 NAT,,0.0,SIN_MATCH
>AG010N,ARANDELA GROWER M10 NAT,,0.0,SIN_MATCH
>AG012N,ARANDELA GROWER M12 NAT,,0.0,SIN_MATCH
>AG014N,ARANDELA GROWER M14 NAT,,0.0,SIN_MATCH
>AG016N,ARANDELA GROWER M16 NAT,,0.0,SIN_MATCH
>AG018N,ARANDELA GROWER M18 NAT,,0.0,SIN_MATCH
>AG020N,ARANDELA GROWER M20 NAT,,0.0,SIN_MATCH
>AG022N,ARANDELA GROWER M22 NAT,,0.0,SIN_MATCH
>AG024N,ARANDELA GROWER M24 NAT,,0.0,SIN_MATCH
>VR1010NC031N,VARILLA ROSCADA 1010 1/8-UNC(40) NAT,,0.0,SIN_MATCH
>VR1010NC039N,VARILLA ROSCADA 1010 5/32-UNC(32) NAT,,0.0,SIN_MATCH
>VR1010NC047N,VARILLA ROSCADA 1010 3/16-UNC(24) NAT,,0.0,SIN_MATCH
>VR1010NC065N,VARILLA ROSCADA 1010 1/4-UNC(20) NAT,,0.0,SIN_MATCH
>VR1010NC079N,VARILLA ROSCADA 1010 5/16-UNC(18) NAT,,0.0,SIN_MATCH
>VR1010NC095N,VARILLA ROSCADA 1010 3/8-UNC(16) NAT,,0.0,SIN_MATCH
>VR1010NC110N,VARILLA ROSCADA 1010 7/16-UNC(14) NAT,,0.0,SIN_MATCH
>VR1010NC125N,VARILLA ROSCADA 1010 1/2-UNC(12) NAT,,0.0,SIN_MATCH
>VR1010NC140N,VARILLA ROSCADA 1010 9/16-UNC(12) NAT,,0.0,SIN_MATCH
>VR1010NC160N,VARILLA ROSCADA 1010 5/8-UNC(11) NAT,,0.0,SIN_MATCH
>VR1010NC190N,VARILLA ROSCADA 1010 3/4-UNC(10) NAT,,0.0,SIN_MATCH
>VR1010NC220N,VARILLA ROSCADA 1010 7/8-UNC(9) NAT,,0.0,SIN_MATCH
>VR1010NC250N,VARILLA ROSCADA 1010 1-UNC(8) NAT,,0.0,SIN_MATCH
>VR1010NC281N,VARILLA ROSCADA 1010 1 1/8-UNC(7) NAT,,0.0,SIN_MATCH
>VR1010NC315N,VARILLA ROSCADA 1010 1 1/4-UNC(7) NAT,,0.0,SIN_MATCH
>VR1010NC375N,VARILLA ROSCADA 1010 1 1/2-UNC(6) NAT,,0.0,SIN_MATCH
>VR1010NC440N,VARILLA ROSCADA 1010 1 3/4-UNC(5) NAT,,0.0,SIN_MATCH
>VR1010NC500N,"VARILLA ROSCADA 1010 2-UNC(4,50) NAT",,0.0,SIN_MATCH
>VR1010NC031Z,VARILLA ROSCADA 1010 1/8-UNC(40) ZINC,,0.0,SIN_MATCH
>VR1010NC039Z,VARILLA ROSCADA 1010 5/32-UNC(32) ZINC,,0.0,SIN_MATCH
>VR1010NC047Z,VARILLA ROSCADA 1010 3/16-UNC(24) ZINC,,0.0,SIN_MATCH
>VR1010NC065Z,VARILLA ROSCADA 1010 1/4-UNC(20) ZINC,,0.0,SIN_MATCH
>VR1010NC079Z,VARILLA ROSCADA 1010 5/16-UNC(18) ZINC,,0.0,SIN_MATCH
>VR1010NC095Z,VARILLA ROSCADA 1010 3/8-UNC(16) ZINC,,0.0,SIN_MATCH
>VR1010NC110Z,VARILLA ROSCADA 1010 7/16-UNC(14) ZINC,,0.0,SIN_MATCH
>VR1010NC125Z,VARILLA ROSCADA 1010 1/2-UNC(13) ZINC,,0.0,SIN_MATCH
>VR1010NC140Z,VARILLA ROSCADA 1010 9/16-UNC(12) ZINC,,0.0,SIN_MATCH
>VR1010NC160Z,VARILLA ROSCADA 1010 5/8-UNC(11) ZINC,,0.0,SIN_MATCH
>VR1010NC190Z,VARILLA ROSCADA 1010 3/4-UNC(10) ZINC,,0.0,SIN_MATCH
>VR1010NC220Z,VARILLA ROSCADA 1010 7/8-UNC(9) ZINC,,0.0,SIN_MATCH
>VR1010NC250Z,VARILLA ROSCADA 1010 1-UNC(8) ZINC,,0.0,SIN_MATCH
>VR1010NC281Z,VARILLA ROSCADA 1010 1 1/8-UNC(7) ZINC,,0.0,SIN_MATCH
>VR1010NC315Z,VARILLA ROSCADA 1010 1 1/4-UNC(7) ZINC,,0.0,SIN_MATCH
>VR1010NC375Z,VARILLA ROSCADA 1010 1 1/2-UNC(6) ZINC,,0.0,SIN_MATCH
>VR1010NC440Z,VARILLA ROSCADA 1010 1 3/4-UNC(5) ZINC,,0.0,SIN_MATCH
>VR1010NC500Z,"VARILLA ROSCADA 1010 2-UNC(4,50) ZINC",,0.0,SIN_MATCH
>VR1010NF047N,VARILLA ROSCADA 1010 3/16-UNF(32) NAT,,0.0,SIN_MATCH
>VR1010NF065N,VARILLA ROSCADA 1010 1/4-UNF(28) NAT,,0.0,SIN_MATCH
>VR1010NF079N,VARILLA ROSCADA 1010 5/16-UNF(24) NAT,,0.0,SIN_MATCH
>VR1010NF095N,VARILLA ROSCADA 1010 3/8-UNF(24) NAT,,0.0,SIN_MATCH
>VR1010NF110N,VARILLA ROSCADA 1010 7/16-UNF(20) NAT,,0.0,SIN_MATCH
>VR1010NF125N,VARILLA ROSCADA 1010 1/2-UNF(20) NAT,,0.0,SIN_MATCH
>VR1010NF140N,VARILLA ROSCADA 1010 9/16-UNF(18) NAT,,0.0,SIN_MATCH
>VR1010NF160N,VARILLA ROSCADA 1010 5/8-UNF(16) NAT,,0.0,SIN_MATCH
>VR1010NF190N,VARILLA ROSCADA 1010 3/4-UNF(16) NAT,,0.0,SIN_MATCH
>VR1010NF220N,VARILLA ROSCADA 1010 7/8-UNF(14) NAT,,0.0,SIN_MATCH
>VR1010NF250N,VARILLA ROSCADA 1010 1-UNF(14) NAT,,0.0,SIN_MATCH
>VR1010MA04N,"VARILLA ROSCADA 1010 M04-0,7 NAT",,0.0,SIN_MATCH
>VR1010MA05N,"VARILLA ROSCADA 1010 M05-0,8 NAT",,0.0,SIN_MATCH
>VR1010MA06N,VARILLA ROSCADA 1010 M06-1 NAT,,0.0,SIN_MATCH
>VR1010MA07N,VARILLA ROSCADA 1010 M07-1 NAT,,0.0,SIN_MATCH
>VR1010MA08N,"VARILLA ROSCADA 1010 M08-1,25 NAT",,0.0,SIN_MATCH
>VR1010MA10N,"VARILLA ROSCADA 1010 M10-1,5 NAT",,0.0,SIN_MATCH
>VR1010MA12N,"VARILLA ROSCADA 1010 M12-1,75 NAT",,0.0,SIN_MATCH
>VR1010MA14N,VARILLA ROSCADA 1010 M14-2 NAT,,0.0,SIN_MATCH
>VR1010MA16N,VARILLA ROSCADA 1010 M16-2 NAT,,0.0,SIN_MATCH
>VR1010MA18N,"VARILLA ROSCADA 1010 M18-2,5 NAT",,0.0,SIN_MATCH
>VR1010MA20N,"VARILLA ROSCADA 1010 M20-2,5 NAT",,0.0,SIN_MATCH
>VR1010MA22N,"VARILLA ROSCADA 1010 M22-2,5 NAT",,0.0,SIN_MATCH
>VR1010MA24N,VARILLA ROSCADA 1010 M24-3 NAT,,0.0,SIN_MATCH
>VR1010MA27N,VARILLA ROSCADA 1010 M27-3 NAT,,0.0,SIN_MATCH
>VR1010MA30N,"VARILLA ROSCADA 1010 M30-3,5 NAT",,0.0,SIN_MATCH
>VR1010MA04Z,"VARILLA ROSCADA 1010 M04-0,7 ZINC",,0.0,SIN_MATCH
>VR1010MA05Z,"VARILLA ROSCADA 1010 M05-0,8 ZINC",,0.0,SIN_MATCH
>VR1010MA06Z,VARILLA ROSCADA 1010 M06-1 ZINC,,0.0,SIN_MATCH
>VR1010MA07Z,VARILLA ROSCADA 1010 M07-1 ZINC,,0.0,SIN_MATCH
>VR1010MA08Z,"VARILLA ROSCADA 1010 M08-1,25 ZINC",,0.0,SIN_MATCH
>VR1010MA10Z,"VARILLA ROSCADA 1010 M10-1,5 ZINC",,0.0,SIN_MATCH
>VR1010MA12Z,"VARILLA ROSCADA 1010 M12-1,75 ZINC",,0.0,SIN_MATCH
>VR1010MA14Z,VARILLA ROSCADA 1010 M14-2 ZINC,,0.0,SIN_MATCH
>VR1010MA16Z,VARILLA ROSCADA 1010 M16-2 ZINC,,0.0,SIN_MATCH
>VR1010MA18Z,"VARILLA ROSCADA 1010 M18-2,5 ZINC",,0.0,SIN_MATCH
>VR1010MA20Z,"VARILLA ROSCADA 1010 M20-2,5 ZINC",,0.0,SIN_MATCH
>VR1010MA22Z,"VARILLA ROSCADA 1010 M22-2,5 ZINC",,0.0,SIN_MATCH
>VR1010MA24Z,VARILLA ROSCADA 1010 M24-3 ZINC,,0.0,SIN_MATCH
>VR1010MA27Z,VARILLA ROSCADA 1010 M27-3 ZINC,,0.0,SIN_MATCH
>VR1010MA30Z,"VARILLA ROSCADA 1010 M30-3,5 ZINC",,0.0,SIN_MATCH
>TIHG2NC047025Z,TIRAFONDO G2 3/16-UNC-1 ZINC,,0.0,SIN_MATCH
>TIHG2NC047032Z,"TIRAFONDO G2 3/16-UNC-1,1/4 ZINC",,0.0,SIN_MATCH
>TIHG2NC047038Z,"TIRAFONDO G2 3/16-UNC-1,1/2 ZINC",,0.0,SIN_MATCH
>TIHG2NC047044Z,"TIRAFONDO G2 3/16-UNC-1,3/4 ZINC",,0.0,SIN_MATCH
>TIHG2NC047050Z,TIRAFONDO G2 3/16-UNC-2 ZINC,,0.0,SIN_MATCH
>TIHG2NC047056Z,"TIRAFONDO G2 3/16-UNC-2,1/4 ZINC",,0.0,SIN_MATCH
>TIHG2NC047060Z,"TIRAFONDO G2 3/16-UNC-2,3/8 ZINC",,0.0,SIN_MATCH
>TIHG2NC047063Z,"TIRAFONDO G2 3/16-UNC-2,1/2 ZINC",,0.0,SIN_MATCH
>TIHG2NC047070Z,"TIRAFONDO G2 3/16-UNC-2,3/4 ZINC",,0.0,SIN_MATCH
>TIHG2NC047076Z,TIRAFONDO G2 3/16-UNC-3 ZINC,,0.0,SIN_MATCH
>TIHG2NC065025Z,TIRAFONDO G2 1/4-UNC-1 ZINC,,0.0,SIN_MATCH
>TIHG2NC065032Z,"TIRAFONDO G2 1/4-UNC-1,1/4 ZINC",TIRAFONDOS ZINCADO AZUL 1.1/4,0.7,MATCH
>TIHG2NC065038Z,"TIRAFONDO G2 1/4-UNC-1,1/2 ZINC",TIRAFONDOS ZINCADO AZUL 1.1/4,0.667,MATCH
>TIHG2NC065044Z,"TIRAFONDO G2 1/4-UNC-1,3/4 ZINC",,0.0,SIN_MATCH
>TIHG2NC065050Z,TIRAFONDO G2 1/4-UNC-2 ZINC,,0.0,SIN_MATCH
>TIHG2NC065056Z,"TIRAFONDO G2 1/4-UNC-2,1/4 ZINC",TIRAFONDOS ZINCADO AZUL 2.1/4,0.7,MATCH
>TIHG2NC065060Z,"TIRAFONDO G2 1/4-UNC-2,3/8 ZINC",,0.0,SIN_MATCH
>TIHG2NC065063Z,"TIRAFONDO G2 1/4-UNC-2,1/2 ZINC",,0.0,SIN_MATCH
>TIHG2NC065070Z,"TIRAFONDO G2 1/4-UNC-2,3/4 ZINC",,0.0,SIN_MATCH
>TIHG2NC065076Z,TIRAFONDO G2 1/4-UNC-3 ZINC,,0.0,SIN_MATCH
>TIHG2NC065082Z,"TIRAFONDO G2 1/4-UNC-3,1/4 ZINC",,0.0,SIN_MATCH
>TIHG2NC065090Z,"TIRAFONDO G2 1/4-UNC-3,1/2 ZINC",,0.0,SIN_MATCH
>TIHG2NC065100Z,TIRAFONDO G2 1/4-UNC-4 ZINC,,0.0,SIN_MATCH
>TIHG2NC065110Z,"TIRAFONDO G2 1/4-UNC-4,1/2 ZINC",,0.0,SIN_MATCH
>TIHG2NC065125Z,TIRAFONDO G2 1/4-UNC-5 ZINC,,0.0,SIN_MATCH
>TIHG2NC065140Z,"TIRAFONDO G2 1/4-UNC-5,1/2 ZINC",,0.0,SIN_MATCH
>TIHG2NC065155Z,TIRAFONDO G2 1/4-UNC-6 ZINC,,0.0,SIN_MATCH
>TIHG2NC079025Z,TIRAFONDO G2 5/16-UNC-1 ZINC,,0.0,SIN_MATCH
>TIHG2NC079032Z,"TIRAFONDO G2 5/16-UNC-1,1/4 ZINC",,0.0,SIN_MATCH
>TIHG2NC079038Z,"TIRAFONDO G2 5/16-UNC-1,1/2 ZINC",,0.0,SIN_MATCH
>TIHG2NC079044Z,"TIRAFONDO G2 5/16-UNC-1,3/4 ZINC",,0.0,SIN_MATCH
>TIHG2NC079050Z,TIRAFONDO G2 5/16-UNC-2 ZINC,,0.0,SIN_MATCH
>TIHG2NC079056Z,"TIRAFONDO G2 5/16-UNC-2,1/4 ZINC",,0.0,SIN_MATCH
>TIHG2NC079063Z,"TIRAFONDO G2 5/16-UNC-2,1/2 ZINC",,0.0,SIN_MATCH
>TIHG2NC079070Z,"TIRAFONDO G2 5/16-UNC-2,3/4 ZINC",,0.0,SIN_MATCH
>TIHG2NC079076Z,TIRAFONDO G2 5/16-UNC-3 ZINC,,0.0,SIN_MATCH
>TIHG2NC079082Z,"TIRAFONDO G2 5/16-UNC-3,1/4 ZINC",,0.0,SIN_MATCH
>TIHG2NC079090Z,"TIRAFONDO G2 5/16-UNC-3,1/2 ZINC",,0.0,SIN_MATCH
>TIHG2NC079100Z,TIRAFONDO G2 5/16-UNC-4 ZINC,,0.0,SIN_MATCH
>TIHG2NC079110Z,"TIRAFONDO G2 5/16-UNC-4,1/2 ZINC",,0.0,SIN_MATCH
>TIHG2NC079125Z,TIRAFONDO G2 5/16-UNC-5 ZINC,,0.0,SIN_MATCH
>TIHG2NC079140Z,"TIRAFONDO G2 5/16-UNC-5,1/2 ZINC",,0.0,SIN_MATCH
>TIHG2NC079155Z,TIRAFONDO G2 5/16-UNC-6 ZINC,,0.0,SIN_MATCH
>TIHG2NC095032Z,TIRAFONDO G2 3/8-UNC-1 1/4 ZINC,,0.0,SIN_MATCH
>TIHG2NC095038Z,"TIRAFONDO G2 3/8-UNC-1,1/2 ZINC",,0.0,SIN_MATCH
>TIHG2NC095044Z,"TIRAFONDO G2 3/8-UNC-1,3/4 ZINC",,0.0,SIN_MATCH
>TIHG2NC095050Z,TIRAFONDO G2 3/8-UNC-2 ZINC,,0.0,SIN_MATCH
>TIHG2NC095056Z,"TIRAFONDO G2 3/8-UNC-2,1/4 ZINC",,0.0,SIN_MATCH
>TIHG2NC095063Z,"TIRAFONDO G2 3/8-UNC-2,1/2 ZINC",,0.0,SIN_MATCH
>TIHG2NC095070Z,"TIRAFONDO G2 3/8-UNC-2,3/4 ZINC",,0.0,SIN_MATCH
>TIHG2NC095076Z,TIRAFONDO G2 3/8-UNC-3 ZINC,,0.0,SIN_MATCH
>TIHG2NC095082Z,"TIRAFONDO G2 3/8-UNC-3,1/4 ZINC",,0.0,SIN_MATCH
>TIHG2NC095090Z,"TIRAFONDO G2 3/8-UNC-3,1/2 ZINC",,0.0,SIN_MATCH
>TIHG2NC095100Z,TIRAFONDO G2 3/8-UNC-4 ZINC,,0.0,SIN_MATCH
>TIHG2NC095110Z,"TIRAFONDO G2 3/8-UNC-4,1/2 ZINC",,0.0,SIN_MATCH
>TIHG2NC095125Z,TIRAFONDO G2 3/8-UNC-5 ZINC,,0.0,SIN_MATCH
>TIHG2NC095140Z,"TIRAFONDO G2 3/8-UNC-5,1/2 ZINC",,0.0,SIN_MATCH
>TIHG2NC095155Z,TIRAFONDO G2 3/8-UNC-6 ZINC,,0.0,SIN_MATCH
>APC079N,ARANDELA PLANA COMUN 5/16 NAT,ARANDELAS PLANAS 5/16,0.86,MATCH
>APC095N,ARANDELA PLANA COMUN 3/8 NAT,ARANDELAS PLANAS 1 3/8,0.86,MATCH
>APC110N,ARANDELA PLANA COMUN 7/16 NAT,ARANDELAS PLANAS 7/16,0.86,MATCH
>APC031Z,ARANDELA PLANA COMUN 1/8 ZINC,ARANDELAS PLANAS 1 1/8,0.845,MATCH
>APC039Z,ARANDELA PLANA COMUN 5/32 ZINC,ARANDELAS PLANAS 5/32,0.845,MATCH
>APC047Z,ARANDELA PLANA COMUN 3/16 ZINC,ARANDELAS PLANAS 3/16,0.845,MATCH
>APC065Z,ARANDELA PLANA COMUN 1/4 ZINC,ARANDELAS PLANAS 1 1/4,0.845,MATCH
>APC079Z,ARANDELA PLANA COMUN 5/16 ZINC,ARANDELAS PLANAS 5/16,0.845,MATCH
>APC095Z,ARANDELA PLANA COMUN 3/8 ZINC,ARANDELAS PLANAS 1 3/8,0.845,MATCH
>APC110Z,ARANDELA PLANA COMUN 7/16 ZINC,ARANDELAS PLANAS 7/16,0.845,MATCH
>APC125Z,ARANDELA PLANA COMUN 1/2 ZINC,ARANDELAS PLANAS 1 1/2,0.845,MATCH
>APC140Z,ARANDELA PLANA COMUN 9/16 ZINC,ARANDELAS PLANAS 9/16,0.845,MATCH
>APC160Z,ARANDELA PLANA COMUN 5/8 ZINC,ARANDELAS PLANAS 5/8,0.835,MATCH
>APC190Z,ARANDELA PLANA COMUN 3/4 ZINC,ARANDELAS PLANAS 1 3/4,0.845,MATCH
>APC220Z,ARANDELA PLANA COMUN 7/8 ZINC,ARANDELAS PLANAS 7/8,0.835,MATCH
>APC250Z,ARANDELA PLANA COMUN 1 ZINC,ARANDELAS PLANAS 1,0.811,MATCH
>APC281Z,ARANDELA PLANA COMUN 1 1/8 ZINC,ARANDELAS PLANAS 1 1/8,0.855,MATCH
>APC315Z,ARANDELA PLANA COMUN 1 1/4 ZINC,ARANDELAS PLANAS 1 1/4,0.855,MATCH
>APC345Z,ARANDELA PLANA COMUN 1 3/8 ZINC,ARANDELAS PLANAS 1 3/8,0.855,MATCH
>APC375Z,ARANDELA PLANA COMUN 1 1/2 ZINC,ARANDELAS PLANAS 1 1/2,0.855,MATCH
>APC440Z,ARANDELA PLANA COMUN 1 3/4 ZINC,ARANDELAS PLANAS 1 3/4,0.855,MATCH
>APC500Z,ARANDELA PLANA COMUN 2 ZINC,ARANDELAS PLANAS 2,0.811,MATCH
>CONJ-P306,CONJ-PEUGEOT 306,,0.0,SIN_MATCH
>TUTHCG2MB12D,"TCA .HEX.TORN CONTRAT. G2 M12-1,5 DICRO",,0.0,SIN_MATCH
>TUTHCG2MBI12D,"TCA .HEX.TORN CONTRAT. G2 M12-1,5I DICRO",,0.0,SIN_MATCH
>TUTHCG2MB16D,"TCA .HEX.TORN CONTRAT. G2 M16-1,5 DICRO",,0.0,SIN_MATCH
>BMG5MA10030N,"BULON MOLETEADO (8,8) M10-1,5-35 NEGRO",,0.0,SIN_MATCH
>CONJ-R12INF,CONJ-R-12 INFERIOR,,0.0,SIN_MATCH
>CONJ-R12SUP,CONJ-R-12 SUPERIOR,,0.0,SIN_MATCH
>CONJ-R18IMF,CONJ-R-18 INFERIOR,,0.0,SIN_MATCH
>CONJ-R18SUP,CONJ-R-18 SUPERIOR,,0.0,SIN_MATCH
>CONJ-GOL,CONJ-GOL MB,,0.0,SIN_MATCH
>CONJ-R9,CONJ-R-9,,0.0,SIN_MATCH
>CONJ-R21,CONJ-CONJUNTO RENAULT 21,,0.0,SIN_MATCH
>CONJ-R11,CONJ-R-11,,0.0,SIN_MATCH
>CONJ-FIEST,CONJ-FIESTA,,0.0,SIN_MATCH
>CONJ-KA,CONJ-FORD  KA,,0.0,SIN_MATCH
>CONJ-MOND,CONJ-FORD MONDEO,,0.0,SIN_MATCH
>CONJ-PART,CONJ-PEUGEOT PARTNER,,0.0,SIN_MATCH
>CONJ-PALIO,CONJ-PALIO,,0.0,SIN_MATCH
>CONJ-SIERR,CONJ-SIERRA,,0.0,SIN_MATCH
>CONJ-GOLF,CONJ-GOLF,,0.0,SIN_MATCH
>CONJ-ORION,CONJ-ORION,,0.0,SIN_MATCH
>CONJ-R19,CONJ-R19,,0.0,SIN_MATCH
>CONJ-GACEL,CONJ-GACEL,,0.0,SIN_MATCH
>CONJ-TRAF,CONJ-TRAFIC,,0.0,SIN_MATCH
>CONJ-CHEV63/78,CONJ-CHEVROLET 63-78,,0.0,SIN_MATCH
>CONJ-FALCINF,CONJ-FORD FALCON INFERIOR,,0.0,SIN_MATCH
>CONJ-FALCSUP,CONJ-FORD FALCON SUPERIOR,,0.0,SIN_MATCH
>CONJ-COR+98,CONJ-CORSA DSP. AÃO 98,,0.0,SIN_MATCH
>CONJ-DUCMV,CONJ-CONJUNTO DUCATO MOD VIEJO,,0.0,SIN_MATCH
>CONJ-DUCMN,CONJ-CONJUNTO DUCATO MOD NUEVO,,0.0,SIN_MATCH
>CONJ-BOXER,CONJ-CONJUNTO BOXER,,0.0,SIN_MATCH
>CONJ-GMC10,CONJ-CONJUNTO CHEVRLET - GMC10,,0.0,SIN_MATCH
>CONJ-ISUZU,CONJ-CONJUNTO ISUZU,,0.0,SIN_MATCH
>CONJ-TAUNSUP,CONJ-CONJUNTO TAUNUS SUPERIOR,,0.0,SIN_MATCH
>CONJ-TAUNINF,CONJ-CONJUNTO TAUNUS INFERIOR,,0.0,SIN_MATCH
>CONJ-CLIOHEM,CONJ-CONJUNTO ESTREMO CLIO HEMBRA,,0.0,SIN_MATCH
>CONJ-ACF100,CONJ-CONJUNTO ACOPLE F100,,0.0,SIN_MATCH
>CONJ-R6INF,CONJ-CONJUNTO R6 INFERIOR,,0.0,SIN_MATCH
>CONJ-R6SUP,CONJ-CONJUNTO R6 SUPERIOR,,0.0,SIN_MATCH
>CONJ-TRANS,CONJ-CONJUNTO TRANSIT,,0.0,SIN_MATCH
>CONJ-06020X2,CONJ-EMPAQUETADO M 6x20 (x2),,0.0,SIN_MATCH
