codigo,tipo,forma,diametro,paso,largo,grado,sistema,acabado,precio_unitario,proveedor,descripcion
GA3X16,tornillo_allen,,3,0.50,16,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3 x 0,50 x 16 12.9"
GA3X20,tornillo_allen,,3,0.50,20,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3 x 0,50 x 20 12.9"
GA4X4,tornillo_allen,,4,0.70,4,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 4 x 0,70 x 4 12.9"
GA4X5,tornillo_allen,,4,0.70,5,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 4 x 0,70 x 5 12.9"
GA4X6,tornillo_allen,,4,0.70,6,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 4 x 0,70 x 6 12.9"
GA4X8,tornillo_allen,,4,0.70,8,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 4 x 0,70 x 8 12.9"
GA4X10,tornillo_allen,,4,0.70,10,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 4 x 0,70 x 10 12.9"
GA4X12,tornillo_allen,,4,0.70,12,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 4 x 0,70 x 12 12.9"
GA4X16,tornillo_allen,,4,0.70,16,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 4 x 0,70 x 16 12.9"
GA4X20,tornillo_allen,,4,0.70,20,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 4 x 0,70 x 20 12.9"
GA4X25,tornillo_allen,,4,0.70,25,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 4 x 0,70 x 25 12.9"
GA5X5,tornillo_allen,,5,0.80,5,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 5 12.9"
GA5X6,tornillo_allen,,5,0.80,6,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 6 12.9"
GA5X8,tornillo_allen,,5,0.80,8,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 8 12.9"
GA5X10,tornillo_allen,,5,0.80,10,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 10 12.9"
GA5X12,tornillo_allen,,5,0.80,12,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 12 12.9"
GA5X16,tornillo_allen,,5,0.80,16,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 16 12.9"
GA5X20,tornillo_allen,,5,0.80,20,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 20 12.9"
GA5X25,tornillo_allen,,5,0.80,25,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 25 12.9"
GA5X30,tornillo_allen,,5,0.80,30,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 30 12.9"
GA5X35,tornillo_allen,,5,0.80,35,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 35 12.9"
GA5X50,tornillo_allen,,5,0.80,50,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 50 12.9"
GA6X6,tornillo_allen,,6,1.00,6,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 6 12.9"
GA6X8,tornillo_allen,,6,1.00,8,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 8 12.9"
GA6X10,tornillo_allen,,6,1.00,10,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 10 12.9"
GA6X12,tornillo_allen,,6,1.00,12,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 12 12.9"
GA6X16,tornillo_allen,,6,1.00,16,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 16 12.9"
GA6X20,tornillo_allen,,6,1.00,20,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 20 12.9"
GA6X25,tornillo_allen,,6,1.00,25,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 25 12.9"
GA6X30,tornillo_allen,,6,1.00,30,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 30 12.9"
GA6X35,tornillo_allen,,6,1.00,35,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 35 12.9"
GA6X40,tornillo_allen,,6,1.00,40,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 40 12.9"
GA6X50,tornillo_allen,,6,1.00,50,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 50 12.9"
GA6X60,tornillo_allen,,6,1.00,60,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 60 12.9"
GA6X70,tornillo_allen,,6,1.00,70,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 70 12.9"
GA8x6,tornillo_allen,,8,1.25,6,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 x 1,25 x 6 12.9"
GA8X8,tornillo_allen,,8,1.25,8,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 x 1,25 x 8 12.9"
GA8X10,tornillo_allen,,8,1.25,10,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 x 1,25 x 10 12.9"
GA8X12,tornillo_allen,,8,1.25,12,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 x 1,25 x 12 12.9"
GA8X16,tornillo_allen,,8,1.25,16,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 x 1,25 x 16 12.9"
GA8X20,tornillo_allen,,8,1.25,20,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 x 1,25 x 20 12.9"
GA8X25,tornillo_allen,,8,1.25,25,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 x 1,25 x 25 12.9"
GA8X30,tornillo_allen,,8,1.25,30,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 x 1,25 x 30 12.9"
GA8X35,tornillo_allen,,8,1.25,35,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 x 1,25 x 35 12.9"
GA8X40,tornillo_allen,,8,1.25,40,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 x 1,25 x 40 12.9"
GA8X50,tornillo_allen,,8,1.25,50,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 x 1,25 x 50 12.9"
GA8X60,tornillo_allen,,8,1.25,60,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 x 1,25 x 60 12.9"
GA8X70,tornillo_allen,,8,1.25,70,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 x 1,25 x 70 12.9"
GA8X80,tornillo_allen,,1,1.25,80,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 1 x1,25 x 80 12.9"
GA10X10,tornillo_allen,,10,1.50,10,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 10 x 1,50 x 10 12.9"
GA10X12,tornillo_allen,,10,1.50,12,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 10 x 1,50 x 12 12.9"
GA10X16,tornillo_allen,,10,1.50,16,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 10 x 1,50 x 16 12.9"
GA10X20,tornillo_allen,,10,1.50,20,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 10 x 1,50 x 20 12.9"
GA10X25,tornillo_allen,,10,1.50,25,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 10 x 1,50 x 25 12.9"
GA10X30,tornillo_allen,,10,1.50,30,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 10 x 1,50 x 30 12.9"
GA10X35,tornillo_allen,,10,1.50,35,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 10 x 1,50 x 35 12.9"
GA10X40,tornillo_allen,,10,1.50,40,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 10 x 1,50 x 40 12.9"
GA10X50,tornillo_allen,,10,1.50,50,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 10 x 1,50 x 50 12.9"
GA10X60,tornillo_allen,,10,1.50,60,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 10 x1,50 x 60 12.9"
GA10X70,tornillo_allen,,10,1.50,70,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 10 x 1,50 x 70 12.9"
GA10X80,tornillo_allen,,10,1.50,80,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 10 x 1,50 x 80 12.9"
GA12X12,tornillo_allen,,12,1.75,12,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 12 x 1,75 x 12 12.9"
GA12X16,tornillo_allen,,12,1.75,16,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 12 x 1,75 x 16 12.9"
GA12X20,tornillo_allen,,12,1.75,20,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 12 x 1,75 x 20 12.9"
GA12X25,tornillo_allen,,12,1.75,25,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 12 x 1,75 x 25 12.9"
GA12X30,tornillo_allen,,12,1.75,30,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 12 x 1,75 x 30 12.9"
GA12X35,tornillo_allen,,12,1.75,35,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 12 x 1,75 x 35 12.9"
GA12X40,tornillo_allen,,12,1.75,40,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 12 x 1,75 x 40 12.9"
GA12X50,tornillo_allen,,12,1.75,50,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 12 x 1,75 x 50 12.9"
GA12X60,tornillo_allen,,12,1.75,60,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 12 x 1,75 x 60 12.9"
GA12X70,tornillo_allen,,12,1.75,70,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 12 x 1,75 x 70 12.9"
GA14X16,tornillo_allen,,14,2.00,16,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 14 x 2,00 x 16 12.9"
GA14X20,tornillo_allen,,14,2.00,20,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 14 x 2,00 x 20 12.9"
GA14X25,tornillo_allen,,14,2.00,25,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 14 x 2,00 x 25 12.9"
GA14X30,tornillo_allen,,14,2.00,30,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 14 x 2,00 x 30 12.9"
GA14X35,tornillo_allen,,14,2.00,35,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 14 x 2,00 x 35 12.9"
GA14X40,tornillo_allen,,14,2.00,40,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 14 x 2,00 x 40 12.9"
GA14X50,tornillo_allen,,14,2.00,50,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 14 x 2,00 x 50 12.9"
GA14X60,tornillo_allen,,14,2.00,60,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 14 x 2,00 x 60 12.9"
GA14X70,tornillo_allen,,14,2.00,70,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 14 x 2,00 x 70 12.9"
GA16X16,tornillo_allen,,16,2.00,16,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 16 x 2,00 x 16 12.9"
GA16X20,tornillo_allen,,16,2.00,20,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 16 x 2,00 x 20 12.9"
GA16X25,tornillo_allen,,16,2.00,25,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 16 x 2,00 x 25 12.9"
GA16X30,tornillo_allen,,16,2.00,30,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 16 x 2,00 x 30 12.9"
GA16X35,tornillo_allen,,16,2.00,35,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 16 x 2,00 x 35 12.9"
GA16X40,tornillo_allen,,16,2.00,40,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 16 x 2,00 x 40 12.9"
GA16X50,tornillo_allen,,16,2.00,50,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 16 x 2,00 x 50 12.9"
GA16X60,tornillo_allen,,16,2.00,60,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 16 x 2,00 x 60 12.9"
GA16X70,tornillo_allen,,16,2.00,70,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 16 x 2,00 x 70 12.9"
CÓDIGO,tornillo_allen,,,,,12.9,metrico,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 DESCRIPCIÓN
GA3/16X3/16,tornillo_allen,,3/16,24,3/16,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3/16 - 24 x 3/16
GA3/16X1/4,tornillo_allen,,3/16,24,1/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3/16 - 24 x 1/4
GA3/16X5/16,tornillo_allen,,3/16,24,5/16,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3/16 - 24 x 5/16
GA3/16X3/8,tornillo_allen,,3/16,24,3/8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3/16 - 24 x 3/8
GA3/16X1/2,tornillo_allen,,3/16,24,1/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3/16 - 24 x 1/2
GA3/16X5/8,tornillo_allen,,3/16,24,5/8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3/16 - 24 x 5/8
GA3/16X3/4,tornillo_allen,,3/16,24,3/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3/16 - 24 x 3/4
GA1/4X1/4,tornillo_allen,,1/4,20,1/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/4 - 20 x 1/4
GA1/4X5/16,tornillo_allen,,1/4,20,5/16,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/4 - 20 x 5/16
GA1/4X3/8,tornillo_allen,,1/4,20,3/8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/4 - 20 x 3/8
GA1/4X1/2,tornillo_allen,,1/4,20,1/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/4 - 20 x 1/2
GA1/4X5/8,tornillo_allen,,1/4,20,5/8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/4 - 20 x 5/8
GA1/4X3/4,tornillo_allen,,1/4,20,3/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/4 - 20 x 3/4
GA1/4X7/8,tornillo_allen,,1/4,20,7/8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/4 - 20 x 7/8
GA1/4x1,tornillo_allen,,1/4,20,1,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/4 - 20 x 1
GA1/4X11/4,tornillo_allen,,1/4,20,11/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/4 - 20 x 11/4
GA1/4X11/2,tornillo_allen,,1/4,20,11/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/4 - 20 x 11/2
GA5/16X5/16,tornillo_allen,,5/16,18,5/16,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5/16 - 18 x 5/16
GA5/16X3/8,tornillo_allen,,5/16,18,3/8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5/16 - 18 x 3/8
GA5/16X1/2,tornillo_allen,,5/16,18,1/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5/16 - 18 x 1/2
GA5/16X5/8,tornillo_allen,,5/16,18,5/8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5/16 - 18 x 5/8
GA5/16X3/4,tornillo_allen,,5/16,18,3/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5/16 - 18 x 3/4
GA5/16x1,tornillo_allen,,5/16,18,1,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5/16 - 18 x 1
GA5/16X11/4,tornillo_allen,,5/16,18,11/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5/16 - 18 x 11/4
GA5/16X11/2,tornillo_allen,,5/16,18,11/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5/16 - 18 x 11/2
GA3/8X3/8,tornillo_allen,,3/8,16,3/8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3/8 - 16 x 3/8
GA3/8X1/2,tornillo_allen,,3/8,16,1/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3/8 - 16 x 1/2
GA3/8X5/8,tornillo_allen,,3/8,16,5/8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3/8 - 16 x 5/8
GA3/8X3/4,tornillo_allen,,3/8,16,3/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3/8 - 16 x 3/4
GA3/8x1,tornillo_allen,,3/8,16,1,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3/8 - 16 x 1
GA3/8X11/4,tornillo_allen,,3/8,16,11/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3/8 - 16 x 11/4
GA3/8X11/2,tornillo_allen,,3/8,16,11/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3/8 - 16 x 11/2
GA3/8x2,tornillo_allen,,3/8,16,2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3/8 - 16 x 2
GA3/8X21/2,tornillo_allen,,3/8,16,21/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3/8 - 16 x 21/2
GA3/8x3,tornillo_allen,,3/8,16,3,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3/8 - 16 x 3
GA1/2X1/2,tornillo_allen,,1/2,12,1/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/2 - 12 x 1/2 wht
GA1/2X5/8,tornillo_allen,,1/2,12,5/8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/2 - 12 x 5/8
GA1/2X3/4,tornillo_allen,,1/2,12,3/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/2 - 12 x 3/4
GA1/2x1,tornillo_allen,,1/2,12,1,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/2 - 12 x 1
GA1/2X11/4,tornillo_allen,,1/2,12,11/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/2 - 12 x 11/4
GA1/2X11/2,tornillo_allen,,1/2,12,11/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/2 - 12 x 11/2
GA1/2x2,tornillo_allen,,1/2,12,2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/2 - 12 x 2
GA1/2X21/2,tornillo_allen,,1/2,12,21/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/2 - 12 x 21/2
GA1/2x3,tornillo_allen,,1/2,12,3,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/2 - 12 x 3
GANC1/2X5/8,tornillo_allen,,1/2,13,5/8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/2 - 13 x 5/8
GANC1/2X11/2,tornillo_allen,,1/2,13,11/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/2 - 13 x 11/2
GANC1/2X21/2,tornillo_allen,,1/2,13,21/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 1/2 - 13 x 21/2
GA5/8X5/8,tornillo_allen,,5/8,11,5/8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5/8 - 11 x 5/8
GA5/8X3/4,tornillo_allen,,5/8,11,3/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5/8 - 11 x 3/4
GA5/8x1,tornillo_allen,,5/8,11,1,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5/8 - 11 x 1
