codigo,tipo,forma,diametro,paso,largo,grado,sistema,acabado,precio_unitario,proveedor,descripcion
AC3/16X1,tornillo_allen,cilindrica,3/16,24,1,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 1
AC3/16X11/4,tornillo_allen,cilindrica,3/16,24,11/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 11/4
AC3/16X11/2,tornillo_allen,cilindrica,3/16,24,11/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 11/2
AC3/16X13/4,tornillo_allen,cilindrica,3/16,24,13/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 13/4
AC3/16X2,tornillo_allen,cilindrica,3/16,24,2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 2
AC1/4X3/8,tornillo_allen,cilindrica,1/4,20,3/8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 3/8
AC1/4X1/2,tornillo_allen,cilindrica,1/4,20,1/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 1/2
AC1/4X5/8,tornillo_allen,cilindrica,1/4,20,5/8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 5/8
AC1/4X3/4,tornillo_allen,cilindrica,1/4,20,3/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 3/4
AC1/4X1,tornillo_allen,cilindrica,1/4,20,1,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 1
AC1/4X11/4,tornillo_allen,cilindrica,1/4,20,11/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 11/4
AC1/4X11/2,tornillo_allen,cilindrica,1/4,20,11/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 11/2
AC1/4X13/4,tornillo_allen,cilindrica,1/4,20,13/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 13/4
AC1/4X2,tornillo_allen,cilindrica,1/4,20,2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 2
AC1/4X21/2,tornillo_allen,cilindrica,1/4,20,21/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 21/2
AC1/4X23/4,tornillo_allen,cilindrica,1/4,20,23/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 23/4
AC1/4X3,tornillo_allen,cilindrica,1/4,20,3,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 3
AC1/4X31/2,tornillo_allen,cilindrica,1/4,20,31/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 31/2
AC1/4X4,tornillo_allen,cilindrica,1/4,20,4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 4
AC5/16X1/2,tornillo_allen,cilindrica,5/16,18,1/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 1/2
AC5/16X5/8,tornillo_allen,cilindrica,5/16,18,5/8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 5/8
AC5/16X3/4,tornillo_allen,cilindrica,5/16,18,3/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 3/4
AC5/16X1,tornillo_allen,cilindrica,5/16,18,1,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 1
AC5/16X11/4,tornillo_allen,cilindrica,5/16,18,11/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 11/4
AC5/16X11/2,tornillo_allen,cilindrica,5/16,18,11/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 11/2
AC5/16X13/4,tornillo_allen,cilindrica,5/16,18,13/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 13/4
AC5/16X2,tornillo_allen,cilindrica,5/16,18,2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 2
AC5/16X21/2,tornillo_allen,cilindrica,5/16,18,21/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 21/2
AC5/16X23/4,tornillo_allen,cilindrica,5/16,18,23/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 23/4
AC5/16X3,tornillo_allen,cilindrica,5/16,18,3,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 3
AC5/16X31/2,tornillo_allen,cilindrica,5/16,18,31/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 31/2
AC5/16X4,tornillo_allen,cilindrica,5/16,18,4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 4
AC5/16X41/2,tornillo_allen,cilindrica,5/16,18,41/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 41/2
AC5/16X5,tornillo_allen,cilindrica,5/16,18,5,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 5
AC3/8X1/2,tornillo_allen,cilindrica,3/8,16,1/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 1/2
AC3/8X3/4,tornillo_allen,cilindrica,3/8,16,3/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 3/4
AC3/8X1,tornillo_allen,cilindrica,3/8,16,1,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 1
AC3/8X11/4,tornillo_allen,cilindrica,3/8,16,11/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 11/4
AC3/8X11/2,tornillo_allen,cilindrica,3/8,16,11/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 11/2
AC3/8X13/4,tornillo_allen,cilindrica,3/8,16,13/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 13/4
AC3/8X2,tornillo_allen,cilindrica,3/8,16,2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 2
AC3/8X21/2,tornillo_allen,cilindrica,3/8,16,21/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 21/2
AC3/8X23/4,tornillo_allen,cilindrica,3/8,16,23/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 23/4
AC3/8X3,tornillo_allen,cilindrica,3/8,16,3,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 3
AC3/8X31/2,tornillo_allen,cilindrica,3/8,16,31/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 31/2
AC3/8X4,tornillo_allen,cilindrica,3/8,16,4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 4
AC3/8X41/2,tornillo_allen,cilindrica,3/8,16,41/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 41/2
AC3/8X5,tornillo_allen,cilindrica,3/8,16,5,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 5
AC3/8X6,tornillo_allen,cilindrica,3/8,16,6,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 6
AC7/16X1,tornillo_allen,cilindrica,7/16,14,1,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 1
AC7/16X11/4,tornillo_allen,cilindrica,7/16,14,11/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 11/4
AC7/16X11/2,tornillo_allen,cilindrica,7/16,14,11/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 11/2
AC7/16X2,tornillo_allen,cilindrica,7/16,14,2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 2
AC7/16X21/2,tornillo_allen,cilindrica,7/16,14,21/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 21/2
AC7/16X3,tornillo_allen,cilindrica,7/16,14,3,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 3
AC7/16X31/2,tornillo_allen,cilindrica,7/16,14,31/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 31/2
AC7/16X4,tornillo_allen,cilindrica,7/16,14,4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 4
AC1/2X3/4,tornillo_allen,cilindrica,1/2,12,3/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 3/4 wth
AC1/2X1,tornillo_allen,cilindrica,1/2,12,1,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 1
AC1/2X11/4,tornillo_allen,cilindrica,1/2,12,11/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 11/4
AC1/2X11/2,tornillo_allen,cilindrica,1/2,12,11/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 11/2
AC1/2X13/4,tornillo_allen,cilindrica,1/2,12,13/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 13/4
AC1/2X2,tornillo_allen,cilindrica,1/2,12,2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 2
AC1/2X21/2,tornillo_allen,cilindrica,1/2,12,21/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 21/2
AC1/2X23/4,tornillo_allen,cilindrica,1/2,12,23/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 23/4
AC1/2X3,tornillo_allen,cilindrica,1/2,12,3,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 3
AC1/2X31/2,tornillo_allen,cilindrica,1/2,12,31/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 31/2
AC1/2X4,tornillo_allen,cilindrica,1/2,12,4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 4
AC1/2X41/2,tornillo_allen,cilindrica,1/2,12,41/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 41/2
AC1/2X5,tornillo_allen,cilindrica,1/2,12,5,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 5
AC1/2X6,tornillo_allen,cilindrica,1/2,12,6,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 6
AC1/2X7,tornillo_allen,cilindrica,1/2,12,7,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 7
AC1/2X8,tornillo_allen,cilindrica,1/2,12,8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 8
ACNC1/2X1,tornillo_allen,cilindrica,1/2,13,1,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 1 NC
ACNC1/2X11/4,tornillo_allen,cilindrica,1/2,13,11/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 11/4
ACNC1/2X11/2,tornillo_allen,cilindrica,1/2,13,11/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 11/2
ACNC1/2X13/4,tornillo_allen,cilindrica,1/2,13,13/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 13/4
ACNC1/2X2,tornillo_allen,cilindrica,1/2,13,2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 2
ACNC1/2X21/2,tornillo_allen,cilindrica,1/2,13,21/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 21/2
ACNC1/2X3,tornillo_allen,cilindrica,1/2,13,3,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 3
ACNC1/2X31/4,tornillo_allen,cilindrica,1/2,13,31/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 31/4
ACNC1/2X31/2,tornillo_allen,cilindrica,1/2,13,31/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 31/2
ACNC1/2X4,tornillo_allen,cilindrica,1/2,13,4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 4
ACNC1/2X41/2,tornillo_allen,cilindrica,1/2,13,41/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 41/2
ACNC1/2X5,tornillo_allen,cilindrica,1/2,13,5,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 5
ACNC1/2X6,tornillo_allen,cilindrica,1/2,13,6,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 6
ACNC1/2X7,tornillo_allen,cilindrica,1/2,13,7,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 7
ACNC1/2X8,tornillo_allen,cilindrica,1/2,13,8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 8
AC5/8X11/4,tornillo_allen,cilindrica,5/8,11,11/4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 11/4
AC5/8X11/2,tornillo_allen,cilindrica,5/8,11,11/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 11/2
AC5/8X2,tornillo_allen,cilindrica,5/8,11,2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 2
AC5/8X21/2,tornillo_allen,cilindrica,5/8,11,21/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 21/2
AC5/8X3,tornillo_allen,cilindrica,5/8,11,3,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 3
AC5/8X31/2,tornillo_allen,cilindrica,5/8,11,31/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 31/2
AC5/8X4,tornillo_allen,cilindrica,5/8,11,4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 4
AC5/8X41/2,tornillo_allen,cilindrica,5/8,11,41/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 41/2
AC5/8X5,tornillo_allen,cilindrica,5/8,11,5,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 5
AC5/8X6,tornillo_allen,cilindrica,5/8,11,6,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 6
AC5/8X7,tornillo_allen,cilindrica,5/8,11,7,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 7
AC5/8X8,tornillo_allen,cilindrica,5/8,11,8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 8
AC5/8X10,tornillo_allen,cilindrica,5/8,11,10,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 10
AC3/4X11/2,tornillo_allen,cilindrica,3/4,10,11/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 11/2
AC3/4X2,tornillo_allen,cilindrica,3/4,10,2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 2
AC3/4X21/2,tornillo_allen,cilindrica,3/4,10,21/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 21/2
AC3/4X3,tornillo_allen,cilindrica,3/4,10,3,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 3
AC3/4X31/2,tornillo_allen,cilindrica,3/4,10,31/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 31/2
AC3/4X4,tornillo_allen,cilindrica,3/4,10,4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 4
AC3/4X41/2,tornillo_allen,cilindrica,3/4,10,41/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 41/2
AC3/4X5,tornillo_allen,cilindrica,3/4,10,5,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 5
AC3/4X6,tornillo_allen,cilindrica,3/4,10,6,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 6
AC3/4X7,tornillo_allen,cilindrica,3/4,10,7,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 7
AC3/4X8,tornillo_allen,cilindrica,3/4,10,8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 8
AC3/4X10,tornillo_allen,cilindrica,3/4,10,10,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 10
AC7/8X2,tornillo_allen,cilindrica,7/8,9,2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 2
AC7/8x21/2,tornillo_allen,cilindrica,7/8,9,21/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 21/2
AC7/8x31/2,tornillo_allen,cilindrica,7/8,9,31/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 31/2
AC7/8X4,tornillo_allen,cilindrica,7/8,9,4,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 4
AC7/8X41/2,tornillo_allen,cilindrica,7/8,9,41/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 41/2
AC7/8X5,tornillo_allen,cilindrica,7/8,9,5,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 5
AC7/8X6,tornillo_allen,cilindrica,7/8,9,6,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 6
AC7/8X7,tornillo_allen,cilindrica,7/8,9,7,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 7
AC7/8x8,tornillo_allen,cilindrica,7/8,9,8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 8
AC1X3,tornillo_allen,cilindrica,8.0,3.0,,12.9,metrico,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1 - 8 x 3
AC1x31/2,tornillo_allen,cilindrica,1,8,31/2,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1 - 8 x 31/2
AC1X4,tornillo_allen,cilindrica,8.0,4.0,,12.9,metrico,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1 - 8 x 4
AC1x6,tornillo_allen,cilindrica,8.0,6.0,,12.9,metrico,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1 - 8 x 6
AC1X8,tornillo_allen,cilindrica,8.0,8.0,,12.9,metrico,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1 - 8 x 8
AC11/4X8,tornillo_allen,cilindrica,11/4,7,8,12.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 11/4 - 7 x 8
AF3X6,tornillo_allen,,3,0.50,6,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 6 10.9"
AF3X8,tornillo_allen,,3,0.50,8,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 8 10.9"
